Genotype,Area
Cultivar_A,18.18
Cultivar_A,18.65
Cultivar_A,22.84
Cultivar_A,15.32
Cultivar_A,14.30
Cultivar_A,17.94
Cultivar_A,13.88
Cultivar_A,20.23
Cultivar_A,17.02
Cultivar_A,17.57
Cultivar_A,21.58
Cultivar_A,13.25
Cultivar_A,18.96
Cultivar_A,10.00
Cultivar_A,17.42
Cultivar_A,14.32
Cultivar_A,17.64
Cultivar_A,19.88
Cultivar_A,21.43
Cultivar_A,16.75
Cultivar_A,19.19
Cultivar_A,18.86
Cultivar_A,21.81
Cultivar_A,19.38
Cultivar_A,19.86
Cultivar_A,16.68
Cultivar_A,15.79
Cultivar_A,16.55
Cultivar_A,21.12
Cultivar_A,14.79
Cultivar_A,11.34
Cultivar_A,12.80
Cultivar_A,13.52
Cultivar_A,18.20
Cultivar_A,17.42
Cultivar_A,14.76
Cultivar_A,18.71
Cultivar_A,17.49
Cultivar_A,15.69
Cultivar_A,17.10
Cultivar_A,10.71
Cultivar_A,17.98
Cultivar_A,15.43
Cultivar_A,20.14
Cultivar_A,23.11
Cultivar_A,17.31
Cultivar_A,22.24
Cultivar_A,14.29
Cultivar_A,17.18
Cultivar_A,14.51
Cultivar_A,16.77
Cultivar_A,17.60
Cultivar_A,22.81
Cultivar_A,17.89
Cultivar_A,15.13
Cultivar_A,17.89
Cultivar_A,15.97
Cultivar_A,15.48
Cultivar_A,19.28
Cultivar_A,19.28
Cultivar_B,15.98
Cultivar_B,22.19
Cultivar_B,11.12
Cultivar_B,17.57
Cultivar_B,18.78
Cultivar_B,16.36
Cultivar_B,19.25
Cultivar_B,13.27
Cultivar_B,10.69
Cultivar_B,12.38
Cultivar_B,21.62
Cultivar_B,15.61
Cultivar_B,12.05
Cultivar_B,8.97
Cultivar_B,16.52
Cultivar_B,19.21
Cultivar_B,18.88
Cultivar_B,14.99
Cultivar_B,16.82
Cultivar_B,17.26
Cultivar_B,18.05
Cultivar_B,19.16
Cultivar_B,16.36
Cultivar_B,15.42
Cultivar_B,17.00
Cultivar_B,21.77
Cultivar_B,12.74
Cultivar_B,19.85
Cultivar_B,8.86
Cultivar_B,18.34
Cultivar_B,20.17
Cultivar_B,20.16
Cultivar_B,19.92
Cultivar_B,18.51
Cultivar_B,12.23
Cultivar_B,13.61
Cultivar_B,17.93
Cultivar_B,18.02
Cultivar_B,19.31
Cultivar_B,18.36
Cultivar_B,12.89
Cultivar_B,18.41
Cultivar_B,19.50
Cultivar_B,13.71
Cultivar_B,17.22
Cultivar_B,20.35
Cultivar_B,17.42
Cultivar_B,20.11
Cultivar_B,12.16
Cultivar_B,18.75
Cultivar_B,15.52
Cultivar_B,14.97
Cultivar_B,11.46
Cultivar_B,15.46
Cultivar_B,12.67
Cultivar_B,17.03
Cultivar_B,19.75
Cultivar_B,14.09
Cultivar_B,16.18
Cultivar_B,17.89
Cultivar_B,13.31
Cultivar_B,21.17
Cultivar_B,16.16
Cultivar_B,13.95
Cultivar_B,19.41
Cultivar_B,17.65
Cultivar_B,19.34
Cultivar_B,14.35
Cultivar_B,17.83
Cultivar_B,16.78
Cultivar_B,17.49
Cultivar_B,14.63
Cultivar_B,19.11
Cultivar_B,20.66
Cultivar_B,17.25
Cultivar_B,12.93
Cultivar_B,18.15
Cultivar_B,12.31
Cultivar_B,16.08
Cultivar_B,19.82
Cultivar_B,18.44
Cultivar_B,17.40
Cultivar_B,15.21
Cultivar_B,17.15
Cultivar_B,12.26
Cultivar_B,12.01
Cultivar_B,16.28
Cultivar_B,18.13
Cultivar_B,18.16
Cultivar_B,16.78
Cultivar_B,17.21
Cultivar_B,18.85
Cultivar_B,15.24
Cultivar_B,18.34
Cultivar_B,16.43
Cultivar_B,17.67
Cultivar_B,12.93
Cultivar_B,16.96
Cultivar_B,12.80
Cultivar_B,13.48
Cultivar_B,9.69
Cultivar_B,13.16
Cultivar_B,17.52
Cultivar_B,16.35
Cultivar_B,16.74
Cultivar_B,19.35
Cultivar_B,18.47
Cultivar_B,20.64
Cultivar_B,12.81
Cultivar_B,19.00
Cultivar_B,16.90
Cultivar_B,20.96
Cultivar_B,17.72
Cultivar_B,17.84
Cultivar_B,21.86
Cultivar_B,8.81
Cultivar_B,18.28
Cultivar_B,20.34
Cultivar_B,18.59
Cultivar_B,17.04
Cultivar_B,13.86
Cultivar_B,17.53
Cultivar_B,19.31
Cultivar_B,14.54
Cultivar_B,18.24
Cultivar_B,11.69
Cultivar_B,19.00
Cultivar_B,15.46
Cultivar_B,16.93
Cultivar_B,13.95
Cultivar_B,13.78
Cultivar_B,14.98
Cultivar_B,13.58
Cultivar_B,18.44
Cultivar_B,17.03
Cultivar_B,21.05
Cultivar_B,11.16
Cultivar_B,9.17
Cultivar_B,18.48
Cultivar_B,11.97
Cultivar_B,18.69
Cultivar_B,15.84
Cultivar_B,18.97
Cultivar_B,14.66
Cultivar_B,18.05
Cultivar_B,16.59
Cultivar_B,19.06
Cultivar_B,17.94
Cultivar_B,15.75
Cultivar_B,16.65
Cultivar_B,16.87
Cultivar_B,17.60
Cultivar_B,19.28
Cultivar_B,18.29
Cultivar_B,16.50
Cultivar_B,17.61
Cultivar_B,16.13
Cultivar_B,12.98
Cultivar_B,19.19
Cultivar_B,19.74
Cultivar_B,11.85
Cultivar_B,20.02
Cultivar_B,17.34
Cultivar_B,17.86
Cultivar_B,19.60
Cultivar_B,14.38
Cultivar_B,15.19
Cultivar_B,18.25
Cultivar_B,18.79
Cultivar_B,19.13
Cultivar_B,19.27
Cultivar_B,14.45
Cultivar_B,16.44
Cultivar_B,21.24
Cultivar_B,15.29
Cultivar_B,15.48
Cultivar_B,14.94
Cultivar_B,20.33
Cultivar_B,18.11
Cultivar_B,12.63
Cultivar_B,16.48
Cultivar_B,15.93
Cultivar_B,12.66
Cultivar_B,17.47
Cultivar_B,19.97
Cultivar_B,18.96
Cultivar_B,10.69
Cultivar_B,17.28
Cultivar_B,18.70
Cultivar_B,14.69
Cultivar_B,16.57
Cultivar_B,15.15
Cultivar_B,18.42
Cultivar_B,18.30
Cultivar_B,14.65
Cultivar_B,20.50
Cultivar_B,15.53
Cultivar_B,17.39
Cultivar_B,17.54
Cultivar_B,15.59
Cultivar_B,19.23
Cultivar_B,19.68
Cultivar_B,14.68
Cultivar_B,19.08
Cultivar_B,19.81
Cultivar_B,11.00
Cultivar_B,14.32
Cultivar_B,18.40
Cultivar_B,16.28
Cultivar_B,18.03
Cultivar_B,17.26
Cultivar_B,20.40
Cultivar_B,18.81
Cultivar_B,17.43
Cultivar_B,18.92
Cultivar_B,18.73
Cultivar_B,18.33
Cultivar_B,10.93
Cultivar_B,19.90
Cultivar_B,17.41
Cultivar_B,8.09
Cultivar_B,9.73
Cultivar_B,11.31
Cultivar_B,13.70
Cultivar_B,15.31
Cultivar_B,17.39
Cultivar_B,17.00
Cultivar_B,15.14
Cultivar_B,15.50
Cultivar_B,12.55
Cultivar_B,15.48
Cultivar_B,13.21
Cultivar_B,15.20
Cultivar_B,20.09
Cultivar_B,9.45
Cultivar_B,17.98
Cultivar_B,19.21
Cultivar_B,17.24
Cultivar_B,16.22
Cultivar_B,14.86
Cultivar_B,12.84
Cultivar_B,8.94
Cultivar_B,20.63
Cultivar_B,18.85
Cultivar_B,11.45
Cultivar_B,16.02
Cultivar_B,11.88
Cultivar_B,13.31
Cultivar_B,17.76
Cultivar_B,16.55
Cultivar_B,11.39
Cultivar_B,20.46
Cultivar_B,15.96
Cultivar_B,16.91
Cultivar_B,15.09
Cultivar_B,9.96
Cultivar_B,13.47
Cultivar_B,19.97
Cultivar_B,15.95
Cultivar_B,13.44
Cultivar_B,21.65
Cultivar_B,14.33
Cultivar_B,10.06
Cultivar_B,19.79
Cultivar_B,14.41
Cultivar_B,8.98
Cultivar_B,14.37
Cultivar_B,18.84
Cultivar_B,9.35
Cultivar_B,12.42
Cultivar_B,20.18
Cultivar_B,17.18
Cultivar_B,20.14
Cultivar_B,15.22
Cultivar_B,18.51
Cultivar_B,20.33
Cultivar_B,19.66
Cultivar_B,19.62
Cultivar_B,9.00
Cultivar_B,17.72
Cultivar_B,13.80
Cultivar_B,13.28
Cultivar_B,14.79
Cultivar_B,15.59
Cultivar_B,16.07
Cultivar_B,17.63
Cultivar_B,15.00
Cultivar_B,16.27
Cultivar_B,15.45
Cultivar_B,16.90
Cultivar_B,12.42
Cultivar_B,19.84
Cultivar_B,13.49
Cultivar_B,19.08
Cultivar_B,19.27
Cultivar_B,14.98
Cultivar_B,19.05
Cultivar_B,16.90
Cultivar_B,17.52
Cultivar_B,12.35
Cultivar_B,15.57
Cultivar_B,11.78
Cultivar_B,15.96
Cultivar_B,17.80
Cultivar_B,9.04
Cultivar_B,20.17
Cultivar_B,18.67
Cultivar_B,18.38
Cultivar_B,17.85
Cultivar_B,9.83
Cultivar_B,15.55
Cultivar_B,18.33
Cultivar_B,15.23
Cultivar_B,14.75
Cultivar_B,18.25
Cultivar_B,13.66
Cultivar_B,19.62
Cultivar_B,18.46
Cultivar_B,21.57
Cultivar_B,16.79
Cultivar_B,14.77
Cultivar_B,11.70
Cultivar_B,19.74
Cultivar_B,17.10
Cultivar_B,13.94
Cultivar_B,17.05
Cultivar_B,15.39
Cultivar_B,19.11
Cultivar_B,13.47
Cultivar_B,19.81
Cultivar_B,19.41
Cultivar_B,15.71
Cultivar_B,11.05
Cultivar_B,17.88
Cultivar_B,13.32
Cultivar_B,15.58
Cultivar_B,8.54
Cultivar_B,13.57
Cultivar_B,19.49
Cultivar_B,16.00
Cultivar_B,20.62
Cultivar_B,10.39
Cultivar_B,14.34
Cultivar_B,17.80
Cultivar_B,16.72
Cultivar_B,19.21
Cultivar_B,13.01
Cultivar_B,18.53
Cultivar_B,17.80
Cultivar_B,15.89
Cultivar_B,19.34
Cultivar_B,18.29
Cultivar_B,17.22
Cultivar_B,18.72
Cultivar_B,17.50
Cultivar_B,12.99
Cultivar_B,12.56
Cultivar_B,15.33
Cultivar_B,15.59
Cultivar_B,19.27
Cultivar_B,17.16
Cultivar_B,15.42
Cultivar_B,15.02
Cultivar_B,17.97
Cultivar_B,19.87
Cultivar_B,16.86
Cultivar_B,16.93
Cultivar_B,17.24
Cultivar_B,15.09
Cultivar_B,10.47
Cultivar_B,13.24
Cultivar_B,11.59
Cultivar_B,15.24
Cultivar_B,10.64
Cultivar_B,18.70
Cultivar_B,19.77
Cultivar_B,14.91
Cultivar_B,15.86
Cultivar_B,9.35
Cultivar_B,13.73
Cultivar_B,8.87
Cultivar_B,11.15
Cultivar_B,14.07
Cultivar_B,20.59
Cultivar_B,18.86
Cultivar_B,9.84
Cultivar_B,13.60
Cultivar_B,15.64
Cultivar_B,19.48
Cultivar_B,14.46
Cultivar_B,15.36
Cultivar_B,17.60
Cultivar_B,18.33
Cultivar_B,18.43
Cultivar_B,18.09
Cultivar_B,18.73
Cultivar_B,18.00
Cultivar_B,16.12
Cultivar_B,8.39
Cultivar_B,13.40
Cultivar_B,16.14
Cultivar_B,14.73
Cultivar_B,19.25
Cultivar_B,16.49
Cultivar_B,21.10
Cultivar_B,14.37
Cultivar_B,19.35
Cultivar_B,16.82
Cultivar_B,12.95
Cultivar_B,17.48
Cultivar_B,16.56
Cultivar_B,15.24
Cultivar_B,11.47
Cultivar_B,16.68
Cultivar_B,16.82
Cultivar_B,15.24
Cultivar_B,15.35
Cultivar_B,15.55
Cultivar_B,18.03
Cultivar_B,17.14
Cultivar_B,17.62
Cultivar_B,15.47
Cultivar_B,18.14
Cultivar_B,20.47
Cultivar_B,12.88
Cultivar_B,19.44
Cultivar_B,17.86
Cultivar_B,16.37
Cultivar_B,18.87
Cultivar_B,20.32
Cultivar_B,13.99
Cultivar_B,13.57
Cultivar_B,19.41
Cultivar_B,17.20
Cultivar_B,13.47
Cultivar_B,19.67
Cultivar_B,14.39
Cultivar_B,18.82
Cultivar_B,17.27
Cultivar_B,20.73
Cultivar_B,18.65
Cultivar_B,16.95
Cultivar_B,17.89
Cultivar_B,18.21
Cultivar_B,14.73
Cultivar_B,18.99
Cultivar_B,16.63
Cultivar_B,16.19
Cultivar_B,14.64
Cultivar_B,11.54
Cultivar_B,11.16
Cultivar_B,17.62
Cultivar_B,17.14
Cultivar_B,16.18
Cultivar_B,18.58
Cultivar_B,17.18
Cultivar_B,15.89
Cultivar_B,19.41
Cultivar_B,17.82
Cultivar_B,13.64
Cultivar_B,18.50
Cultivar_B,16.38
Cultivar_B,17.04
Cultivar_B,20.24
Cultivar_B,9.33
Cultivar_B,9.33
Cultivar_B,18.82
Cultivar_B,20.16
Cultivar_B,16.51
Cultivar_B,11.90
Cultivar_B,17.18
Cultivar_B,16.08
Cultivar_B,8.22
Cultivar_B,14.24
Cultivar_B,14.82
Cultivar_B,14.74
Cultivar_B,11.62
Cultivar_B,16.40
Cultivar_B,18.51
Cultivar_B,16.97
Cultivar_B,11.99
Cultivar_B,9.67
Cultivar_B,18.20
Cultivar_B,16.97
Cultivar_B,16.12
Cultivar_B,19.69
Cultivar_B,16.50
Cultivar_B,9.87
Cultivar_B,12.50
Cultivar_B,17.10
Cultivar_B,19.30
Cultivar_B,9.15
Cultivar_B,20.51
Cultivar_B,21.05
Cultivar_B,10.14
Cultivar_B,13.40
Cultivar_B,18.76
Cultivar_B,15.13
Cultivar_B,14.74
Cultivar_B,13.78
Cultivar_B,15.73
Cultivar_B,15.96
Cultivar_B,10.38
Cultivar_B,14.93
Cultivar_B,11.89
Cultivar_B,13.19
Cultivar_B,17.60
Cultivar_B,10.17
Cultivar_B,14.85
Cultivar_B,11.92
Cultivar_B,17.44
Cultivar_B,15.79
Cultivar_B,17.19
Cultivar_B,18.64
Cultivar_B,20.45
Cultivar_B,10.07
Cultivar_B,20.15
Cultivar_B,20.37
Cultivar_B,17.58
Cultivar_B,18.05
Cultivar_B,14.13
Cultivar_B,12.92
Cultivar_B,15.15
Cultivar_B,19.00
Cultivar_B,17.64
Cultivar_B,17.63
Cultivar_B,8.73
Cultivar_B,16.25
Cultivar_B,16.10
Cultivar_B,10.17
Cultivar_B,17.18
Cultivar_B,19.21
Cultivar_B,19.26
Cultivar_B,18.42
Cultivar_B,17.69
Cultivar_B,15.88
Cultivar_B,21.57
Cultivar_B,15.25
Cultivar_B,16.30
Cultivar_B,15.18
Cultivar_B,7.83
Cultivar_B,15.56
Cultivar_B,18.71
Cultivar_B,18.76
Cultivar_B,17.39
Cultivar_B,13.00
Cultivar_B,13.69
Cultivar_B,11.85
Cultivar_B,16.70
Cultivar_B,20.00
Cultivar_B,18.96
Cultivar_B,8.14
Cultivar_B,14.30
Cultivar_B,12.41
Cultivar_B,15.03
Cultivar_B,15.77
Cultivar_B,18.99
Cultivar_B,8.67
Cultivar_B,13.57
Cultivar_B,16.31
Cultivar_B,20.01
Cultivar_B,13.11
Cultivar_B,18.58
Cultivar_B,18.42
Cultivar_B,15.48
Cultivar_B,20.10
Cultivar_B,16.41
Cultivar_B,13.05
Cultivar_B,14.94
Cultivar_B,19.71
Cultivar_B,16.40
Cultivar_B,17.22
Cultivar_B,15.78
Cultivar_B,10.85
Cultivar_B,15.80
Cultivar_B,10.68
Cultivar_B,17.21
Cultivar_B,16.17
Cultivar_B,16.62
Cultivar_B,11.16
Cultivar_B,13.78
Cultivar_B,10.57
Cultivar_B,20.12
Cultivar_B,14.32
Cultivar_B,17.11
Cultivar_B,17.33
Cultivar_B,13.36
Cultivar_B,21.72
Cultivar_B,16.76
Cultivar_B,14.40
Cultivar_B,20.32
Cultivar_B,11.46
Cultivar_B,16.47
Cultivar_B,14.79
Cultivar_B,14.43
Cultivar_B,18.10
Cultivar_B,15.28
Cultivar_B,18.05
Cultivar_B,12.13
Cultivar_B,18.66
Cultivar_B,18.52
Cultivar_B,15.17
Cultivar_B,9.18
Cultivar_B,11.95
Cultivar_B,19.31
Cultivar_B,15.61
Cultivar_B,14.95
Cultivar_B,16.33
Cultivar_B,11.52
Cultivar_B,17.02
Cultivar_B,18.82
Cultivar_B,13.35
Cultivar_B,16.02
Cultivar_B,13.50
Cultivar_B,8.01
Cultivar_B,16.72
Cultivar_B,12.43
Cultivar_B,17.85
Cultivar_B,16.29
Cultivar_B,17.57
Cultivar_B,7.99
Cultivar_B,14.80
Cultivar_B,21.33
Cultivar_B,9.41
Cultivar_B,10.69
Cultivar_B,9.01
Cultivar_B,19.11
Cultivar_B,8.33
Cultivar_B,17.07
Cultivar_B,13.55
Cultivar_B,18.49
Cultivar_B,19.40
Cultivar_B,10.85
Cultivar_B,15.94
Cultivar_B,21.03
Cultivar_B,13.70
Cultivar_B,15.17
Cultivar_B,18.02
Cultivar_B,15.87
Cultivar_B,19.32
Cultivar_B,14.89
Cultivar_B,13.07
Cultivar_B,14.33
Cultivar_B,22.47
Cultivar_B,19.80
Cultivar_B,7.99
Cultivar_B,16.25
Cultivar_B,13.11
Cultivar_B,18.96
Cultivar_B,11.90
Cultivar_B,11.61
Cultivar_B,17.98
Cultivar_B,18.74
Cultivar_B,15.29
Cultivar_B,17.61
Cultivar_B,17.55
Cultivar_B,12.35
Cultivar_B,16.88
Cultivar_B,16.10
Cultivar_B,18.73
Cultivar_B,16.21
Cultivar_B,11.61
Cultivar_B,17.98
Cultivar_B,18.74
Cultivar_B,15.29
Cultivar_B,17.61
Cultivar_B,17.55
Cultivar_B,12.35
Cultivar_B,16.88
Cultivar_B,16.10
Cultivar_B,18.73
Cultivar_B,16.21
Cultivar_B,13.03
Cultivar_B,13.03
Cultivar_B,13.03
Cultivar_B,18.63
Cultivar_B,13.86
Cultivar_B,19.21
Cultivar_B,19.50
Cultivar_B,16.81
Cultivar_B,22.70
Cultivar_B,18.35
Cultivar_B,15.01
Cultivar_B,17.18
Cultivar_B,20.28
Cultivar_B,19.24
Cultivar_B,20.01
Cultivar_B,22.76
Cultivar_B,21.12
Cultivar_B,21.38
Cultivar_B,21.68
Cultivar_B,22.88
Cultivar_B,21.58
Cultivar_B,18.87
Cultivar_B,21.20
Cultivar_B,15.40
Cultivar_B,18.30
Cultivar_B,18.92
Cultivar_B,20.00
Cultivar_B,17.41
Cultivar_B,23.67
Cultivar_B,18.06
Cultivar_B,20.44
Cultivar_B,11.03
Cultivar_B,15.40
Cultivar_B,23.16
Cultivar_B,21.17
Cultivar_B,18.22
Cultivar_B,20.50
Cultivar_B,20.87
Cultivar_B,19.51
Cultivar_B,13.44
Cultivar_B,21.95
Cultivar_B,19.97
Cultivar_B,13.55
Cultivar_B,20.59
Cultivar_B,17.62
Cultivar_B,22.53
Cultivar_B,16.87
Cultivar_B,18.96
Cultivar_B,20.80
Cultivar_B,16.76
Cultivar_B,17.94
Cultivar_B,18.80
Cultivar_B,16.58
Cultivar_B,21.75
Cultivar_B,10.14
Cultivar_B,19.75
Cultivar_B,17.80
Cultivar_B,19.73
Cultivar_B,16.75
Cultivar_B,9.29
Cultivar_B,21.59
Cultivar_B,14.53
Cultivar_B,11.81
Cultivar_B,21.11
Cultivar_B,23.88
Cultivar_B,17.14
Cultivar_B,21.58
Cultivar_B,19.09
Cultivar_B,17.01
Cultivar_B,20.06
Cultivar_B,20.13
Cultivar_B,18.29
Cultivar_B,21.23
Cultivar_B,17.74
Cultivar_B,18.74
Cultivar_B,20.26
Cultivar_B,20.51
Cultivar_B,21.11
Cultivar_B,13.83
Cultivar_B,11.07
Cultivar_B,18.22
Cultivar_B,20.19
Cultivar_B,20.27
Cultivar_B,17.03
Cultivar_B,16.18
Cultivar_B,20.24
Cultivar_B,19.77
Cultivar_B,20.17
Cultivar_B,19.19
Cultivar_B,15.08
Cultivar_B,14.04
Cultivar_B,18.76
Cultivar_B,17.46
Cultivar_B,20.29
Cultivar_B,22.03
Cultivar_B,22.47
Cultivar_B,16.38
Cultivar_B,15.13
Cultivar_B,18.61
Cultivar_B,8.92
Cultivar_B,16.80
Cultivar_B,21.07
Cultivar_B,12.49
Cultivar_B,14.95
Cultivar_B,20.28
Cultivar_B,21.83
Cultivar_B,18.16
Cultivar_B,20.78
Cultivar_B,14.57
Cultivar_B,19.26
Cultivar_B,19.54
Cultivar_B,10.90
Cultivar_B,17.73
Cultivar_B,18.74
Cultivar_B,20.07
Cultivar_B,19.75
Cultivar_B,19.22
Cultivar_B,20.48
Cultivar_B,19.75
Cultivar_B,15.08
Cultivar_B,10.48
Cultivar_B,14.07
Cultivar_B,19.79
Cultivar_B,18.53
Cultivar_B,15.24
Cultivar_B,18.71
Cultivar_B,17.24
Cultivar_B,17.17
Cultivar_B,19.50
Cultivar_B,18.17
Cultivar_B,19.89
Cultivar_B,20.00
Cultivar_B,11.21
Cultivar_B,17.18
Cultivar_B,20.96
Cultivar_B,20.97
Cultivar_B,17.07
Cultivar_B,21.04
Cultivar_B,22.02
Cultivar_B,20.52
Cultivar_B,17.17
Cultivar_B,19.80
Cultivar_B,11.00
Cultivar_B,21.81
Cultivar_B,19.94
Cultivar_B,17.69
Cultivar_B,17.39
Cultivar_B,21.20
Cultivar_B,20.10
Cultivar_B,15.21
Cultivar_B,18.63
Cultivar_B,20.92
Cultivar_B,18.47
Cultivar_B,15.39
Cultivar_B,16.63
Cultivar_B,17.55
Cultivar_B,18.52
Cultivar_B,11.10
Cultivar_B,13.10
Cultivar_B,18.68
Cultivar_B,12.91
Cultivar_B,12.55
Cultivar_B,17.53
Cultivar_B,18.48
Cultivar_B,18.84
Cultivar_B,19.52
Cultivar_B,17.51
Cultivar_B,17.92
Cultivar_B,16.87
Cultivar_B,20.17
Cultivar_B,18.74
Cultivar_B,17.00
Cultivar_B,13.00
Cultivar_B,20.04
Cultivar_B,20.66
Cultivar_B,19.80
Cultivar_B,10.25
Cultivar_B,13.52
Cultivar_B,18.43
Cultivar_B,19.96
Cultivar_B,13.17
Cultivar_B,20.96
Cultivar_B,13.99
Cultivar_B,11.89
Cultivar_B,20.51
Cultivar_B,9.24
Cultivar_B,15.10
Cultivar_B,20.13
Cultivar_B,19.01
Cultivar_B,18.71
Cultivar_B,9.73
Cultivar_B,16.73
Cultivar_B,14.40
Cultivar_B,15.57
Cultivar_B,18.13
Cultivar_B,14.20
Cultivar_B,20.66
Cultivar_B,19.58
Cultivar_B,18.09
Cultivar_B,12.57
Cultivar_B,20.08
Cultivar_B,20.70
Cultivar_B,11.83
Cultivar_B,20.47
Cultivar_B,17.73
Cultivar_B,17.64
Cultivar_B,20.48
Cultivar_B,15.64
Cultivar_B,20.44
Cultivar_B,13.25
Cultivar_B,18.40
Cultivar_B,20.62
Cultivar_B,22.79
Cultivar_B,19.96
Cultivar_B,19.88
Cultivar_B,20.56
Cultivar_B,15.02
Cultivar_B,13.84
Cultivar_B,22.31
Cultivar_B,18.00
Cultivar_B,19.51
Cultivar_B,16.33
Cultivar_B,18.03
Cultivar_B,15.64
Cultivar_B,20.96
Cultivar_B,15.62
Cultivar_B,9.57
Cultivar_B,15.04
Cultivar_B,17.50
Cultivar_B,14.67
Cultivar_B,15.51
Cultivar_B,14.45
Cultivar_B,20.89
Cultivar_B,19.23
Cultivar_B,20.19
Cultivar_B,20.01
Cultivar_B,11.14
Cultivar_B,16.91
Cultivar_B,18.57
Cultivar_B,20.13
Cultivar_B,18.64
Cultivar_B,18.48
Cultivar_B,18.40
Cultivar_B,17.80
Cultivar_B,16.32
Cultivar_B,17.53
Cultivar_B,13.36
Cultivar_B,17.48
Cultivar_B,16.98
Cultivar_B,16.15
Cultivar_B,21.09
Cultivar_B,20.97
Cultivar_B,11.11
Cultivar_B,16.78
Cultivar_B,20.35
Cultivar_B,18.75
Cultivar_B,20.59
Cultivar_B,19.18
Cultivar_B,20.02
Cultivar_B,22.77
Cultivar_B,19.83
Cultivar_B,11.07
Cultivar_B,23.56
Cultivar_B,20.31
Cultivar_B,18.56
Cultivar_B,17.93
Cultivar_B,20.75
Cultivar_B,21.00
Cultivar_B,14.37
Cultivar_B,19.64
Cultivar_B,12.47
Cultivar_B,20.93
Cultivar_B,19.72
Cultivar_B,20.91
Cultivar_B,20.00
Cultivar_B,10.40
Cultivar_B,15.77
Cultivar_B,13.57
Cultivar_B,17.46
Cultivar_B,18.73
Cultivar_B,18.38
Cultivar_B,15.13
Cultivar_B,19.87
Cultivar_B,15.09
Cultivar_B,20.75
Cultivar_B,10.03
Cultivar_B,18.29
Cultivar_B,21.29
Cultivar_B,18.65
Cultivar_B,17.93
Cultivar_B,19.06
Cultivar_B,9.94
Cultivar_B,20.21
Cultivar_B,17.02
Cultivar_B,16.61
Cultivar_B,18.87
Cultivar_B,19.92
Cultivar_B,15.53
Cultivar_B,18.83
Cultivar_B,15.95
Cultivar_B,19.33
Cultivar_B,17.80
Cultivar_B,17.64
Cultivar_B,17.88
Cultivar_B,12.11
Cultivar_B,18.29
Cultivar_B,18.80
Cultivar_B,14.25
Cultivar_B,19.65
Cultivar_B,12.78
Cultivar_B,17.62
Cultivar_B,18.69
Cultivar_B,17.40
Cultivar_B,21.92
Cultivar_B,23.44
Cultivar_B,17.11
Cultivar_B,20.35
Cultivar_B,18.79
Cultivar_B,11.76
Cultivar_B,20.32
Cultivar_B,18.57
Cultivar_B,19.65
Cultivar_B,20.01
Cultivar_B,18.13
Cultivar_B,14.97
Cultivar_B,20.18
Cultivar_B,17.57
Cultivar_B,19.88
Cultivar_B,12.45
Cultivar_B,18.58
Cultivar_B,23.67
Cultivar_B,17.76
Cultivar_B,20.83
Cultivar_B,13.94
Cultivar_B,11.54
Cultivar_B,19.19
Cultivar_B,11.70
Cultivar_B,18.80
Cultivar_B,20.98
Cultivar_B,19.75
Cultivar_B,19.58
Cultivar_B,20.01
Cultivar_B,19.29
Cultivar_B,13.39
Cultivar_B,21.50
Cultivar_B,18.78
Cultivar_B,20.50
Cultivar_B,17.26
Cultivar_B,13.74
Cultivar_B,19.15
Cultivar_B,16.02
Cultivar_B,20.13
Cultivar_B,20.53
Cultivar_B,19.50
Cultivar_B,19.34
Cultivar_B,12.95
Cultivar_B,17.31
Cultivar_B,19.36
Cultivar_B,20.32
Cultivar_B,22.36
Cultivar_B,17.22
Cultivar_B,14.43
Cultivar_B,16.22
Cultivar_B,13.49
Cultivar_B,17.84
Cultivar_B,15.60
Cultivar_B,15.48
Cultivar_B,16.26
Cultivar_B,19.60
Cultivar_B,19.58
Cultivar_B,20.39
Cultivar_B,17.90
Cultivar_B,19.14
Cultivar_B,16.17
Cultivar_B,17.85
Cultivar_B,20.68
Cultivar_B,20.98
Cultivar_B,16.57
Cultivar_B,20.09
Cultivar_B,19.96
Cultivar_B,14.48
Cultivar_B,17.26
Cultivar_B,21.35
Cultivar_B,22.97
Cultivar_B,21.88
Cultivar_B,22.03
Cultivar_B,20.42
Cultivar_B,17.34
Cultivar_B,22.22
Cultivar_B,21.22
Cultivar_B,19.20
Cultivar_B,18.92
Cultivar_B,21.71
Cultivar_B,14.29
Cultivar_B,16.72
Cultivar_B,20.58
Cultivar_B,17.13
Cultivar_B,9.93
Cultivar_B,19.41
Cultivar_B,18.99
Cultivar_B,18.64
Cultivar_B,19.12
Cultivar_B,20.01
Cultivar_B,18.88
Cultivar_B,12.87
Cultivar_B,13.68
Cultivar_B,11.68
Cultivar_B,19.04
Cultivar_B,15.45
Cultivar_B,18.61
Cultivar_B,18.01
Cultivar_B,15.14
Cultivar_B,19.93
Cultivar_B,21.05
Cultivar_B,18.23
Cultivar_B,21.55
Cultivar_B,20.81
Cultivar_B,16.35
Cultivar_B,19.70
Cultivar_B,22.12
Cultivar_B,18.47
Cultivar_B,19.06
Cultivar_B,19.46
Cultivar_B,21.95
Cultivar_B,17.13
Cultivar_B,17.14
Cultivar_B,16.53
Cultivar_B,16.99
Cultivar_B,19.27
Cultivar_B,19.98
Cultivar_B,20.80
Cultivar_B,19.79
Cultivar_B,17.22
Cultivar_B,21.03
