type,genotype,block,heat_stress,ht,agw
Triticum aestivum,cv_2,I,control,0,24.69
Triticum aestivum,cv_2,I,control,0,46.66
Triticum aestivum,cv_2,I,control,0,35.25
Triticum aestivum,cv_2,I,control,0,46.27
Triticum aestivum,cv_2,I,control,0,35.67
Triticum aestivum,cv_1,I,control,0,14.5
Triticum aestivum,cv_1,I,control,0,13.72
Triticum aestivum,cv_1,I,control,0,15.61
Triticum aestivum,cv_1,I,control,0,10.36
Triticum aestivum,cv_1,I,control,0,15.73
Triticum aestivum,cv_1,I,control,0,57.32
Triticum aestivum,cv_1,I,control,0,30.06
Triticum aestivum,cv_1,I,control,0,46.1
Triticum aestivum,cv_1,I,control,0,34.61
Triticum aestivum,cv_1,I,control,0,44.02
Triticum aestivum,cv_1,I,control,0,54.82
Triticum aestivum,cv_1,I,control,0,55.79
Triticum aestivum,cv_1,I,control,0,54.02
Triticum aestivum,cv_1,I,control,0,40.99
Triticum aestivum,cv_1,I,control,0,42.53
Triticum aestivum,cv_1,I,control,0,41.14
Triticum aestivum,cv_1,I,control,0,28.91
Triticum aestivum,cv_1,I,control,0,50.31
Triticum aestivum,cv_1,I,control,0,49.97
Triticum aestivum,cv_1,I,control,0,54.85
Triticum aestivum,cv_1,I,control,0,53.06
Triticum aestivum,cv_1,I,control,0,48.01
Triticum aestivum,cv_1,I,control,0,45.53
Triticum aestivum,cv_1,I,control,0,39.78
Triticum aestivum,cv_1,I,control,0,53.99
Triticum aestivum,cv_1,I,control,0,43.94
Triticum aestivum,cv_1,I,control,0,52.26
Triticum aestivum,cv_1,I,control,0,47.68
Triticum aestivum,cv_1,I,control,0,53.83
Triticum aestivum,cv_1,I,control,0,23.87
Triticum aestivum,cv_1,I,control,0,51.25
Triticum aestivum,cv_1,I,control,0,32.88
Triticum aestivum,cv_1,I,control,0,48.94
Triticum aestivum,cv_1,I,control,0,38.24
Triticum aestivum,cv_1,I,control,0,58.36
Triticum aestivum,cv_1,I,control,0,41.37
Triticum aestivum,cv_1,I,control,0,46.27
Triticum aestivum,cv_1,I,control,0,43.26
Triticum aestivum,cv_1,I,control,0,38.44
Triticum aestivum,cv_1,I,control,0,33.51
Triticum aestivum,cv_1,I,control,0,42.91
Triticum aestivum,cv_1,I,control,0,54.17
Triticum aestivum,cv_1,I,control,0,61.18
Triticum aestivum,cv_1,I,control,0,51.01
Triticum aestivum,cv_1,I,control,0,42.76
Triticum aestivum,cv_1,I,control,0,53.92
Triticum aestivum,cv_1,I,control,0,40.96
Triticum aestivum,cv_1,I,control,0,41.16
Triticum aestivum,cv_1,I,control,0,18.13
Triticum aestivum,cv_1,I,control,0,36.91
Triticum aestivum,cv_1,I,control,0,43.82
Triticum aestivum,cv_1,I,control,0,34.25
Triticum aestivum,cv_1,I,control,0,53.46
Triticum aestivum,cv_1,I,control,0,46.01
Triticum aestivum,cv_1,I,control,0,41.48
Triticum aestivum,cv_1,I,control,0,42.73
Triticum aestivum,cv_1,I,control,0,56.41
Triticum aestivum,cv_1,I,control,0,46.42
Triticum aestivum,cv_1,I,control,0,37.42
Triticum aestivum,cv_1,I,control,0,58.58
Triticum aestivum,cv_1,I,control,0,54.73
Triticum aestivum,cv_1,I,control,0,57.95
Triticum aestivum,cv_1,I,control,0,39.26
Triticum aestivum,cv_1,I,control,0,41.98
Triticum aestivum,cv_1,I,control,0,52.41
Triticum aestivum,cv_1,I,control,0,46.96
Triticum aestivum,cv_1,I,control,0,44.7
Triticum aestivum,cv_1,I,control,0,40.56
Triticum aestivum,cv_1,I,control,0,45.03
Triticum aestivum,cv_1,I,control,0,35.23
Triticum aestivum,cv_1,I,control,0,56.29
Triticum aestivum,cv_1,I,control,0,52.32
Triticum aestivum,cv_1,I,control,0,27.51
Triticum aestivum,cv_1,I,control,0,52.41
Triticum aestivum,cv_1,I,control,0,53.65
Triticum aestivum,cv_1,I,control,0,50.67
Triticum aestivum,cv_1,I,control,0,37.19
Triticum aestivum,cv_1,I,control,0,34.78
Triticum aestivum,cv_1,I,control,0,40.24
Triticum aestivum,cv_1,I,control,0,51.34
Triticum aestivum,cv_1,I,control,0,42.03
Triticum aestivum,cv_1,I,control,0,47.86
Triticum aestivum,cv_1,I,control,0,40.41
Triticum aestivum,cv_1,I,control,0,46.9
Triticum aestivum,cv_1,I,control,0,38.18
Triticum aestivum,cv_1,I,control,0,43.09
Triticum aestivum,cv_1,I,control,0,49.7
Triticum aestivum,cv_1,I,control,0,51.56
Triticum aestivum,cv_1,I,control,0,48.16
Triticum aestivum,cv_1,I,control,0,62.78
Triticum aestivum,cv_1,I,control,0,45.15
Triticum aestivum,cv_1,I,control,0,44.26
Triticum aestivum,cv_1,I,control,0,38.1
Triticum aestivum,cv_1,I,control,0,21.32
Triticum aestivum,cv_1,I,control,0,43.11
Triticum aestivum,cv_1,I,control,0,44.61
Triticum aestivum,cv_1,I,control,0,49.43
Triticum aestivum,cv_1,I,control,0,15.71
Triticum aestivum,cv_1,I,control,0,23.42
Triticum aestivum,cv_1,I,control,0,27.72
Triticum aestivum,cv_1,I,control,0,58.07
Triticum aestivum,cv_1,I,control,0,28.59
Triticum aestivum,cv_1,I,control,0,51.56
Triticum aestivum,cv_1,I,control,0,47.14
Triticum aestivum,cv_1,I,control,0,34.95
Triticum aestivum,cv_1,I,control,0,52.91
Triticum aestivum,cv_1,I,control,0,48.52
Triticum aestivum,cv_1,I,control,0,50.31
Triticum aestivum,cv_1,I,control,0,35.14
Triticum aestivum,cv_1,I,control,0,38.84
Triticum aestivum,cv_1,I,control,0,43
Triticum aestivum,cv_1,I,control,0,48.73
Triticum aestivum,cv_1,I,control,0,38.44
Triticum aestivum,cv_1,I,control,0,37.76
Triticum aestivum,cv_1,I,control,0,23.34
Triticum aestivum,cv_1,I,control,0,34.12
Triticum aestivum,cv_1,I,control,0,33.18
Triticum aestivum,cv_1,I,control,0,27.04
Triticum aestivum,cv_1,I,control,0,34.81
Triticum aestivum,cv_1,I,control,0,34.17
Triticum aestivum,cv_1,I,control,0,36.71
Triticum aestivum,cv_1,I,control,0,47.17
Triticum aestivum,cv_1,I,control,0,42.12
Triticum aestivum,cv_1,I,control,0,35.78
Triticum aestivum,cv_1,I,control,0,25.66
Triticum aestivum,cv_1,I,control,0,39.95
Triticum aestivum,cv_1,I,control,0,40.5
Triticum aestivum,cv_1,I,control,0,37.64
Triticum aestivum,cv_1,I,control,0,46.07
Triticum aestivum,cv_1,I,control,0,48.28
Triticum aestivum,cv_1,I,control,0,38.49
Triticum aestivum,cv_1,I,control,0,37.7
Triticum aestivum,cv_1,I,control,0,52.23
Triticum aestivum,cv_1,I,control,0,32.36
Triticum aestivum,cv_1,I,control,0,50.06
Triticum aestivum,cv_1,I,control,0,36.01
Triticum aestivum,cv_1,I,control,0,50
Triticum aestivum,cv_1,I,control,0,48.25
Triticum aestivum,cv_1,I,control,0,52.78
Triticum aestivum,cv_1,I,control,0,48.76
Triticum aestivum,cv_1,I,control,0,44.26
Triticum aestivum,cv_1,I,control,0,40.96
Triticum aestivum,cv_1,I,control,0,58.83
Triticum aestivum,cv_1,I,control,0,29.95
Triticum aestivum,cv_1,I,control,0,56.66
Triticum aestivum,cv_1,I,control,0,51.16
Triticum aestivum,cv_1,I,control,0,57.07
Triticum aestivum,cv_1,I,control,0,41.77
Triticum aestivum,cv_1,I,control,0,41.08
Triticum aestivum,cv_1,I,control,0,24.36
Triticum aestivum,cv_1,I,control,0,44.08
Triticum aestivum,cv_1,I,control,0,39.75
Triticum aestivum,cv_1,I,control,0,51.99
Triticum aestivum,cv_1,I,control,0,39.41
Triticum aestivum,cv_1,I,control,0,56.79
Triticum aestivum,cv_1,I,control,0,50.79
Triticum aestivum,cv_1,I,control,0,48.1
Triticum aestivum,cv_1,I,control,0,42.24
Triticum aestivum,cv_1,I,control,0,52.78
Triticum aestivum,cv_1,I,control,0,33.7
Triticum aestivum,cv_1,I,control,0,53.34
Triticum aestivum,cv_1,I,control,0,52.26
Triticum aestivum,cv_1,I,control,0,55.66
Triticum aestivum,cv_1,I,control,0,41.83
Triticum aestivum,cv_1,I,control,0,54.05
Triticum aestivum,cv_1,I,control,0,42.53
Triticum aestivum,cv_1,I,control,0,51.07
Triticum aestivum,cv_1,I,control,0,40.27
Triticum aestivum,cv_1,I,control,0,51.62
Triticum aestivum,cv_1,I,control,0,52.97
Triticum aestivum,cv_1,I,control,0,48.16
Triticum aestivum,cv_1,I,control,0,22.24
Triticum aestivum,cv_1,I,control,0,39.38
Triticum aestivum,cv_1,I,control,0,39.69
Triticum aestivum,cv_1,I,control,0,37.78
Triticum aestivum,cv_1,I,control,0,37.42
Triticum aestivum,cv_1,I,control,0,31.89
Triticum aestivum,cv_1,I,control,0,53.43
Triticum aestivum,cv_1,I,control,0,37.08
Triticum aestivum,cv_1,I,control,0,54.7
Triticum aestivum,cv_1,I,control,0,47.86
Triticum aestivum,cv_1,I,control,0,46.48
Triticum aestivum,cv_1,I,control,0,29.84
Triticum aestivum,cv_1,I,control,0,34.45
Triticum aestivum,cv_1,I,control,0,55.23
Triticum aestivum,cv_1,I,control,0,45.77
Triticum aestivum,cv_1,I,control,0,42.01
Triticum aestivum,cv_1,I,control,0,51.22
Triticum aestivum,cv_1,I,control,0,46.42
Triticum aestivum,cv_1,I,control,0,39.24
Triticum aestivum,cv_1,I,control,0,21.99
Triticum aestivum,cv_1,I,control,0,46.75
Triticum aestivum,cv_1,I,control,0,28.88
Triticum aestivum,cv_1,I,control,0,49.58
Triticum aestivum,cv_1,I,control,0,52.26
Triticum aestivum,cv_1,I,control,0,49.15
Triticum aestivum,cv_1,I,control,0,45.8
Triticum aestivum,cv_1,I,control,0,38.75
Triticum aestivum,cv_1,I,control,0,33.65
Triticum aestivum,cv_1,I,control,0,40.59
Triticum aestivum,cv_1,I,control,0,45.15
Triticum aestivum,cv_1,I,control,0,45
Triticum aestivum,cv_1,I,control,0,26.15
Triticum aestivum,cv_1,I,control,0,38.78
Triticum aestivum,cv_1,I,control,0,46.51
Triticum aestivum,cv_1,I,control,0,29.36
Triticum aestivum,cv_1,I,control,0,29.79
Triticum aestivum,cv_1,I,control,0,56.85
Triticum aestivum,cv_1,I,control,0,23.7
Triticum aestivum,cv_1,I,control,0,54.73
Triticum aestivum,cv_1,I,control,0,43.17
Triticum aestivum,cv_1,I,control,0,46.3
Triticum aestivum,cv_1,I,control,0,54.79
Triticum aestivum,cv_1,I,control,0,59.34
Triticum aestivum,cv_1,I,control,0,45.83
Triticum aestivum,cv_1,I,control,0,45.8
Triticum aestivum,cv_1,I,control,0,39.9
Triticum aestivum,cv_1,I,control,0,28.54
Triticum aestivum,cv_1,I,control,0,52.88
Triticum aestivum,cv_1,I,control,0,41.77
Triticum aestivum,cv_1,I,control,0,46.6
Triticum aestivum,cv_1,I,control,0,27.43
Triticum aestivum,cv_1,I,control,0,46.96
Triticum aestivum,cv_1,I,control,0,55.91
Triticum aestivum,cv_1,I,control,0,39.41
Triticum aestivum,cv_1,I,control,0,51.19
Triticum aestivum,cv_1,I,control,0,35.31
Triticum aestivum,cv_1,I,control,0,36.34
Triticum aestivum,cv_1,I,control,0,32.99
Triticum aestivum,cv_1,I,control,0,37.59
Triticum aestivum,cv_1,I,control,0,43.67
Triticum aestivum,cv_1,I,control,0,45.92
Triticum aestivum,cv_1,I,control,0,45.56
Triticum aestivum,cv_1,I,control,0,52.17
Triticum aestivum,cv_1,I,control,0,42.76
Triticum aestivum,cv_1,I,control,0,57.35
Triticum aestivum,cv_1,I,control,0,44.64
Triticum aestivum,cv_1,I,control,0,45.35
Triticum aestivum,cv_1,I,control,0,39.9
Triticum aestivum,cv_1,I,control,0,48.91
Triticum aestivum,cv_1,I,control,0,42.27
Triticum aestivum,cv_1,I,control,0,45.98
Triticum aestivum,cv_1,I,control,0,43.94
Triticum aestivum,cv_1,I,control,0,42.97
Triticum aestivum,cv_1,I,control,0,53.65
Triticum aestivum,cv_1,I,control,0,52.17
Triticum aestivum,cv_1,I,control,0,34.61
Triticum aestivum,cv_1,I,control,0,32.41
Triticum aestivum,cv_1,I,control,0,45.83
Triticum aestivum,cv_1,I,control,0,35.78
Triticum aestivum,cv_1,I,control,0,54.64
Triticum aestivum,cv_1,I,control,0,56.19
Triticum aestivum,cv_1,I,control,0,35.17
Triticum aestivum,cv_1,I,control,0,58.61
Triticum aestivum,cv_1,I,control,0,51.86
Triticum aestivum,cv_1,I,control,0,30.51
Triticum aestivum,cv_1,I,control,0,47.35
Triticum aestivum,cv_1,I,control,0,46.66
Triticum aestivum,cv_1,I,control,0,40.93
Triticum aestivum,cv_1,I,control,0,39.46
Triticum aestivum,cv_1,I,control,0,52.23
Triticum aestivum,cv_1,I,control,0,44.67
Triticum aestivum,cv_1,I,control,0,35.25
Triticum aestivum,cv_1,I,control,0,61.37
Triticum aestivum,cv_1,I,control,0,55.16
Triticum aestivum,cv_1,I,control,0,28.75
Triticum aestivum,cv_1,I,control,0,49.55
Triticum aestivum,cv_1,I,control,0,47.8
Triticum aestivum,cv_1,I,control,0,39.09
Triticum aestivum,cv_1,I,control,0,42.15
Triticum aestivum,cv_1,I,control,0,42.65
Triticum aestivum,cv_1,I,control,0,37.19
Triticum aestivum,cv_1,I,control,0,26.26
Triticum aestivum,cv_1,I,control,0,39.32
Triticum aestivum,cv_1,I,control,0,27.3
Triticum aestivum,cv_1,I,control,0,40.62
Triticum aestivum,cv_1,I,control,0,50.03
Triticum aestivum,cv_1,I,control,0,49.7
Triticum aestivum,cv_1,I,control,0,42.12
Triticum aestivum,cv_1,I,control,0,50.09
Triticum aestivum,cv_1,I,control,0,43.29
Triticum aestivum,cv_1,I,control,0,41.77
Triticum aestivum,cv_1,I,control,0,56.44
Triticum aestivum,cv_1,I,control,0,36.82
Triticum aestivum,cv_1,I,control,0,44.35
Triticum aestivum,cv_1,I,control,0,30.62
Triticum aestivum,cv_1,I,control,0,33.34
Triticum aestivum,cv_1,I,control,0,50.28
Triticum aestivum,cv_1,I,control,0,41.48
Triticum aestivum,cv_1,I,control,0,45.5
Triticum aestivum,cv_1,I,control,0,42.62
Triticum aestivum,cv_1,I,control,0,47.08
Triticum aestivum,cv_1,I,control,0,48.91
Triticum aestivum,cv_1,I,control,0,48.76
Triticum aestivum,cv_1,I,control,0,43.41
Triticum aestivum,cv_1,I,control,0,50
Triticum aestivum,cv_1,I,control,0,39.87
Triticum aestivum,cv_1,I,control,0,64.9
Triticum aestivum,cv_1,I,control,0,49.7
Triticum aestivum,cv_1,I,control,0,35.39
Triticum aestivum,cv_1,I,control,0,33.73
Triticum aestivum,cv_1,I,control,0,41.66
Triticum aestivum,cv_1,I,control,0,50.55
Triticum aestivum,cv_1,I,control,0,39.15
Triticum aestivum,cv_1,I,control,0,47.44
Triticum aestivum,cv_1,I,control,0,38.47
Triticum aestivum,cv_1,I,control,0,64.35
Triticum aestivum,cv_1,I,control,0,52.11
Triticum aestivum,cv_1,I,control,0,45.18
Triticum aestivum,cv_1,I,control,0,41.45
Triticum aestivum,cv_1,I,control,0,33.54
Triticum aestivum,cv_1,I,control,0,40.44
Triticum aestivum,cv_1,I,control,0,42.88
Triticum aestivum,cv_1,I,control,0,44.05
Triticum aestivum,cv_1,I,control,0,42.21
Triticum aestivum,cv_1,I,control,0,41.57
Triticum aestivum,cv_1,I,control,0,51.95
Triticum aestivum,cv_1,I,control,0,37.05
Triticum aestivum,cv_1,I,control,0,40.53
Triticum aestivum,cv_1,I,control,0,46.6
Triticum aestivum,cv_1,I,control,0,55.51
Triticum aestivum,cv_1,I,control,0,55.51
Triticum aestivum,cv_1,I,control,0,47.02
Triticum aestivum,cv_1,I,control,0,22.44
Triticum aestivum,cv_1,I,control,0,31.59
Triticum aestivum,cv_1,I,control,0,57.41
Triticum aestivum,cv_1,I,control,0,55.6
Triticum aestivum,cv_1,I,control,0,55.54
Triticum aestivum,cv_1,I,control,0,22.21
Triticum aestivum,cv_1,I,control,0,54.2
Triticum aestivum,cv_1,I,control,0,44.11
Triticum aestivum,cv_1,I,control,0,49.52
Triticum aestivum,cv_1,I,control,0,52.78
Triticum aestivum,cv_1,I,control,0,55.51
Triticum aestivum,cv_1,I,control,0,55.44
Triticum aestivum,cv_1,I,control,0,36.54
Triticum aestivum,cv_1,I,control,0,34.14
Triticum aestivum,cv_1,I,control,0,55.82
Triticum aestivum,cv_1,I,control,0,35.5
Triticum aestivum,cv_1,I,control,0,49
Triticum aestivum,cv_1,I,control,0,38.18
Triticum aestivum,cv_1,I,control,0,50
Triticum aestivum,cv_1,I,control,0,58.04
Triticum aestivum,cv_1,I,control,0,41.66
Triticum aestivum,cv_1,I,control,0,51.83
Triticum aestivum,cv_1,I,control,0,45.74
Triticum aestivum,cv_1,I,control,0,57.19
Triticum aestivum,cv_1,I,control,0,26.7
Triticum aestivum,cv_1,I,control,0,45.74
Triticum aestivum,cv_1,I,control,0,33.48
Triticum aestivum,cv_1,I,control,0,56.5
Triticum aestivum,cv_1,I,control,0,26.21
Triticum aestivum,cv_1,I,control,0,42.33
Triticum aestivum,cv_2,II,ht,1,46.1
Triticum aestivum,cv_2,II,ht,1,47.26
Triticum aestivum,cv_2,II,ht,1,40.04
Triticum aestivum,cv_2,II,ht,1,46.75
Triticum aestivum,cv_2,II,ht,1,46.78
Triticum aestivum,cv_2,II,ht,1,22.81
Triticum aestivum,cv_2,II,ht,1,25.53
Triticum aestivum,cv_2,II,ht,1,30.46
Triticum aestivum,cv_2,II,ht,1,8.62
Triticum aestivum,cv_2,II,ht,1,39.69
Triticum aestivum,cv_2,II,ht,1,47.68
Triticum aestivum,cv_2,II,ht,1,50.43
Triticum aestivum,cv_2,II,ht,1,43.55
Triticum aestivum,cv_2,II,ht,1,44.5
Triticum aestivum,cv_2,II,ht,1,37.87
Triticum aestivum,cv_2,II,ht,1,29.79
Triticum aestivum,cv_2,II,ht,1,43.2
Triticum aestivum,cv_2,II,ht,1,33.04
Triticum aestivum,cv_2,II,ht,1,46.69
Triticum aestivum,cv_2,II,ht,1,41.8
Triticum aestivum,cv_2,II,ht,1,26.65
Triticum aestivum,cv_2,II,ht,1,27.27
Triticum aestivum,cv_2,II,ht,1,49.55
Triticum aestivum,cv_2,II,ht,1,54.92
Triticum aestivum,cv_2,II,ht,1,29.76
Triticum aestivum,cv_2,II,ht,1,44.2
Triticum aestivum,cv_2,II,ht,1,13.63
Triticum aestivum,cv_2,II,ht,1,15.89
Triticum aestivum,cv_2,II,ht,1,24.53
Triticum aestivum,cv_2,II,ht,1,46.72
Triticum aestivum,cv_2,II,ht,1,21.97
Triticum aestivum,cv_2,II,ht,1,45
Triticum aestivum,cv_2,II,ht,1,35.03
Triticum aestivum,cv_2,II,ht,1,44.02
Triticum aestivum,cv_2,II,ht,1,35.23
Triticum aestivum,cv_2,II,ht,1,29.6
Triticum aestivum,cv_2,II,ht,1,30.41
Triticum aestivum,cv_2,II,ht,1,29.82
Triticum aestivum,cv_2,II,ht,1,22.46
Triticum aestivum,cv_2,II,ht,1,49.79
Triticum aestivum,cv_2,II,ht,1,8.38
Triticum aestivum,cv_2,II,ht,1,38.18
Triticum aestivum,cv_2,II,ht,1,46.93
Triticum aestivum,cv_2,II,ht,1,47.74
Triticum aestivum,cv_2,II,ht,1,32.08
Triticum aestivum,cv_2,II,ht,1,39.92
Triticum aestivum,cv_2,II,ht,1,48.49
Triticum aestivum,cv_2,II,ht,1,21.89
Triticum aestivum,cv_2,II,ht,1,36.32
Triticum aestivum,cv_2,II,ht,1,17.47
Triticum aestivum,cv_2,II,ht,1,34.36
Triticum aestivum,cv_2,II,ht,1,19.49
Triticum aestivum,cv_2,II,ht,1,21.3
Triticum aestivum,cv_2,II,ht,1,35.14
Triticum aestivum,cv_2,II,ht,1,46.75
Triticum aestivum,cv_2,II,ht,1,39.95
Triticum aestivum,cv_2,II,ht,1,52.23
Triticum aestivum,cv_2,II,ht,1,52.35
Triticum aestivum,cv_2,II,ht,1,20.58
Triticum aestivum,cv_2,II,ht,1,21.97
Triticum aestivum,cv_2,II,ht,1,39.15
Triticum aestivum,cv_2,II,ht,1,44.94
Triticum aestivum,cv_2,II,ht,1,41.08
Triticum aestivum,cv_2,II,ht,1,30.97
Triticum aestivum,cv_2,II,ht,1,46.1
Triticum aestivum,cv_2,II,ht,1,27.01
Triticum aestivum,cv_2,II,ht,1,24.79
Triticum aestivum,cv_2,II,ht,1,31.92
Triticum aestivum,cv_2,II,ht,1,25.56
Triticum aestivum,cv_2,II,ht,1,47.14
Triticum aestivum,cv_2,II,ht,1,14.21
Triticum aestivum,cv_2,II,ht,1,55.38
Triticum aestivum,cv_2,II,ht,1,59.59
Triticum aestivum,cv_2,II,ht,1,32.71
Triticum aestivum,cv_2,II,ht,1,48.49
Triticum aestivum,cv_2,II,ht,1,43.38
Triticum aestivum,cv_2,II,ht,1,25.71
Triticum aestivum,cv_2,II,ht,1,38.58
Triticum aestivum,cv_2,II,ht,1,45.74
Triticum aestivum,cv_2,II,ht,1,60.41
Triticum aestivum,cv_2,II,ht,1,48.76
Triticum aestivum,cv_2,II,ht,1,22.64
Triticum aestivum,cv_2,II,ht,1,29.84
Triticum aestivum,cv_2,II,ht,1,32.9
Triticum aestivum,cv_2,II,ht,1,22.56
Triticum aestivum,cv_2,II,ht,1,24.43
Triticum aestivum,cv_2,II,ht,1,35.2
Triticum aestivum,cv_2,II,ht,1,50.31
Triticum aestivum,cv_2,II,ht,1,20.56
Triticum aestivum,cv_2,II,ht,1,27.56
Triticum aestivum,cv_2,II,ht,1,29.07
Triticum aestivum,cv_2,II,ht,1,31.81
Triticum aestivum,cv_2,II,ht,1,34.67
Triticum aestivum,cv_2,II,ht,1,48.34
Triticum aestivum,cv_2,II,ht,1,44.88
Triticum aestivum,cv_2,II,ht,1,46.57
Triticum aestivum,cv_2,II,ht,1,32.93
Triticum aestivum,cv_2,II,ht,1,45.38
Triticum aestivum,cv_2,II,ht,1,48.49
Triticum aestivum,cv_2,II,ht,1,27.22
Triticum aestivum,cv_2,II,ht,1,31.89
Triticum aestivum,cv_2,II,ht,1,13.5
Triticum aestivum,cv_2,II,ht,1,47.62
Triticum aestivum,cv_2,II,ht,1,17.12
Triticum aestivum,cv_2,II,ht,1,26.96
Triticum aestivum,cv_2,II,ht,1,26.83
Triticum aestivum,cv_2,II,ht,1,32.41
Triticum aestivum,cv_2,II,ht,1,16.86
Triticum aestivum,cv_2,II,ht,1,19.95
Triticum aestivum,cv_2,II,ht,1,37.76
Triticum aestivum,cv_2,II,ht,1,56.41
Triticum aestivum,cv_2,II,ht,1,26.1
Triticum aestivum,cv_2,II,ht,1,44.7
Triticum aestivum,cv_2,II,ht,1,17.23
Triticum aestivum,cv_2,II,ht,1,25.74
Triticum aestivum,cv_2,II,ht,1,25.3
Triticum aestivum,cv_2,II,ht,1,34.23
Triticum aestivum,cv_2,II,ht,1,45.15
Triticum aestivum,cv_2,II,ht,1,54.42
Triticum aestivum,cv_2,II,ht,1,26.18
Triticum aestivum,cv_2,II,ht,1,31.51
Triticum aestivum,cv_2,II,ht,1,26.91
Triticum aestivum,cv_2,II,ht,1,44.32
Triticum aestivum,cv_2,II,ht,1,24.13
Triticum aestivum,cv_2,II,ht,1,43.99
Triticum aestivum,cv_2,II,ht,1,30.62
Triticum aestivum,cv_2,II,ht,1,35.09
Triticum aestivum,cv_2,II,ht,1,28.06
Triticum aestivum,cv_2,II,ht,1,46.36
Triticum aestivum,cv_2,II,ht,1,30.57
Triticum aestivum,cv_2,II,ht,1,19.85
Triticum aestivum,cv_2,II,ht,1,33.12
Triticum aestivum,cv_2,II,ht,1,44.88
Triticum aestivum,cv_2,II,ht,1,35.17
Triticum aestivum,cv_2,II,ht,1,17
Triticum aestivum,cv_2,II,ht,1,26.75
Triticum aestivum,cv_2,II,ht,1,26.02
Triticum aestivum,cv_2,II,ht,1,31.95
Triticum aestivum,cv_2,II,ht,1,17.47
Triticum aestivum,cv_2,II,ht,1,53.4
Triticum aestivum,cv_2,II,ht,1,39.26
Triticum aestivum,cv_2,II,ht,1,48.67
Triticum aestivum,cv_2,II,ht,1,31.16
Triticum aestivum,cv_2,II,ht,1,45.15
Triticum aestivum,cv_2,II,ht,1,44.2
Triticum aestivum,cv_2,II,ht,1,20.66
Triticum aestivum,cv_2,II,ht,1,53.15
Triticum aestivum,cv_2,II,ht,1,40.44
Triticum aestivum,cv_2,II,ht,1,12.45
Triticum aestivum,cv_2,II,ht,1,26.36
Triticum aestivum,cv_2,II,ht,1,25.9
Triticum aestivum,cv_2,II,ht,1,17.33
Triticum aestivum,cv_2,II,ht,1,27.8
Triticum aestivum,cv_2,II,ht,1,39.06
Triticum aestivum,cv_2,II,ht,1,37.95
Triticum aestivum,cv_2,II,ht,1,28.51
Triticum aestivum,cv_2,II,ht,1,27.12
Triticum aestivum,cv_2,II,ht,1,31.27
Triticum aestivum,cv_2,II,ht,1,30.89
Triticum aestivum,cv_2,II,ht,1,33.76
Triticum aestivum,cv_2,II,ht,1,43.03
Triticum aestivum,cv_2,II,ht,1,40.1
Triticum aestivum,cv_2,II,ht,1,45
Triticum aestivum,cv_2,II,ht,1,32.25
Triticum aestivum,cv_2,II,ht,1,28.19
Triticum aestivum,cv_2,II,ht,1,27.12
Triticum aestivum,cv_2,II,ht,1,42.5
Triticum aestivum,cv_2,II,ht,1,18.63
Triticum aestivum,cv_2,II,ht,1,25.69
Triticum aestivum,cv_2,II,ht,1,37.33
Triticum aestivum,cv_2,II,ht,1,38.75
Triticum aestivum,cv_2,II,ht,1,33.95
Triticum aestivum,cv_2,II,ht,1,39.41
Triticum aestivum,cv_2,II,ht,1,30.33
Triticum aestivum,cv_2,II,ht,1,44.76
Triticum aestivum,cv_2,II,ht,1,26.08
Triticum aestivum,cv_2,II,ht,1,28.22
Triticum aestivum,cv_2,II,ht,1,48.67
Triticum aestivum,cv_2,II,ht,1,7.18
Triticum aestivum,cv_2,II,ht,1,31.7
Triticum aestivum,cv_2,II,ht,1,38.01
Triticum aestivum,cv_2,II,ht,1,22.04
Triticum aestivum,cv_2,II,ht,1,50.15
Triticum aestivum,cv_2,II,ht,1,22.46
Triticum aestivum,cv_2,II,ht,1,36.74
Triticum aestivum,cv_2,II,ht,1,22.11
Triticum aestivum,cv_2,II,ht,1,32.96
Triticum aestivum,cv_2,II,ht,1,34.72
Triticum aestivum,cv_2,II,ht,1,53.89
Triticum aestivum,cv_2,II,ht,1,34.06
Triticum aestivum,cv_2,II,ht,1,19.37
Triticum aestivum,cv_2,II,ht,1,44.02
Triticum aestivum,cv_2,II,ht,1,46.99
Triticum aestivum,cv_2,II,ht,1,9.03
Triticum aestivum,cv_2,II,ht,1,9.16
Triticum aestivum,cv_2,II,ht,1,56.44
Triticum aestivum,cv_2,II,ht,1,47.35
Triticum aestivum,cv_2,II,ht,1,15.93
Triticum aestivum,cv_2,II,ht,1,32.93
Triticum aestivum,cv_2,II,ht,1,27.69
Triticum aestivum,cv_2,II,ht,1,47.14
Triticum aestivum,cv_2,II,ht,1,52.35
Triticum aestivum,cv_2,II,ht,1,26.49
Triticum aestivum,cv_2,II,ht,1,49.03
Triticum aestivum,cv_2,II,ht,1,45.59
Triticum aestivum,cv_2,II,ht,1,21.3
Triticum aestivum,cv_2,II,ht,1,28.19
Triticum aestivum,cv_2,II,ht,1,43.64
Triticum aestivum,cv_2,II,ht,1,44.5
Triticum aestivum,cv_2,II,ht,1,48.91
Triticum aestivum,cv_2,II,ht,1,39.06
Triticum aestivum,cv_2,II,ht,1,28.09
Triticum aestivum,cv_2,II,ht,1,32.66
Triticum aestivum,cv_2,II,ht,1,48.73
Triticum aestivum,cv_2,II,ht,1,42.62
Triticum aestivum,cv_2,II,ht,1,37.64
