Genotype,Nitrogen_Level,Replicate,Yield
CV2,0,347,2.77
CV2,0,348,3.02
CV2,0,349,3.05
CV2,0,350,2.86
CV2,0,351,2.88
CV2,0,352,3.05
CV2,0,353,2.77
CV2,0,354,3.07
CV2,0,355,2.82
CV2,0,356,3.21
CV2,0,357,3.47
CV2,0,358,2.83
CV2,0,359,3.11
CV2,0,360,2.85
CV2,0,361,3.21
CV2,0,362,2.75
CV2,0,363,3.10
CV2,0,364,2.83
CV2,0,365,2.96
CV2,0,366,2.79
CV2,0,367,3.16
CV2,0,368,2.83
CV2,0,369,3.11
CV2,0,370,2.93
CV2,0,371,2.98
CV2,0,372,3.03
CV2,0,373,2.85
CV2,0,374,3.04
CV2,0,375,3.31
CV2,0,376,2.84
CV2,0,377,3.23
CV2,0,378,3.30
CV2,0,379,2.84
CV2,0,380,2.71
CV2,0,381,3.06
CV2,0,382,2.89
CV2,0,383,3.37
CV2,0,384,3.01
CV2,0,385,2.84
CV2,0,386,2.77
CV2,0,387,3.22
CV2,0,388,2.89
CV2,0,389,3.01
CV2,0,390,3.19
CV2,0,391,2.90
CV2,0,392,2.99
CV2,0,393,3.00
CV2,0,394,3.14
CV2,0,395,3.12
CV2,0,396,2.96
CV2,0,397,3.01
CV2,0,398,2.93
CV2,0,399,2.70
CV2,0,400,3.05
CV2,0,401,3.38
CV2,0,402,2.82
CV2,0,403,2.85
CV2,0,404,2.83
CV2,0,405,3.14
CV2,0,406,3.09
CV2,0,407,2.97
CV2,0,408,2.82
CV2,0,409,3.02
CV2,0,410,2.69
CV2,0,411,3.03
CV2,0,412,3.17
CV2,0,413,2.75
CV2,0,414,2.69
CV2,0,415,3.32
CV2,0,416,2.88
CV2,0,417,3.23
CV2,0,418,2.97
CV2,0,419,2.97
CV2,0,420,3.09
CV2,0,421,2.82
CV2,0,422,3.03
CV2,0,423,2.92
CV2,0,424,2.74
CV2,0,425,3.07
CV2,0,426,2.95
CV2,0,427,2.97
CV2,0,428,2.76
CV2,0,429,3.32
CV2,0,430,3.18
CV2,0,431,3.19
CV2,0,432,2.94
CV2,0,433,2.65
CV2,0,434,3.39
CV2,0,435,2.99
CV2,0,436,2.85
CV2,0,437,3.08
CV2,0,438,3.23
CV2,0,439,3.00
CV2,0,440,3.26
CV2,0,441,3.22
CV2,0,442,2.78
CV2,0,443,2.87
CV2,0,444,3.19
CV2,0,445,2.46
CV2,0,446,2.97
CV2,0,447,2.71
CV2,0,448,2.90
CV2,0,449,2.94
CV2,0,450,2.93
CV2,0,451,2.89
CV2,0,452,2.78
CV2,0,453,3.46
CV2,0,454,3.37
CV2,0,455,2.77
CV2,0,456,3.32
CV2,0,457,2.92
CV2,0,458,3.03
CV2,0,459,2.99
CV2,0,460,2.87
CV2,0,461,3.20
CV2,0,462,3.03
CV2,0,463,2.90
CV2,0,464,2.74
CV2,0,465,2.82
CV2,0,466,2.67
CV2,0,467,3.00
CV2,0,468,2.76
CV2,0,469,2.95
CV2,0,470,3.27
CV2,0,471,3.24
CV2,0,472,2.99
CV2,0,473,2.98
CV2,0,474,3.38
CV2,0,475,3.10
CV2,0,476,2.93
CV2,0,477,2.71
CV2,0,478,3.08
CV2,0,479,3.17
CV2,0,480,2.87
CV2,0,481,3.06
CV2,0,482,2.93
CV2,0,483,2.96
CV2,0,484,2.50
CV2,0,485,2.96
CV2,0,486,3.19
CV2,0,487,2.87
CV2,0,488,3.01
CV2,0,489,2.85
CV2,0,490,3.07
CV2,0,491,2.96
CV2,0,492,2.81
CV2,0,493,3.27
CV2,0,494,3.19
CV2,0,495,2.88
CV2,0,496,3.10
CV2,0,497,3.11
CV2,0,498,3.13
CV2,0,499,2.66
CV2,0,500,3.20
CV2,50,1,3.68
CV2,50,2,3.35
CV2,50,3,3.45
CV2,50,4,3.57
CV2,50,5,3.11
CV2,50,6,3.02
CV2,50,7,3.57
CV2,50,8,3.60
CV2,50,9,3.91
CV2,50,10,3.53
CV2,50,11,3.66
CV2,50,12,3.46
CV2,50,13,3.56
CV2,50,14,3.83
CV2,50,15,3.08
CV2,50,16,3.58
CV2,50,17,3.93
CV2,50,18,3.56
CV2,50,19,3.83
CV2,50,20,3.37
CV2,50,21,3.49
CV2,50,22,3.51
CV2,50,23,3.06
CV2,50,24,3.27
CV2,50,25,3.28
CV2,50,26,3.66
CV2,50,27,3.67
CV2,50,28,3.56
CV2,50,29,3.66
CV2,50,30,3.47
CV2,50,31,3.74
CV2,50,32,3.50
CV2,50,33,3.51
CV2,50,34,3.45
CV2,50,35,3.64
CV2,50,36,3.42
CV2,50,37,3.70
CV2,50,38,3.27
CV2,50,39,3.28
CV2,50,40,3.64
CV2,50,41,3.48
CV2,50,42,3.41
CV2,50,43,3.68
CV2,50,44,3.38
CV2,50,45,3.46
CV2,50,46,3.78
CV2,50,47,3.81
CV2,50,48,3.81
CV2,50,49,3.44
CV2,50,50,3.75
CV2,50,51,3.31
CV2,50,52,3.32
CV2,50,53,3.03
CV2,50,54,3.83
CV2,50,55,3.33
CV2,50,56,3.47
CV2,50,57,3.32
CV2,50,58,3.64
CV2,50,59,3.42
CV2,50,60,3.24
CV2,50,61,3.59
CV2,50,62,3.21
CV2,50,63,3.33
CV2,50,64,3.08
CV2,50,65,3.22
CV2,50,66,3.54
CV2,50,67,3.11
CV2,50,68,3.20
CV2,50,69,3.50
CV2,50,70,3.39
CV2,50,71,3.90
CV2,50,72,3.87
CV2,50,73,3.33
CV2,50,74,3.61
CV2,50,75,3.65
CV2,50,76,3.38
CV2,50,77,3.20
CV2,50,78,3.50
CV2,50,79,3.47
CV2,50,80,3.41
CV2,50,81,3.59
CV2,50,82,3.35
CV2,50,83,3.27
CV2,50,84,3.52
CV2,50,85,3.58
CV2,50,86,3.26
CV2,50,87,3.69
CV2,50,88,3.15
CV2,50,89,3.38
CV2,50,90,3.45
CV2,50,91,3.37
CV2,50,92,3.39
CV2,50,93,3.87
CV2,50,94,3.33
CV2,50,95,3.99
CV2,50,96,3.59
CV2,50,97,3.52
CV2,50,98,3.60
CV2,50,99,4.01
CV2,50,100,3.30
CV2,50,101,3.28
CV2,50,102,3.35
CV2,50,103,3.51
CV2,50,104,3.15
CV2,50,105,3.50
CV2,50,106,3.84
CV2,50,107,3.53
CV2,50,108,3.44
CV2,50,109,3.38
CV2,50,110,3.68
CV2,50,111,3.33
CV2,50,112,3.87
CV2,50,113,3.89
CV2,50,114,3.55
CV2,50,115,3.50
CV2,50,116,3.71
CV2,50,117,3.72
CV2,50,118,3.34
CV2,50,119,3.39
CV2,50,120,3.24
CV2,50,121,3.58
CV2,50,122,3.63
CV2,50,123,3.23
CV2,50,124,3.41
CV2,50,125,3.23
CV2,50,126,3.32
CV2,50,127,3.61
CV2,50,128,3.35
CV2,50,129,3.44
CV2,50,130,3.17
CV2,50,131,3.54
CV2,50,132,3.49
CV2,50,133,3.35
CV2,50,134,3.46
CV2,50,135,3.54
CV2,50,136,3.34
CV2,50,137,3.20
CV2,50,138,3.86
CV2,50,139,3.37
CV2,50,140,3.48
CV2,50,141,3.70
CV2,50,142,4.21
CV2,50,143,3.25
CV2,50,144,3.59
CV2,50,145,3.36
CV2,50,146,3.39
CV2,50,147,3.36
CV2,50,148,3.27
CV2,50,149,3.49
CV2,50,150,3.21
CV2,50,151,3.69
CV2,50,152,3.51
CV2,50,153,3.58
CV2,50,154,3.41
CV2,50,155,3.43
CV2,50,156,3.56
CV2,50,157,3.27
CV2,50,158,3.43
CV2,50,159,3.33
CV2,50,160,3.32
CV2,50,161,3.08
CV2,50,162,3.77
CV2,50,163,3.36
CV2,50,164,3.73
CV2,50,165,3.71
CV2,50,166,3.24
CV2,50,167,3.28
CV2,50,168,4.01
CV2,50,169,3.85
CV2,50,170,3.49
CV2,50,171,3.55
CV2,50,172,3.37
CV2,50,173,3.59
CV2,50,174,3.36
CV2,50,175,3.09
CV2,50,176,3.24
CV2,50,177,3.50
CV2,50,178,3.27
CV2,50,179,3.49
CV2,50,180,3.29
CV2,50,181,3.34
CV2,50,182,3.67
CV2,50,183,3.55
CV2,50,184,3.50
CV2,50,185,3.68
CV2,50,186,3.60
CV2,50,187,3.79
CV2,50,188,3.41
CV2,50,189,3.41
CV2,50,190,3.24
CV2,50,191,3.41
CV2,50,192,3.69
CV2,50,193,3.76
CV2,50,194,3.69
CV2,50,195,3.14
CV2,50,196,3.72
CV2,50,197,3.13
CV2,50,198,3.68
CV2,50,199,3.43
CV2,50,200,3.64
CV2,50,201,3.23
CV2,50,202,3.73
CV2,50,203,3.21
CV2,50,204,3.37
CV2,50,205,3.30
CV2,50,206,3.15
CV2,50,207,3.52
CV2,50,208,3.86
CV2,50,209,4.03
CV2,50,210,3.52
CV2,50,211,3.72
CV2,50,212,3.55
CV2,50,213,3.60
CV2,50,214,3.43
CV2,50,215,3.54
CV2,50,216,3.61
CV2,50,217,3.38
CV2,50,218,3.48
CV2,50,219,3.49
CV2,50,220,3.67
CV2,50,221,3.29
CV2,50,222,3.49
CV2,50,223,3.88
CV2,50,224,3.73
CV2,50,225,3.77
CV2,50,226,3.50
CV2,50,227,3.56
CV2,50,228,3.70
CV2,50,229,3.81
CV2,50,230,3.11
CV2,50,231,3.24
CV2,50,232,3.76
CV2,50,233,3.44
CV2,50,234,3.37
CV2,50,235,3.25
CV2,50,236,3.39
CV2,50,237,3.22
CV2,50,238,3.92
CV2,50,239,3.50
CV2,50,240,3.49
CV2,50,241,3.62
CV2,50,242,3.69
CV2,50,243,3.69
CV2,50,244,3.71
CV2,50,245,3.37
CV2,50,246,3.44
CV2,50,247,3.65
CV2,50,248,3.39
CV2,50,249,3.50
CV2,50,250,3.58
CV2,50,251,3.66
CV2,50,252,3.14
CV2,50,253,3.64
CV2,50,254,3.45
CV2,50,255,3.64
CV2,50,256,3.66
CV2,50,257,3.82
CV2,50,258,3.77
CV2,50,259,3.77
CV2,50,260,3.79
CV2,50,261,3.56
CV2,50,262,3.51
CV2,50,263,3.67
CV2,50,264,3.65
CV2,50,265,3.44
CV2,50,266,3.58
CV2,50,267,3.49
CV2,50,268,3.33
CV2,50,269,3.76
CV2,50,270,3.51
CV2,50,271,3.91
CV2,50,272,3.17
CV2,50,273,3.39
CV2,50,274,3.51
CV2,50,275,3.73
CV2,50,276,3.58
CV2,50,277,3.56
CV2,50,278,3.27
CV2,50,279,3.27
CV2,50,280,3.56
CV2,50,281,3.23
CV2,50,282,3.39
CV2,50,283,3.60
CV2,50,284,3.30
CV2,50,285,3.82
CV2,50,286,3.74
CV2,50,287,3.19
CV2,50,288,3.31
CV2,50,289,3.04
CV2,50,290,3.34
CV2,50,291,3.65
CV2,50,292,3.42
CV2,50,293,3.59
CV2,50,294,3.20
CV2,50,295,3.66
CV2,50,296,3.39
CV2,50,297,3.50
CV2,50,298,3.48
CV2,50,299,3.25
CV2,50,300,3.27
CV2,50,301,3.69
CV2,50,302,3.58
CV2,50,303,3.71
CV2,50,304,3.56
CV2,50,305,3.53
CV2,50,306,3.15
CV2,50,307,3.45
CV2,50,308,3.49
CV2,50,309,3.89
CV2,50,310,3.64
CV2,50,311,3.81
CV2,50,312,3.62
CV2,50,313,3.36
CV2,50,314,3.52
CV2,50,315,3.55
CV2,50,316,3.31
CV2,50,317,3.42
CV2,50,318,3.46
CV2,50,319,3.82
CV2,50,320,3.08
CV2,50,321,3.74
CV2,50,322,3.31
CV2,50,323,3.23
CV2,50,324,3.74
CV2,50,325,3.65
CV2,50,326,3.75
CV2,50,327,3.66
CV2,50,328,3.91
CV2,50,329,3.61
CV2,50,330,3.47
CV2,50,331,3.57
CV2,50,332,3.75
CV2,50,333,3.34
CV2,50,334,3.37
CV2,50,335,3.44
CV2,50,336,3.08
CV2,50,337,3.53
CV2,50,338,3.12
CV2,50,339,3.51
CV2,50,340,3.67
CV2,50,341,3.40
CV2,50,342,3.84
CV2,50,343,3.21
CV2,50,344,3.74
CV2,50,345,3.64
CV2,50,346,3.16
CV2,50,347,4.04
CV2,50,348,3.49
CV2,50,349,3.32
CV2,50,350,3.22
CV2,50,351,3.46
CV2,50,352,3.47
CV2,50,353,3.52
CV2,50,354,3.44
CV2,50,355,3.63
CV2,50,356,3.42
CV2,50,357,3.11
CV2,50,358,3.47
CV2,50,359,3.03
CV2,50,360,3.57
CV2,50,361,3.30
CV2,50,362,3.53
CV2,50,363,3.76
CV2,50,364,3.31
CV2,50,365,3.71
CV2,50,366,3.41
CV2,50,367,3.85
CV2,50,368,3.43
CV2,50,369,3.33
CV2,50,370,3.64
CV2,50,371,3.41
CV2,50,372,3.33
CV2,50,373,3.40
CV2,50,374,3.49
CV2,50,375,3.77
CV2,50,376,3.11
CV2,50,377,3.50
CV2,50,378,3.62
CV2,50,379,3.54
CV2,50,380,3.76
CV2,50,381,3.49
CV2,50,382,3.46
CV2,50,383,3.62
CV2,50,384,3.52
CV2,50,385,3.42
CV2,50,386,3.60
CV2,50,387,3.37
CV2,50,388,3.38
CV2,50,389,3.39
CV2,50,390,3.77
CV2,50,391,2.86
CV2,50,392,3.58
CV2,50,393,3.51
CV2,50,394,3.16
CV2,50,395,3.56
CV2,50,396,3.60
CV2,50,397,3.62
CV2,50,398,2.97
CV2,50,399,3.77
CV2,50,400,3.35
CV2,50,401,3.64
CV2,50,402,3.65
CV2,50,403,3.32
CV2,50,404,3.63
CV2,50,405,3.42
CV2,50,406,3.09
CV2,50,407,3.73
CV2,50,408,3.34
CV2,50,409,3.33
CV2,50,410,3.42
CV2,50,411,3.55
CV2,50,412,3.49
CV2,50,413,3.61
CV2,50,414,3.23
CV2,50,415,3.35
CV2,50,416,3.48
CV2,50,417,3.88
CV2,50,418,3.48
CV2,50,419,3.72
CV2,50,420,3.51
CV2,50,421,3.40
CV2,50,422,3.45
CV2,50,423,3.47
CV2,50,424,3.62
CV2,50,425,3.77
CV2,50,426,3.57
CV2,50,427,3.74
CV2,50,428,3.31
CV2,50,429,3.42
CV2,50,430,3.36
CV2,50,431,3.56
CV2,50,432,3.43
CV2,50,433,3.65
CV2,50,434,3.31
CV2,50,435,3.51
CV2,50,436,3.64
CV2,50,437,3.09
CV2,50,438,3.92
CV2,50,439,3.44
CV2,50,440,3.09
CV2,50,441,3.53
CV2,50,442,3.51
CV2,50,443,3.48
CV2,50,444,3.70
CV2,50,445,3.65
CV2,50,446,3.56
CV2,50,447,3.59
CV2,50,448,3.48
CV2,50,449,3.86
CV2,50,450,3.20
CV2,50,451,3.53
CV2,50,452,3.51
CV2,50,453,3.66
CV2,50,454,3.33
CV2,50,455,3.15
CV2,50,456,3.53
CV2,50,457,3.56
CV2,50,458,3.80
CV2,50,459,3.25
CV2,50,460,3.73
CV2,50,461,3.97
CV2,50,462,3.42
CV2,50,463,3.24
CV2,50,464,3.42
CV2,50,465,3.50
CV2,50,466,3.61
CV2,50,467,3.38
CV2,50,468,3.81
CV2,50,469,3.28
CV2,50,470,3.15
CV2,50,471,3.72
CV2,50,472,3.05
CV2,50,473,3.46
CV2,50,474,4.12
CV2,50,475,3.50
CV2,50,476,3.28
CV2,50,477,3.49
CV2,50,478,3.49
CV2,50,479,3.53
CV2,50,480,3.63
CV2,50,481,3.29
CV2,50,482,3.84
CV2,50,483,3.55
CV2,50,484,3.65
CV2,50,485,3.37
CV2,50,486,3.76
CV2,50,487,3.45
CV2,50,488,3.56
CV2,50,489,3.31
CV2,50,490,3.30
CV2,50,491,3.64
CV2,50,492,3.41
CV2,50,493,3.33
CV2,50,494,3.37
CV2,50,495,3.64
CV2,50,496,3.37
CV2,50,497,3.48
CV2,50,498,3.50
CV2,50,499,3.12
CV2,50,500,3.21
CV2,100,1,4.00
CV2,100,2,4.06
CV2,100,3,4.16
CV2,100,4,3.86
CV2,100,5,4.01
CV2,100,6,4.03
CV2,100,7,3.81
CV2,100,8,4.46
CV2,100,9,3.72
CV2,100,10,3.74
CV2,100,11,4.26
CV2,100,12,4.14
CV2,100,13,3.79
CV2,100,14,4.12
CV2,100,15,4.29
CV2,100,16,3.99
CV2,100,17,4.52
CV2,100,18,3.66
CV2,100,19,4.14
CV2,100,20,4.23
CV2,100,21,4.18
CV2,100,22,3.96
CV2,100,23,3.94
CV2,100,24,4.09
CV2,100,25,4.16
CV2,100,26,4.12
CV2,100,27,4.21
CV2,100,28,3.80
CV2,100,29,3.95
CV2,100,30,3.81
CV2,100,31,3.92
CV2,100,32,4.20
CV2,100,33,4.02
CV2,100,34,4.52
CV2,100,35,4.04
CV2,100,36,4.01
CV2,100,37,4.02
CV2,100,38,3.87
CV2,100,39,3.99
CV2,100,40,4.23
CV2,100,41,4.02
CV2,100,42,3.84
CV2,100,43,3.81
CV2,100,44,3.91
CV2,100,45,4.01
CV2,100,46,4.24
CV2,100,47,3.73
CV2,100,48,3.94
CV2,100,49,4.03
CV2,100,50,3.63
CV2,100,51,3.83
CV2,100,52,3.86
CV2,100,53,3.84
CV2,100,54,4.04
CV2,100,55,3.97
CV2,100,56,3.89
CV2,100,57,4.09
CV2,100,58,4.34
CV2,100,59,4.33
CV2,100,60,3.62
CV2,100,61,4.12
CV2,100,62,3.96
CV2,100,63,4.03
CV2,100,64,3.92
CV2,100,65,4.02
CV2,100,66,4.03
CV2,100,67,3.88
CV2,100,68,3.82
CV2,100,69,3.91
CV2,100,70,4.05
CV2,100,71,4.12
CV2,100,72,4.17
CV2,100,73,3.90
CV2,100,74,4.06
CV2,100,75,4.19
CV2,100,76,4.23
CV2,100,77,3.99
CV2,100,78,3.96
CV2,100,79,4.04
CV2,100,80,3.77
CV2,100,81,3.96
CV2,100,82,4.15
CV2,100,83,4.13
CV2,100,84,3.95
CV2,100,85,4.04
CV2,100,86,3.84
CV2,100,87,4.14
CV2,100,88,3.98
CV2,100,89,3.94
CV2,100,90,3.93
CV2,100,91,3.99
CV2,100,92,3.91
CV2,100,93,4.13
CV2,100,94,3.92
CV2,100,95,4.32
CV2,100,96,4.29
CV2,100,97,3.82
CV2,100,98,4.01
CV2,100,99,3.87
CV2,100,100,3.93
CV2,100,101,4.40
CV2,100,102,3.94
CV2,100,103,4.07
CV2,100,104,4.11
CV2,100,105,3.80
CV2,100,106,3.83
CV2,100,107,3.76
CV2,100,108,3.82
CV2,100,109,3.43
CV2,100,110,4.11
CV2,100,111,4.41
CV2,100,112,4.03
CV2,100,113,3.72
CV2,100,114,3.87
CV2,100,115,3.91
CV2,100,116,3.80
CV2,100,117,4.17
CV2,100,118,4.16
CV2,100,119,3.77
CV2,100,120,4.15
CV2,100,121,4.31
CV2,100,122,4.38
CV2,100,123,4.57
CV2,100,124,3.82
CV2,100,125,4.56
CV2,100,126,3.93
CV2,100,127,3.88
CV2,100,128,4.07
CV2,100,129,3.88
CV2,100,130,4.08
CV2,100,131,3.74
CV2,100,132,3.95
CV2,100,133,4.26
CV2,100,134,3.99
CV2,100,135,4.03
CV2,100,136,4.10
CV2,100,137,4.23
CV2,100,138,3.67
CV2,100,139,4.12
CV2,100,140,3.95
CV2,100,141,4.03
CV2,100,142,4.21
CV2,100,143,3.76
CV2,100,144,3.80
CV2,100,145,3.61
CV2,100,146,3.89
CV2,100,147,4.27
CV2,100,148,3.98
CV2,100,149,3.73
CV2,100,150,3.90
CV2,100,151,3.70
CV2,100,152,3.77
CV2,100,153,4.08
CV2,100,154,3.77
CV2,100,155,4.22
CV2,100,156,3.99
CV2,100,157,4.02
CV2,100,158,3.94
CV2,100,159,4.15
CV2,100,160,4.16
CV2,100,161,4.07
CV2,100,162,4.11
CV2,100,163,3.96
CV2,100,164,4.11
CV2,100,165,3.93
CV2,100,166,4.00
CV2,100,167,3.95
CV2,100,168,3.91
CV2,100,169,3.86
CV2,100,170,4.09
CV2,100,171,4.26
CV2,100,172,4.23
CV2,100,173,3.75
CV2,100,174,4.26
CV2,100,175,3.94
CV2,100,176,4.12
CV2,100,177,3.82
CV2,100,178,4.03
CV2,100,179,4.06
CV2,100,180,3.70
CV2,100,181,4.12
CV2,100,182,4.27
CV2,100,183,3.97
CV2,100,184,4.27
CV2,100,185,3.96
CV2,100,186,4.17
CV2,100,187,3.56
CV2,100,188,4.48
CV2,100,189,4.30
CV2,100,190,3.94
CV2,100,191,3.61
CV2,100,192,4.06
CV2,100,193,3.71
CV2,100,194,4.09
CV2,100,195,4.08
CV2,100,196,3.81
CV2,100,197,4.22
CV2,100,198,4.16
CV2,100,199,4.20
CV2,100,200,4.00
CV2,100,201,3.72
CV2,100,202,4.20
CV2,100,203,3.95
CV2,100,204,3.72
CV2,100,205,4.27
CV2,100,206,4.42
CV2,100,207,3.99
CV2,100,208,4.43
CV2,100,209,4.02
CV2,100,210,3.92
CV2,100,211,3.87
CV2,100,212,4.33
CV2,100,213,3.84
CV2,100,214,4.15
CV2,100,215,3.89
CV2,100,216,3.91
CV2,100,217,4.21
CV2,100,218,3.92
CV2,100,219,3.92
CV2,100,220,4.23
CV2,100,221,4.32
CV2,100,222,4.13
CV2,100,223,3.87
CV2,100,224,3.90
CV2,100,225,4.02
CV2,100,226,4.06
CV2,100,227,3.80
CV2,100,228,4.14
CV2,100,229,4.02
CV2,100,230,3.66
CV2,100,231,3.81
CV2,100,232,3.90
CV2,100,233,3.99
CV2,100,234,4.38
CV2,100,235,4.05
CV2,100,236,3.83
CV2,100,237,4.04
CV2,100,238,3.93
CV2,100,239,4.06
CV2,100,240,4.12
CV2,100,241,4.24
CV2,100,242,4.00
CV2,100,243,4.33
CV2,100,244,4.18
CV2,100,245,3.86
CV2,100,246,4.44
CV2,100,247,4.07
CV2,100,248,3.83
CV2,100,249,4.33
CV2,100,250,4.42
CV2,100,251,3.99
CV2,100,252,3.90
CV2,100,253,3.97
CV2,100,254,4.14
CV2,100,255,4.26
CV2,100,256,4.11
CV2,100,257,4.02
CV2,100,258,4.30
CV2,100,259,3.94
CV2,100,260,4.21
CV2,100,261,3.94
CV2,100,262,4.09
CV2,100,263,3.98
CV2,100,264,3.99
CV2,100,265,3.92
CV2,100,266,4.27
CV2,100,267,3.85
CV2,100,268,3.85
CV2,100,269,4.42
CV2,100,270,4.20
CV2,100,271,3.52
CV2,100,272,3.89
CV2,100,273,3.64
CV2,100,274,3.81
CV2,100,275,3.37
CV2,100,276,3.97
CV2,100,277,3.77
CV2,100,278,4.01
CV2,100,279,3.67
CV2,100,280,4.02
CV2,100,281,3.92
CV2,100,282,4.30
CV2,100,283,4.28
CV2,100,284,4.16
CV2,100,285,3.93
CV2,100,286,4.40
CV2,100,287,3.69
CV2,100,288,3.72
CV2,100,289,3.98
CV2,100,290,4.45
CV2,100,291,3.96
CV2,100,292,3.96
CV2,100,293,3.71
CV2,100,294,4.19
CV2,100,295,4.19
CV2,100,296,4.16
CV2,100,297,3.87
CV2,100,298,3.86
CV2,100,299,3.74
CV2,100,300,4.02
CV2,100,301,3.78
CV2,100,302,3.76
CV2,100,303,3.92
CV2,100,304,3.90
CV2,100,305,3.89
CV2,100,306,4.09
CV2,100,307,4.02
CV2,100,308,3.94
CV2,100,309,4.04
CV2,100,310,3.80
CV2,100,311,4.02
CV2,100,312,4.03
CV2,100,313,3.70
CV2,100,314,4.20
CV2,100,315,3.82
CV2,100,316,4.02
CV2,100,317,4.23
CV2,100,318,4.19
CV2,100,319,4.01
CV2,100,320,3.93
CV2,100,321,4.19
CV2,100,322,4.13
CV2,100,323,3.88
CV2,100,324,3.84
CV2,100,325,3.59
CV2,100,326,4.03
CV2,100,327,3.98
CV2,100,328,4.23
CV2,100,329,4.07
CV2,100,330,4.27
CV2,100,331,3.86
CV2,100,332,4.23
CV2,100,333,3.89
CV2,100,334,4.16
CV2,100,335,3.71
CV2,100,336,4.05
CV2,100,337,3.60
CV2,100,338,3.95
CV2,100,339,4.09
CV2,100,340,3.90
CV2,100,341,3.79
CV2,100,342,4.17
CV2,100,343,3.98
CV2,100,344,3.90
CV2,100,345,4.01
CV2,100,346,4.53
CV2,100,347,4.23
CV2,100,348,4.23
CV2,100,349,4.09
CV2,100,350,4.03
CV2,100,351,3.52
CV2,100,352,3.86
CV2,100,353,3.90
CV2,100,354,3.63
CV2,100,355,3.77
CV2,100,356,3.60
CV2,100,357,3.99
CV2,100,358,4.16
CV2,100,359,4.22
CV2,100,360,4.08
CV2,100,361,3.81
CV2,100,362,3.61
CV2,100,363,3.65
CV2,100,364,3.75
CV2,100,365,3.82
CV2,100,366,3.97
CV2,100,367,3.80
CV2,100,368,4.07
CV2,100,369,3.95
CV2,100,370,4.00
CV2,100,371,4.23
CV2,100,372,3.76
CV2,100,373,4.08
CV2,100,374,4.00
CV2,100,375,3.93
CV2,100,376,4.18
CV2,100,377,4.18
CV2,100,378,3.81
CV2,100,379,3.96
CV2,100,380,4.06
CV2,100,381,3.95
CV2,100,382,4.12
CV2,100,383,4.06
CV2,100,384,4.37
CV2,100,385,3.69
CV2,100,386,3.98
CV2,100,387,3.82
CV2,100,388,4.12
CV2,100,389,3.68
CV2,100,390,4.07
CV2,100,391,3.87
CV2,100,392,3.85
CV2,100,393,3.71
CV2,100,394,3.91
CV2,100,395,4.22
CV2,100,396,3.99
CV2,100,397,4.13
CV2,100,398,4.33
CV2,100,399,4.05
CV2,100,400,3.89
CV2,100,401,4.09
CV2,100,402,3.89
CV2,100,403,3.90
CV2,100,404,3.70
CV2,100,405,4.19
CV2,100,406,3.92
CV2,100,407,4.04
CV2,100,408,3.79
CV2,100,409,4.09
CV2,100,410,3.85
CV2,100,411,3.97
CV2,100,412,4.18
CV2,100,413,4.16
CV2,100,414,4.00
CV2,100,415,3.65
CV2,100,416,4.60
CV2,100,417,4.35
CV2,100,418,4.14
CV2,100,419,3.85
CV2,100,420,3.98
CV2,100,421,3.89
CV2,100,422,4.25
CV2,100,423,4.05
CV2,100,424,3.84
CV2,100,425,3.91
CV2,100,426,4.22
CV2,100,427,4.32
CV2,100,428,4.31
CV2,100,429,4.15
CV2,100,430,3.95
CV2,100,431,3.35
CV2,100,432,4.06
CV2,100,433,4.00
CV2,100,434,4.03
CV2,100,435,4.01
CV2,100,436,3.73
CV2,100,437,4.11
CV2,100,438,4.13
CV2,100,439,4.14
CV2,100,440,4.19
CV2,100,441,4.12
CV2,100,442,3.92
CV2,100,443,3.99
CV2,100,444,4.02
CV2,100,445,4.02
CV2,100,446,4.20
CV2,100,447,4.13
CV2,100,448,4.42
CV2,100,449,4.44
CV2,100,450,4.02
CV2,100,451,3.23
CV2,100,452,4.25
CV2,100,453,3.89
CV2,100,454,3.84
CV2,100,455,3.92
CV2,100,456,3.91
CV2,100,457,4.12
CV2,100,458,3.69
CV2,100,459,3.78
CV2,100,460,4.07
CV2,100,461,4.12
CV2,100,462,4.13
CV2,100,463,3.84
CV2,100,464,3.80
CV2,100,465,3.90
CV2,100,466,4.05
CV2,100,467,4.30
CV2,100,468,3.59
CV2,100,469,3.96
CV2,100,470,3.73
CV2,100,471,3.67
CV2,100,472,4.19
CV2,100,473,4.11
CV2,100,474,4.09
CV2,100,475,4.18
CV2,100,476,3.90
CV2,100,477,3.91
CV2,100,478,4.44
CV2,100,479,3.95
CV2,100,480,4.15
CV2,100,481,4.00
CV2,100,482,3.63
CV2,100,483,3.59
CV2,100,484,3.88
CV2,100,485,4.21
CV2,100,486,4.16
CV2,100,487,4.18
CV2,100,488,3.80
CV2,100,489,4.32
CV2,100,490,3.81
CV2,100,491,4.04
CV2,100,492,4.00
CV2,100,493,3.97
CV2,100,494,4.27
CV2,100,495,3.86
CV2,100,496,3.73
CV2,100,497,4.00
CV2,100,498,3.92
CV2,100,499,4.68
CV2,100,500,4.14
CV2,150,1,3.6504
CV2,150,2,3.5958
CV2,150,3,3.6036
CV2,150,4,3.4476
CV2,150,5,3.4086
CV2,150,6,3.705
CV2,150,7,3.432
CV2,150,8,3.5568
CV2,150,9,3.5334
CV2,150,10,3.7362
