hybrid,season,plant_leave,spot,sub_spot,Zinc_ppm,Manganese_ppm,Boron_ppm
cv_1,2021,upper,J,18,0.8,32,0.6
cv_1,2021,middle,J,18,1,77,0.5
cv_1,2021,low,J,18,1.1,146,0.4
cv_1,2021,upper,J,19,0.9,38,0.5
cv_1,2021,middle,J,19,0.6,53,0.3
cv_1,2021,low,J,19,0.8,102,0.4
cv_1,2021,upper,J,20,1.3,48,0.8
cv_1,2021,middle,J,20,0.9,113,0.9
cv_1,2021,upper,J,21,2.1,17,0.8
cv_1,2021,middle,J,21,1.2,5,0.5
cv_1,2021,upper,K,1,2.7,48,0.9
cv_1,2021,middle,K,1,1.7,11,1.3
cv_1,2021,low,K,1,1.1,4,0.9
cv_1,2021,upper,K,2,3.2,43,1.2
cv_1,2021,middle,K,2,2.3,17,1.3
cv_1,2021,low,K,2,1.1,4,0.7
cv_1,2021,upper,K,3,3,53,0.9
cv_1,2021,middle,K,3,3,29,1
cv_1,2021,low,K,3,1.6,59,1.1
cv_1,2021,upper,K,4,1.9,43,1.1
cv_1,2021,middle,K,4,1.4,174,0.6
cv_1,2021,low,K,4,2.1,301,0.5
cv_1,2021,upper,K,5,1.4,24,1.1
cv_1,2021,middle,K,5,1.2,37,0.6
cv_1,2021,low,K,5,1.6,187,0.3
cv_1,2021,upper,K,6,2.1,65,0.6
cv_1,2021,middle,K,6,0.8,45,0.9
cv_1,2021,low,K,6,0.7,81,0.4
cv_1,2021,upper,K,7,1,64,0.5
cv_1,2021,middle,K,7,0.6,17,0.3
cv_1,2021,upper,K,8,0.8,55,0.3
cv_1,2021,middle,K,8,0.5,11,0.2
cv_1,2021,low,K,8,0.5,79,0.2
cv_1,2021,upper,K,9,1,39,0.4
cv_1,2021,middle,K,9,0.5,15,0.2
cv_1,2021,upper,K,10,0.4,18,0.2
cv_1,2021,middle,K,10,0.3,20,0.1
cv_1,2021,low,K,10,0.6,144,0.2
cv_1,2021,upper,K,11,0.9,42,0.3
cv_1,2021,middle,K,11,0.5,65,0.2
cv_1,2021,low,K,11,0.6,99,0.2
cv_1,2021,upper,K,12,0.7,57,0.3
cv_1,2021,middle,K,12,0.4,25,0.3
cv_1,2021,low,K,12,0.6,190,0.2
cv_1,2021,upper,K,13,1.3,56,0.4
cv_1,2021,middle,K,13,0.5,16,0.4
cv_1,2021,low,K,13,0.5,33,0.3
cv_1,2021,upper,K,14,0.7,51,0.3
cv_1,2021,middle,K,14,0.3,5,0.1
cv_1,2021,low,K,14,0.3,16,0.1
cv_1,2021,upper,K,15,0.7,45,0.4
cv_1,2021,middle,K,15,0.5,35,0.3
cv_1,2021,low,K,15,0.6,95,0.2
cv_1,2021,upper,K,16,1.1,29,0.9
cv_1,2021,middle,K,16,0.6,26,0.8
cv_1,2021,low,K,16,0.6,65,0.4
cv_1,2021,upper,K,17,1.1,30,0.7
cv_1,2021,middle,K,17,0.4,40,0.4
cv_1,2021,low,K,17,0.7,85,0.3
cv_1,2021,upper,K,18,1.1,35,0.8
cv_1,2021,middle,K,18,0.6,61,1
cv_1,2021,low,K,18,0.8,124,0.5
cv_1,2021,upper,K,19,1.1,26,0.6
cv_1,2021,middle,K,19,0.5,21,0.4
cv_1,2021,low,K,19,0.7,70,0.3
cv_1,2021,upper,K,20,1,34,0.5
cv_1,2021,middle,K,20,0.6,15,0.5
cv_1,2021,low,K,20,0.7,106,0.4
cv_1,2021,upper,K,21,1.3,16,0.8
cv_1,2021,middle,K,21,0.8,7,0.5
cv_1,2021,low,K,21,1,27,0.3
cv_1,2021,upper,L,1,2.3,41,0.6
cv_1,2021,middle,L,1,2.5,38,0.8
cv_1,2021,low,L,1,1.8,17,1.1
cv_1,2021,upper,L,2,1.5,113,1
cv_1,2021,middle,L,2,1,202,0.6
cv_1,2021,low,L,2,1.2,246,0.6
cv_1,2021,upper,L,3,1.7,40,0.9
cv_1,2021,middle,L,3,0.9,114,0.8
cv_1,2021,low,L,3,1.2,125,0.5
cv_1,2021,upper,L,4,1.9,40,0.7
cv_1,2021,middle,L,4,1,47,0.7
cv_1,2021,upper,L,5,1.6,28,0.9
cv_1,2021,middle,L,5,0.7,7,0.8
cv_1,2021,low,L,5,0.9,12,0.5
cv_1,2021,upper,L,6,1.1,28,0.4
cv_1,2021,middle,L,6,1.1,71,0.4
cv_1,2021,low,L,6,1.2,24,0.4
cv_1,2021,upper,L,7,1.4,82,0.6
cv_1,2021,middle,L,7,0.5,71,0.4
cv_1,2021,upper,L,8,0.9,57,0.4
cv_1,2021,middle,L,8,0.5,38,0.3
cv_1,2021,low,L,8,0.7,93,0.2
cv_1,2021,upper,L,9,0.8,56,0.5
cv_1,2021,middle,L,9,0.5,7,0.3
cv_1,2021,upper,L,10,0.6,33,0.3
cv_1,2021,middle,L,10,0.4,39,0.2
cv_1,2021,low,L,10,0.6,108,0.2
cv_1,2021,upper,L,11,1.5,57,0.5
cv_1,2021,middle,L,11,0.9,51,0.4
cv_1,2021,upper,L,12,1.2,45,0.5
cv_1,2021,middle,L,12,0.5,48,0.5
cv_1,2021,upper,L,13,0.9,50,0.5
cv_1,2021,middle,L,13,0.5,32,0.4
cv_1,2021,low,L,13,0.7,135,0.3
cv_1,2021,upper,L,14,0.6,41,0.3
cv_1,2021,middle,L,14,0.4,30,0.3
cv_1,2021,low,L,14,0.4,72,0.1
cv_1,2021,upper,L,15,0.8,92,0.5
cv_1,2021,middle,L,15,0.8,79,0.4
cv_1,2021,low,L,15,0.9,164,0.3
cv_1,2021,upper,L,16,1.2,54,0.8
cv_1,2021,middle,L,16,0.7,102,0.9
cv_1,2021,low,L,16,0.8,167,0.6
cv_1,2021,upper,L,17,0.9,54,1
cv_1,2021,middle,L,17,0.6,95,0.4
cv_1,2021,low,L,17,0.7,53,0.2
cv_1,2021,upper,L,18,1.6,18,0.7
cv_1,2021,middle,L,18,0.9,47,0.8
cv_1,2021,low,L,18,0.7,31,0.8
cv_1,2021,upper,L,19,1,40,0.6
cv_1,2021,middle,L,19,0.6,53,0.5
cv_1,2021,low,L,19,0.7,101,0.4
cv_1,2021,upper,L,20,1.2,20,0.6
cv_1,2021,middle,L,20,0.5,18,0.7
cv_1,2021,low,L,20,0.7,130,0.5
cv_1,2021,upper,L,21,1.4,42,0.5
cv_1,2021,middle,L,21,0.6,30,0.7
cv_1,2021,low,L,21,0.6,69,0.4
cv_1,2022,upper,A,1,1.3,48,0.8
cv_1,2022,middle,A,1,0.6,37,0.7
cv_1,2022,low,A,1,0.7,116,0.6
cv_1,2022,upper,A,2,1.1,30,0.7
cv_1,2022,middle,A,2,0.5,50,0.6
cv_1,2022,low,A,2,0.8,119,0.6
cv_1,2022,upper,A,3,1,49,0.6
cv_1,2022,middle,A,3,0.7,157,0.6
cv_1,2022,upper,A,4,1.1,44,0.6
cv_1,2022,middle,A,4,0.5,13,0.4
cv_1,2022,low,A,4,0.7,86,0.5
cv_1,2022,upper,A,5,1.2,36,0.4
cv_1,2022,middle,A,5,0.5,42,0.5
cv_1,2022,low,A,5,0.8,179,0.5
cv_1,2022,upper,A,6,1.5,26,0.8
cv_1,2022,middle,A,6,0.6,10,1
cv_1,2022,low,A,6,0.8,29,0.6
cv_1,2022,upper,A,7,1.7,27,0.8
cv_1,2022,middle,A,7,0.8,11,0.8
cv_1,2022,low,A,7,0.9,57,0.7
cv_1,2022,upper,A,8,1.8,56,1
cv_1,2022,middle,A,8,1,100,0.9
cv_1,2022,low,A,8,1.4,151,0.5
cv_1,2022,upper,A,9,1.9,31,1
cv_1,2022,middle,A,9,1.2,148,0.6
cv_1,2022,low,A,9,1.4,32,0.4
cv_1,2022,middle,A,10,0.8,16,1
cv_1,2022,low,A,10,1.1,16,0.9
cv_1,2022,upper,A,11,2.3,33,0.9
cv_1,2022,middle,A,11,0.9,10,0.9
cv_1,2022,upper,A,12,1.9,32,0.7
cv_1,2022,middle,A,12,0.6,63,0.6
cv_1,2022,low,A,12,0.8,82,0.5
cv_1,2022,upper,A,13,1.3,64,0.8
cv_1,2022,middle,A,13,0.6,69,0.6
cv_1,2022,low,A,13,0.8,77,0.4
cv_1,2022,upper,A,14,0.7,49,0.5
cv_1,2022,middle,A,14,0.6,122,0.5
cv_1,2022,low,A,14,0.7,116,0.4
cv_1,2022,upper,A,15,0.7,37,0.5
cv_1,2022,middle,A,15,0.6,97,0.4
cv_1,2022,upper,A,16,0.9,39,0.6
cv_1,2022,middle,A,16,1,24,1
cv_1,2022,low,A,16,0.7,79,0.5
cv_1,2022,upper,A,17,1,39,0.4
cv_1,2022,middle,A,17,0.5,19,0.3
cv_1,2022,low,A,17,0.7,80,0.3
cv_1,2022,upper,A,18,0.9,45,0.4
cv_1,2022,middle,A,18,0.4,17,0.3
cv_1,2022,low,A,18,0.6,106,0.3
cv_1,2022,upper,A,19,0.8,41,0.4
cv_1,2022,middle,A,19,0.4,14,0.3
cv_1,2022,low,A,19,0.7,115,0.3
cv_1,2022,upper,A,20,0.8,34,0.5
cv_1,2022,middle,A,20,0.5,63,0.3
cv_1,2022,upper,A,21,0.9,34,0.5
cv_1,2022,middle,A,21,0.5,18,0.3
cv_1,2022,low,A,21,0.8,101,0.2
cv_1,2022,upper,B,1,1.1,32,0.7
cv_1,2022,middle,B,1,0.5,29,0.6
cv_1,2022,low,B,1,0.8,144,0.5
cv_1,2022,upper,B,2,1.2,27,0.9
cv_1,2022,middle,B,2,0.6,31,0.7
cv_1,2022,low,B,2,0.7,67,0.4
cv_1,2022,upper,B,3,0.8,45,0.5
cv_1,2022,middle,B,3,0.5,135,0.4
cv_1,2022,low,B,3,0.6,140,0.2
cv_1,2022,upper,B,4,0.8,37,0.5
cv_1,2022,middle,B,4,0.5,50,0.6
cv_1,2022,low,B,4,0.7,153,0.4
cv_1,2022,upper,B,5,1.3,41,0.8
cv_1,2022,middle,B,5,0.7,99,0.7
cv_1,2022,low,B,5,0.9,194,0.4
cv_1,2022,upper,B,6,1.5,39,0.8
cv_1,2022,middle,B,6,0.7,20,0.7
cv_1,2022,low,B,6,0.7,42,0.3
cv_1,2022,upper,B,7,1,208,0.5
cv_1,2022,middle,B,7,1,218,0.3
cv_1,2022,low,B,7,1,175,0.2
cv_1,2022,upper,B,8,1.3,28,0.7
cv_1,2022,middle,B,8,0.8,51,0.5
cv_1,2022,low,B,8,0.9,80,0.4
cv_1,2022,upper,B,9,0.8,56,0.7
cv_1,2022,middle,B,9,0.9,117,0.4
cv_1,2022,low,B,9,1,120,0.3
cv_1,2022,upper,B,10,1.8,40,0.7
cv_1,2022,middle,B,10,0.8,64,0.6
cv_1,2022,low,B,10,0.9,99,0.3
cv_1,2022,upper,B,11,1.3,29,0.7
cv_1,2022,middle,B,11,0.9,133,0.4
cv_1,2022,low,B,11,1.1,194,0.3
cv_1,2022,upper,B,12,1.1,26,0.6
cv_1,2022,middle,B,12,0.9,47,0.5
cv_1,2022,low,B,12,1,54,0.3
cv_1,2022,upper,B,13,1.4,34,0.8
cv_1,2022,middle,B,13,0.7,64,0.5
cv_1,2022,low,B,13,0.9,137,0.4
cv_1,2022,upper,B,14,1.4,37,0.8
cv_1,2022,middle,B,14,0.8,106,0.6
cv_1,2022,upper,B,15,1.3,32,0.8
cv_1,2022,middle,B,15,0.7,59,0.5
cv_1,2022,low,B,15,1,164,0.4
cv_1,2022,upper,B,16,1,33,0.8
cv_1,2022,middle,B,16,0.8,81,0.6
cv_1,2022,low,B,16,1.1,150,0.4
cv_1,2022,upper,B,17,1.4,56,0.8
cv_1,2022,middle,B,17,0.8,41,0.4
cv_1,2022,low,B,17,1,75,0.3
cv_1,2022,upper,B,18,1.7,38,0.8
cv_1,2022,middle,B,18,0.9,48,0.8
cv_1,2022,low,B,18,0.8,67,0.4
cv_1,2022,upper,B,19,0.8,50,0.5
cv_1,2022,middle,B,19,0.5,37,0.3
cv_1,2022,low,B,19,0.7,138,0.3
cv_1,2022,upper,B,20,0.8,33,0.4
cv_1,2022,middle,B,20,0.5,16,0.2
cv_1,2022,low,B,20,0.8,103,0.2
cv_1,2022,upper,B,21,0.7,61,0.4
cv_1,2022,middle,B,21,0.5,36,0.2
cv_1,2022,low,B,21,0.6,84,0.2
cv_1,2022,upper,C,1,1.3,30,0.5
cv_1,2022,middle,C,1,0.5,55,0.5
cv_1,2022,low,C,1,0.7,83,0.4
cv_1,2022,upper,C,2,1.2,37,0.5
cv_1,2022,middle,C,2,0.5,47,0.5
cv_1,2022,low,C,2,0.6,98,0.4
cv_1,2022,upper,C,3,0.8,38,0.4
cv_1,2022,middle,C,3,0.5,47,0.2
cv_1,2022,low,C,3,1,190,0.3
cv_1,2022,upper,C,4,1.1,31,0.5
cv_1,2022,middle,C,4,0.5,15,0.4
cv_1,2022,low,C,4,0.8,98,0.4
cv_1,2022,upper,C,5,1.8,40,0.9
cv_1,2022,middle,C,5,0.6,49,0.7
cv_1,2022,low,C,5,0.8,127,0.4
cv_1,2022,upper,C,6,1.5,23,0.7
cv_1,2022,middle,C,6,0.6,28,0.5
cv_1,2022,low,C,6,0.9,115,0.3
cv_1,2022,upper,C,7,2.1,37,0.6
cv_1,2022,middle,C,7,1.6,18,0.9
cv_1,2022,low,C,7,1.1,18,0.6
cv_1,2022,upper,C,8,1.2,47,0.7
cv_1,2022,middle,C,8,0.7,86,0.6
cv_1,2022,low,C,8,0.8,198,0.3
cv_1,2022,upper,C,9,0.9,45,0.7
cv_1,2022,middle,C,9,0.5,43,0.6
cv_1,2022,low,C,9,0.8,248,0.4
cv_1,2022,upper,C,10,0.9,56,0.5
cv_1,2022,middle,C,10,0.5,74,0.4
cv_1,2022,upper,C,11,1.2,51,0.8
cv_1,2022,middle,C,11,0.7,44,0.6
cv_1,2022,low,C,11,0.7,60,0.4
cv_1,2022,upper,C,12,1.9,26,0.7
cv_1,2022,middle,C,12,0.5,57,0.6
cv_1,2022,low,C,12,0.9,111,0.4
cv_1,2022,upper,C,13,0.9,7,0.7
cv_1,2022,middle,C,13,0.8,21,0.5
cv_1,2022,low,C,13,0.8,37,0.4
cv_1,2022,upper,C,14,1.5,29,0.6
cv_1,2022,middle,C,14,0.7,29,0.5
cv_1,2022,low,C,14,0.8,60,0.3
cv_1,2022,upper,C,15,1.1,34,0.6
cv_1,2022,middle,C,15,0.5,36,0.8
cv_1,2022,low,C,15,0.9,161,0.5
cv_1,2022,upper,C,16,0.6,48,0.4
cv_1,2022,middle,C,16,0.4,27,0.3
cv_1,2022,low,C,16,0.6,136,0.4
cv_1,2022,upper,C,17,0.8,51,0.5
cv_1,2022,middle,C,17,0.5,66,0.3
cv_1,2022,low,C,17,0.9,138,0.3
cv_1,2022,upper,C,18,1.1,41,0.4
cv_1,2022,middle,C,18,0.4,22,0.5
cv_1,2022,low,C,18,0.6,113,0.4
cv_1,2022,upper,C,19,0.7,59,0.4
cv_1,2022,middle,C,19,0.5,101,0.4
cv_1,2022,low,C,19,0.5,174,0.3
cv_1,2022,upper,C,20,0.9,42,0.4
cv_1,2022,middle,C,20,0.9,71,0.5
cv_1,2022,low,C,20,0.6,89,0.3
cv_1,2022,upper,C,21,1.9,39,0.7
cv_1,2022,middle,C,21,0.5,36,0.5
cv_1,2022,low,C,21,0.6,61,0.3
cv_1,2022,upper,D,1,0.9,26,0.4
cv_1,2022,middle,D,1,0.5,30,0.6
cv_1,2022,low,D,1,0.7,79,0.3
cv_1,2022,upper,D,2,0.7,35,0.3
cv_1,2022,middle,D,2,0.5,8,0.3
cv_1,2022,upper,D,3,1,46,0.4
cv_1,2022,middle,D,3,0.4,8,0.2
cv_1,2022,low,D,3,0.7,183,0.3
cv_1,2022,upper,D,4,1.3,62,0.7
cv_1,2022,middle,D,4,0.5,28,0.4
cv_1,2022,low,D,4,0.7,166,0.4
cv_1,2022,upper,D,5,0.8,17,0.7
cv_1,2022,middle,D,5,0.6,91,0.5
cv_1,2022,low,D,5,0.7,46,0.3
cv_1,2022,upper,D,6,0.8,16,0.6
cv_1,2022,middle,D,6,1.1,16,0.5
cv_1,2022,low,D,6,0.8,52,0.4
cv_1,2022,upper,D,7,1,58,0.5
cv_1,2022,middle,D,7,0.5,210,0.6
cv_1,2022,low,D,7,0.8,251,0.3
cv_1,2022,upper,D,8,1,35,0.4
cv_1,2022,middle,D,8,0.5,28,0.6
cv_1,2022,low,D,8,0.6,38,0.3
cv_1,2022,upper,D,9,0.6,45,0.3
cv_1,2022,middle,D,9,0.4,32,0.3
cv_1,2022,low,D,9,0.6,151,0.3
cv_1,2022,upper,D,10,0.7,43,0.3
cv_1,2022,middle,D,10,0.7,36,0.2
cv_1,2022,low,D,10,0.8,137,0.2
cv_1,2022,upper,D,11,1,48,0.4
cv_1,2022,middle,D,11,0.6,35,0.3
cv_1,2022,low,D,11,0.6,69,0.3
cv_1,2022,upper,D,12,1.8,57,1
cv_1,2022,middle,D,12,0.9,57,0.8
cv_1,2022,low,D,12,0.9,106,0.4
cv_1,2022,upper,D,13,1.3,40,0.7
cv_1,2022,middle,D,13,1,91,0.5
cv_1,2022,low,D,13,1.1,120,0.4
cv_1,2022,upper,D,14,1.5,34,0.7
cv_1,2022,middle,D,14,0.9,29,0.5
cv_1,2022,low,D,14,1.1,65,0.3
cv_1,2022,upper,D,15,1.3,42,0.5
cv_1,2022,middle,D,15,1.1,80,0.3
cv_1,2022,low,D,15,1.4,126,0.3
cv_1,2022,upper,D,16,1.1,37,0.8
cv_1,2022,middle,D,16,0.7,47,0.7
cv_1,2022,low,D,16,0.7,49,0.4
cv_1,2022,upper,D,17,1.3,36,0.6
cv_1,2022,middle,D,17,0.7,50,0.8
cv_1,2022,low,D,17,0.9,109,0.4
cv_1,2022,upper,D,18,1,60,0.5
cv_1,2022,middle,D,18,0.6,67,0.4
cv_1,2022,low,D,18,0.9,166,0.3
cv_1,2022,upper,D,19,0.8,45,0.3
cv_1,2022,middle,D,19,0.5,19,0.2
cv_1,2022,low,D,19,0.7,122,0.2
cv_1,2022,upper,D,20,0.8,39,0.3
cv_1,2022,middle,D,20,0.6,22,0.3
cv_1,2022,low,D,20,0.7,118,0.2
cv_1,2022,upper,D,21,1.2,47,0.9
cv_1,2022,middle,D,21,0.7,49,0.8
cv_1,2022,upper,E,1,1,43,0.3
cv_1,2022,middle,E,1,0.7,111,0.4
cv_1,2022,upper,E,2,1.1,39,0.4
cv_1,2022,middle,E,2,0.6,20,0.3
cv_1,2022,low,E,2,0.6,77,0.3
cv_1,2022,upper,E,3,1,39,0.3
cv_1,2022,middle,E,3,0.7,29,0.1
cv_1,2022,low,E,3,1.1,201,0.2
cv_1,2022,upper,E,4,1.4,43,0.3
cv_1,2022,middle,E,4,0.6,37,0.4
cv_1,2022,low,E,4,0.8,133,0.5
cv_1,2022,upper,E,5,2,31,0.6
cv_1,2022,middle,E,5,1.3,11,0.7
cv_1,2022,low,E,5,1.1,15,0.5
cv_1,2022,upper,E,6,1.8,25,0.5
cv_1,2022,middle,E,6,1.1,9,0.8
cv_1,2022,low,E,6,1,20,0.6
cv_1,2022,upper,E,7,1.2,30,0.6
cv_1,2022,middle,E,7,0.8,45,0.6
cv_1,2022,low,E,7,0.8,63,0.3
cv_1,2022,upper,E,8,0.9,44,0.3
cv_1,2022,middle,E,8,0.6,5,0.2
cv_1,2022,low,E,8,0.6,25,0.2
cv_1,2022,upper,E,9,0.7,27,0.3
cv_1,2022,middle,E,9,0.5,34,0.1
cv_1,2022,low,E,9,0.8,148,0.1
cv_1,2022,upper,E,10,1.1,33,0.3
cv_1,2022,middle,E,10,0.6,15,0.1
cv_1,2022,low,E,10,0.5,44,0.1
cv_1,2022,upper,E,11,1,63,0.3
cv_1,2022,middle,E,11,0.6,42,0.2
cv_1,2022,low,E,11,0.9,159,0.2
cv_1,2022,upper,E,12,1,50,0.4
cv_1,2022,middle,E,12,0.7,46,0.3
cv_1,2022,upper,E,13,1.3,47,0.3
cv_1,2022,middle,E,13,0.6,23,0.3
cv_1,2022,low,E,13,0.9,111,0.3
cv_1,2022,upper,E,14,1.4,40,0.6
cv_1,2022,middle,E,14,0.7,46,0.5
cv_1,2022,low,E,14,0.8,84,0.3
cv_1,2022,upper,E,15,1.5,40,0.6
cv_1,2022,middle,E,15,1.1,80,0.8
cv_1,2022,low,E,15,0.8,59,0.5
cv_1,2022,upper,E,16,1,26,0.6
cv_1,2022,middle,E,16,0.8,67,0.6
cv_1,2022,low,E,16,0.7,117,0.3
cv_1,2022,upper,E,17,1.4,48,0.5
cv_1,2022,middle,E,17,0.9,53,0.4
cv_1,2022,low,E,17,1.2,93,0.2
cv_1,2022,upper,E,18,1.6,17,0.9
cv_1,2022,middle,E,18,0.8,13,0.4
cv_1,2022,low,E,18,0.8,26,0.3
cv_1,2022,upper,E,19,1.2,32,0.5
cv_1,2022,middle,E,19,0.9,96,0.4
cv_1,2022,low,E,19,0.8,59,0.2
cv_1,2022,upper,E,20,1.6,23,0.6
cv_1,2022,middle,E,20,0.9,30,0.5
cv_1,2022,low,E,20,1,96,0.2
cv_1,2022,upper,E,21,1.8,24,0.5
cv_1,2022,middle,E,21,0.9,86,0.4
cv_1,2022,low,E,21,0.9,33,0.3
cv_1,2022,upper,F,1,1.1,65,0.3
cv_1,2022,middle,F,1,0.8,52,0.3
cv_1,2022,low,F,1,0.9,128,0.2
cv_1,2022,upper,F,2,0.8,43,0.2
cv_1,2022,middle,F,2,0.5,23,0.1
cv_1,2022,low,F,2,0.8,104,0.2
cv_1,2022,upper,F,3,1,35,0.2
cv_1,2022,middle,F,3,0.6,5,0.1
cv_1,2022,low,F,3,0.7,12,0.1
cv_1,2022,upper,F,4,0.7,42,0.2
cv_1,2022,middle,F,4,0.8,184,0.3
cv_1,2022,low,F,4,0.8,338,0.3
cv_1,2022,upper,F,5,1.1,76,0.5
cv_1,2022,middle,F,5,0.5,100,0.5
cv_1,2022,low,F,5,1.1,274,0.4
cv_1,2022,upper,F,6,1.2,48,0.6
cv_1,2022,middle,F,6,0.6,30,0.5
cv_1,2022,low,F,6,0.7,43,0.4
cv_1,2022,upper,F,7,0.9,67,0.5
cv_1,2022,middle,F,7,0.5,41,0.4
cv_1,2022,low,F,7,0.8,190,0.3
cv_1,2022,upper,F,8,0.6,44,0.4
cv_1,2022,middle,F,8,0.4,53,0.3
cv_1,2022,low,F,8,0.6,156,0.3
cv_1,2022,upper,F,9,0.6,41,0.4
cv_1,2022,middle,F,9,0.4,80,0.3
cv_1,2022,low,F,9,0.5,155,0.3
cv_1,2022,upper,F,10,0.7,41,0.4
cv_1,2022,middle,F,10,0.6,22,0.4
cv_1,2022,low,F,10,0.7,69,0.3
cv_1,2022,upper,F,11,0.7,40,0.3
cv_1,2022,middle,F,11,0.4,47,0.2
cv_1,2022,low,F,11,0.6,144,0.2
cv_1,2022,upper,F,12,0.7,42,0.4
cv_1,2022,middle,F,12,0.4,12,0.2
cv_1,2022,low,F,12,0.5,48,0.2
cv_1,2022,upper,F,13,1,50,0.3
cv_1,2022,middle,F,13,0.4,21,0.3
cv_1,2022,low,F,13,0.8,88,0.3
cv_1,2022,upper,F,14,0.8,48,0.5
cv_1,2022,middle,F,14,0.6,33,0.3
cv_1,2022,low,F,14,0.5,122,0.4
cv_1,2022,upper,F,15,1.3,49,0.7
cv_1,2022,middle,F,15,0.5,68,0.5
cv_1,2022,low,F,15,0.7,152,0.4
cv_1,2022,upper,F,16,1.3,46,1.3
cv_1,2022,middle,F,16,0.6,90,1
cv_1,2022,low,F,16,0.8,150,0.6
cv_1,2022,upper,F,17,1.1,51,0.9
cv_1,2022,middle,F,17,0.6,93,0.6
cv_1,2022,low,F,17,1.1,165,0.4
cv_1,2022,upper,F,18,1.7,33,0.6
cv_1,2022,middle,F,18,0.6,50,0.5
cv_1,2022,low,F,18,0.8,62,0.3
cv_1,2022,upper,F,19,1.9,27,0.8
cv_1,2022,middle,F,19,0.7,3,1.1
cv_1,2022,low,F,19,0.9,10,0.4
cv_1,2022,upper,F,20,0.9,61,0.5
cv_1,2022,middle,F,20,0.6,72,0.4
cv_1,2022,low,F,20,0.7,71,0.2
cv_1,2022,upper,F,21,1.6,22,0.6
cv_1,2022,middle,F,21,0.9,83,0.4
cv_1,2022,low,F,21,1.1,351,0.4
cv_1,2022,upper,G,1,1.2,39,0.4
cv_1,2022,middle,G,1,0.7,45,0.6
cv_1,2022,low,G,1,0.8,99,0.4
cv_1,2022,upper,G,2,0.9,51,0.4
cv_1,2022,middle,G,2,0.5,101,0.3
cv_1,2022,upper,G,3,0.7,59,0.3
cv_1,2022,middle,G,3,0.5,94,0.1
cv_1,2022,upper,G,4,0.7,47,0.3
cv_1,2022,middle,G,4,0.6,75,0.2
cv_1,2022,upper,G,5,1.3,49,0.5
cv_1,2022,middle,G,5,0.5,25,0.6
cv_1,2022,low,G,5,0.6,37,0.5
cv_1,2022,upper,G,6,1.1,49,0.5
cv_1,2022,middle,G,6,0.5,199,0.4
cv_1,2022,low,G,6,1,369,0.3
cv_1,2022,upper,G,7,1,48,0.4
cv_1,2022,middle,G,7,0.5,12,0.3
cv_1,2022,low,G,7,0.6,9,0.3
cv_1,2022,upper,G,8,0.6,42,0.4
cv_1,2022,middle,G,8,0.5,47,0.3
cv_1,2022,low,G,8,0.7,124,0.2
cv_1,2022,upper,G,9,1.5,37,0.4
cv_1,2022,middle,G,9,0.6,9,0.5
cv_1,2022,low,G,9,0.6,21,0.3
cv_1,2022,upper,G,10,0.8,33,0.4
cv_1,2022,middle,G,10,0.4,9,0.3
cv_1,2022,low,G,10,0.6,56,0.2
cv_1,2022,upper,G,11,0.7,47,0.4
cv_1,2022,middle,G,11,0.4,22,0.3
cv_1,2022,low,G,11,0.4,101,0.3
cv_1,2022,upper,G,12,1,41,0.4
cv_1,2022,middle,G,12,0.4,6,0.2
cv_1,2022,low,G,12,0.5,85,0.2
cv_1,2022,upper,G,13,1,35,0.5
cv_1,2022,middle,G,13,0.4,12,0.3
cv_1,2022,low,G,13,0.5,102,0.3
cv_1,2022,upper,G,14,0.8,60,0.6
cv_1,2022,middle,G,14,0.4,33,0.3
cv_1,2022,low,G,14,0.4,148,0.3
cv_1,2022,upper,G,15,0.7,60,0.5
cv_1,2022,middle,G,15,0.5,53,0.3
cv_1,2022,low,G,15,0.7,147,0.3
cv_1,2022,upper,G,16,1.6,56,0.9
cv_1,2022,middle,G,16,0.7,53,0.7
cv_1,2022,low,G,16,0.7,77,0.4
cv_1,2022,upper,G,17,0.9,49,0.6
cv_1,2022,middle,G,17,0.6,69,0.4
cv_1,2022,low,G,17,0.7,142,0.3
cv_1,2022,upper,G,18,1.4,25,0.7
cv_1,2022,middle,G,18,0.8,51,0.8
cv_1,2022,low,G,18,0.8,135,0.5
cv_1,2022,upper,G,19,0.8,53,0.4
cv_1,2022,middle,G,19,0.5,82,0.4
cv_1,2022,low,G,19,0.8,113,0.3
cv_1,2022,upper,G,20,0.7,38,0.4
cv_1,2022,middle,G,20,0.4,38,0.3
cv_1,2022,low,G,20,0.6,106,0.3
cv_1,2022,upper,G,21,1,41,0.5
cv_1,2022,middle,G,21,0.7,67,0.4
cv_1,2022,low,G,21,0.7,106,0.3
cv_1,2022,upper,H,1,1.3,42,0.6
cv_1,2022,middle,H,1,0.5,25,0.5
cv_1,2022,low,H,1,0.9,91,0.5
cv_1,2022,upper,H,2,0.7,43,0.3
cv_1,2022,middle,H,2,0.4,12,0.2
cv_1,2022,low,H,2,0.6,131,0.4
cv_1,2022,upper,H,3,0.8,63,0.4
cv_1,2022,middle,H,3,0.4,14,0.3
cv_1,2022,low,H,3,0.7,101,0.2
cv_1,2022,upper,H,4,0.8,45,0.5
cv_1,2022,middle,H,4,0.4,12,0.3
cv_1,2022,low,H,4,0.5,38,0.2
cv_1,2022,upper,H,5,1.4,47,0.7
