genotype,thinning,area,tolerance
cv2,manipulation,19.06,0
cv2,manipulation,19.17,1
cv2,manipulation,20.15,1
cv2,manipulation,16.37,1
cv2,manipulation,13.19,0
cv2,manipulation,12.32,0
cv2,manipulation,17.68,0
cv2,manipulation,19.77,1
cv2,manipulation,21.69,1
cv2,manipulation,8.4,0
cv2,manipulation,15.62,1
cv2,manipulation,12.5,0
cv2,manipulation,16.69,0
cv2,manipulation,20.84,1
cv2,manipulation,15,1
cv2,manipulation,16.33,1
cv2,manipulation,21.66,1
cv2,manipulation,16.56,0
cv2,manipulation,21.11,1
cv2,manipulation,19.28,1
cv2,manipulation,17.83,0
cv2,manipulation,15.67,1
cv2,manipulation,18.65,1
cv2,manipulation,16.59,0
cv2,manipulation,19.42,0
cv2,manipulation,19.52,1
cv2,manipulation,20.69,1
cv2,manipulation,14.24,0
cv2,manipulation,19.96,1
cv2,manipulation,12.39,0
cv2,manipulation,16.92,1
cv2,manipulation,21.09,1
cv2,manipulation,20.66,1
cv2,manipulation,17.49,1
cv2,manipulation,15.54,0
cv2,manipulation,13.29,0
cv2,manipulation,13.62,0
cv2,manipulation,18.47,0
cv2,manipulation,18,1
cv2,manipulation,17.2,0
cv2,manipulation,14.14,0
cv2,manipulation,21.21,1
cv2,manipulation,14.35,1
cv2,manipulation,15.93,1
cv2,manipulation,18.01,1
cv2,manipulation,20.12,0
cv2,manipulation,20.22,1
cv2,manipulation,17.34,1
cv2,manipulation,10.84,0
cv2,manipulation,13.91,0
cv2,manipulation,17.83,0
cv2,manipulation,19.88,1
cv2,manipulation,12.28,0
cv2,manipulation,18.82,1
cv2,manipulation,15.82,1
cv2,manipulation,16.43,0
cv2,manipulation,8.75,0
cv2,manipulation,20.88,1
cv2,manipulation,18.43,0
cv2,manipulation,18.73,1
cv2,manipulation,21.97,1
cv2,manipulation,17.46,1
cv2,manipulation,18.58,1
cv2,manipulation,13.46,0
cv2,manipulation,18.2,1
cv2,manipulation,13.58,0
cv2,manipulation,14.85,0
cv2,manipulation,20.09,1
cv2,manipulation,16.8,0
cv2,manipulation,17.93,0
cv2,manipulation,20.81,1
cv2,manipulation,14.93,0
cv2,manipulation,17.59,1
cv2,manipulation,19.86,1
cv2,manipulation,13.17,0
cv2,manipulation,18.13,0
cv2,manipulation,16.47,1
cv2,manipulation,13.72,1
cv2,manipulation,11.9,0
cv2,manipulation,17.68,1
cv2,manipulation,20.34,1
cv2,manipulation,19.92,1
cv2,manipulation,16.28,1
cv2,manipulation,19.28,1
cv2,manipulation,12.63,0
cv2,manipulation,14.94,0
cv2,manipulation,19.46,0
cv2,manipulation,19.96,0
cv2,manipulation,17.22,0
cv2,manipulation,17.49,0
cv2,manipulation,15.38,1
cv2,manipulation,16.75,1
cv2,manipulation,18.18,1
cv2,manipulation,17.99,0
cv2,manipulation,18.71,0
cv2,manipulation,10.14,0
cv2,manipulation,20.89,1
cv2,manipulation,7.36,0
cv2,manipulation,17.1,1
cv2,manipulation,13.01,0
cv2,manipulation,12.1,0
cv2,manipulation,15.1,0
cv2,manipulation,16.3,1
cv2,manipulation,14.23,0
cv2,manipulation,14.17,1
cv2,manipulation,20.76,1
cv2,manipulation,19.27,1
cv2,manipulation,18.51,0
cv2,manipulation,17,1
cv2,manipulation,15.45,1
cv2,manipulation,12.78,0
cv2,manipulation,18.23,0
cv2,manipulation,11.98,1
cv2,manipulation,6.56,0
cv2,manipulation,18.45,0
cv2,manipulation,11.16,1
cv2,manipulation,21.35,1
cv2,manipulation,19.09,1
cv2,manipulation,16.54,1
cv2,manipulation,12.92,1
cv2,manipulation,21.89,1
cv2,manipulation,17.65,0
cv2,manipulation,15.93,1
cv2,manipulation,20.21,1
cv2,manipulation,15.15,0
cv2,manipulation,9.6,0
cv2,manipulation,16.02,1
cv2,manipulation,18.4,0
cv2,manipulation,13.08,0
cv2,manipulation,13.93,1
cv2,manipulation,12.57,1
cv2,manipulation,16.38,1
cv2,manipulation,10.15,0
cv2,manipulation,16.04,0
cv2,manipulation,17.41,1
cv2,manipulation,20.45,0
cv2,manipulation,22.98,1
cv2,manipulation,18.07,0
cv2,manipulation,11.48,0
cv2,manipulation,19.97,0
cv2,manipulation,16.64,1
cv2,manipulation,19.71,1
cv2,manipulation,11.61,1
cv2,manipulation,20.19,0
cv2,manipulation,20.4,1
cv2,manipulation,17.03,1
cv2,manipulation,20.46,1
cv2,manipulation,16.79,1
cv2,manipulation,19.5,1
cv2,manipulation,19.37,1
cv2,manipulation,17.41,0
cv2,manipulation,17.17,0
cv2,manipulation,19.21,1
cv2,manipulation,9.78,0
cv2,manipulation,18.34,1
cv2,manipulation,23.08,1
cv2,manipulation,20.52,1
cv2,manipulation,19.92,1
cv2,manipulation,17.8,0
cv2,manipulation,17.91,1
cv2,manipulation,17.23,1
cv2,manipulation,19.85,1
cv2,manipulation,18.31,1
cv2,manipulation,17.09,1
cv2,manipulation,21.2,1
cv2,manipulation,21.28,1
cv2,manipulation,18.45,0
cv2,manipulation,11.07,0
cv2,manipulation,20.62,1
cv2,manipulation,20.75,1
cv2,manipulation,10.42,0
cv2,manipulation,15.74,0
cv2,manipulation,18.24,1
cv2,manipulation,18.72,1
cv2,manipulation,19.57,1
cv2,manipulation,14.43,0
cv2,manipulation,8.77,0
cv2,manipulation,22.05,1
cv2,manipulation,15.18,0
cv2,manipulation,14.09,0
cv2,manipulation,21.65,1
cv2,manipulation,12.39,0
cv2,manipulation,18.16,1
cv2,manipulation,13.47,0
cv2,manipulation,21.55,1
cv2,manipulation,12.09,0
cv2,manipulation,21.88,1
cv2,manipulation,21.64,1
cv2,manipulation,10.35,0
cv2,manipulation,16.61,0
cv2,manipulation,17.57,1
cv2,manipulation,16.25,0
cv2,manipulation,15.21,1
cv2,manipulation,19.15,1
cv2,manipulation,9.77,0
cv2,manipulation,20.48,0
cv2,manipulation,15.29,1
cv2,manipulation,22.54,1
cv2,manipulation,16.92,1
cv2,manipulation,15.79,0
cv2,manipulation,17.55,1
cv2,manipulation,16.72,1
cv2,manipulation,15.43,0
cv2,manipulation,14.28,0
cv2,manipulation,17.39,0
cv2,manipulation,19.73,1
cv2,manipulation,6.52,0
cv2,manipulation,17.07,1
cv2,manipulation,11.08,0
cv2,manipulation,13.46,0
cv2,manipulation,17.54,1
cv2,manipulation,11.1,0
cv2,manipulation,14.87,0
cv2,manipulation,21.56,1
cv2,manipulation,12.3,1
cv2,manipulation,21.98,1
cv2,manipulation,15.95,0
cv2,manipulation,12.44,0
cv2,manipulation,18.49,1
cv2,manipulation,22.83,1
cv2,manipulation,15.59,1
cv2,manipulation,20.1,1
cv2,manipulation,13.97,1
cv2,manipulation,17.6,1
cv2,manipulation,13.34,0
cv2,manipulation,18.73,0
cv2,manipulation,18.34,1
cv2,manipulation,17.72,1
cv2,manipulation,16.78,1
cv2,manipulation,19.96,1
cv2,manipulation,12.24,0
cv2,manipulation,19.9,1
cv2,manipulation,12.05,0
cv2,manipulation,16.8,0
cv2,manipulation,14.56,0
cv2,manipulation,10.06,0
cv2,manipulation,15.79,0
cv2,manipulation,16.88,0
cv2,manipulation,18.8,0
cv2,manipulation,18.26,1
cv2,manipulation,12.27,0
cv2,manipulation,16.42,0
cv2,manipulation,15.04,1
cv2,manipulation,15.64,1
cv2,manipulation,20.13,1
cv2,manipulation,10.38,0
cv2,manipulation,20.01,1
cv2,manipulation,22.52,1
cv2,manipulation,13.61,0
cv2,manipulation,18.35,1
cv2,manipulation,17.97,1
cv2,manipulation,17.87,1
cv2,manipulation,20.37,0
cv2,manipulation,13.94,0
cv2,manipulation,20,1
cv2,manipulation,14.89,1
cv2,manipulation,18.56,1
cv2,manipulation,18.46,0
cv2,manipulation,19.03,0
cv2,manipulation,19.03,1
cv2,manipulation,15.16,0
cv2,manipulation,10.98,0
cv2,manipulation,17.55,1
cv2,manipulation,15.65,1
cv2,manipulation,10.78,0
cv2,manipulation,12.5,0
cv2,manipulation,15.45,0
cv2,manipulation,17.7,1
cv2,manipulation,15.63,1
cv2,manipulation,18.18,0
cv2,manipulation,13.74,0
cv2,manipulation,12.78,1
cv2,manipulation,17.05,1
cv2,manipulation,10.67,0
cv2,manipulation,9.66,0
cv2,manipulation,19.78,1
cv2,manipulation,14.34,0
cv2,manipulation,15.87,1
cv2,manipulation,16.82,1
cv2,manipulation,16.65,1
cv2,manipulation,13.87,1
cv2,manipulation,15.93,1
cv2,manipulation,17.86,1
cv2,manipulation,19.26,1
cv2,manipulation,16.33,1
cv2,manipulation,18.13,1
cv2,manipulation,16.66,1
cv2,manipulation,14.77,1
cv2,manipulation,22.04,1
cv2,manipulation,20.29,1
cv2,manipulation,17.17,1
cv2,manipulation,17.67,1
cv2,manipulation,14.5,1
cv2,manipulation,11.88,0
cv2,manipulation,13.81,1
cv2,manipulation,16.32,0
cv2,manipulation,10.46,1
cv2,manipulation,17.72,1
cv2,manipulation,17.49,1
cv2,manipulation,21.2,1
cv2,manipulation,18.47,1
cv2,manipulation,18.24,1
cv2,manipulation,14.27,0
cv2,manipulation,16.89,1
cv2,manipulation,15.96,1
cv2,manipulation,19.43,1
cv2,manipulation,13.62,0
cv2,manipulation,11.85,0
cv2,manipulation,18.92,0
cv2,manipulation,11.38,0
cv2,manipulation,15.71,1
cv2,manipulation,18.57,1
cv2,manipulation,11.47,0
cv2,manipulation,18.4,1
cv2,manipulation,19.34,1
cv2,manipulation,11.51,0
cv2,manipulation,14.7,0
cv2,manipulation,18.73,1
cv2,manipulation,18.71,1
cv2,manipulation,19.48,1
cv2,manipulation,14.7,1
cv2,manipulation,17.5,1
cv2,manipulation,20.92,1
cv2,manipulation,14.4,1
cv2,manipulation,20.73,1
cv2,manipulation,14.57,0
cv2,manipulation,18.39,1
cv2,manipulation,15.72,1
cv2,manipulation,20.1,1
cv2,manipulation,16.41,0
cv2,manipulation,14.23,1
cv2,manipulation,13.45,1
cv2,manipulation,20.73,1
cv2,manipulation,6.6,0
cv2,manipulation,16.45,0
cv2,manipulation,21.81,1
cv2,manipulation,20.03,1
cv2,manipulation,13.6,0
cv2,manipulation,11.76,0
cv2,manipulation,19.28,1
cv2,manipulation,17.96,1
cv2,manipulation,16.86,1
cv2,manipulation,19.18,1
cv2,manipulation,11.25,0
cv2,manipulation,12.6,0
cv2,manipulation,8.08,0
cv2,manipulation,16.6,1
cv2,manipulation,9.46,0
cv2,manipulation,17.8,1
cv2,manipulation,18.74,1
cv2,manipulation,16.87,1
cv2,manipulation,11.81,0
cv2,manipulation,14.96,1
cv2,manipulation,16.5,1
cv2,manipulation,14.17,0
cv2,manipulation,19.52,1
cv2,manipulation,17.12,1
cv2,manipulation,13.89,1
cv2,manipulation,19.73,1
cv2,manipulation,21.95,1
cv2,manipulation,12.86,0
cv2,manipulation,20.94,1
cv2,manipulation,17.46,1
cv2,manipulation,15.87,0
cv2,manipulation,16.2,0
cv2,manipulation,18.33,1
cv2,manipulation,17.06,1
cv2,manipulation,11.43,0
cv2,manipulation,11.72,1
cv2,manipulation,12.59,1
cv2,manipulation,17.32,1
cv2,manipulation,14.47,1
cv2,manipulation,14.37,0
cv2,manipulation,12.13,0
cv2,manipulation,20.11,1
cv2,manipulation,23.89,1
cv2,manipulation,14.81,0
cv2,manipulation,15.5,0
cv2,manipulation,16.8,0
cv2,manipulation,20.16,1
cv2,manipulation,20.73,1
cv2,manipulation,19.19,1
cv2,manipulation,15.94,1
cv2,manipulation,13.52,0
cv2,manipulation,18.42,1
cv2,manipulation,18.35,0
cv2,manipulation,11.62,0
cv2,manipulation,18.59,0
cv2,manipulation,18.15,1
cv2,manipulation,17.1,0
cv2,manipulation,19.34,1
cv2,manipulation,16.25,1
cv2,manipulation,20.25,1
cv2,manipulation,14.61,1
cv2,manipulation,14.19,1
cv2,manipulation,19.32,1
cv2,manipulation,18.72,1
cv2,manipulation,23.33,1
cv2,manipulation,20.53,1
cv2,manipulation,12.02,0
cv2,manipulation,14.56,0
cv2,manipulation,18.19,1
cv2,manipulation,18.46,1
cv2,manipulation,20.64,1
cv2,manipulation,18.46,1
cv2,manipulation,7.58,0
cv2,manipulation,17.36,1
cv2,manipulation,18.99,1
cv2,manipulation,17.3,1
cv2,manipulation,10.52,0
cv2,manipulation,15.13,1
cv2,manipulation,13.28,0
cv2,manipulation,19.26,1
cv2,manipulation,9.69,0
cv2,manipulation,20.32,1
cv2,manipulation,15.87,1
cv2,manipulation,17.57,1
cv2,manipulation,17.61,0
cv2,manipulation,16.44,0
cv2,manipulation,16.92,1
cv2,manipulation,19.67,1
cv2,manipulation,9.96,0
cv2,manipulation,7.06,0
cv2,manipulation,12.2,0
cv2,manipulation,17.47,1
cv2,manipulation,10.41,0
cv2,manipulation,11,1
cv2,manipulation,16.79,1
cv2,manipulation,16.29,1
cv2,manipulation,14.21,0
cv2,manipulation,7.48,0
cv2,manipulation,17.16,1
cv2,manipulation,16.64,1
cv2,manipulation,19.34,1
cv2,manipulation,17.57,0
cv2,manipulation,20.83,1
cv2,manipulation,17.52,1
cv2,manipulation,13.03,1
cv2,manipulation,19.01,1
cv2,manipulation,20.35,1
cv2,manipulation,18.57,1
cv2,manipulation,13.65,1
cv2,manipulation,15.01,1
cv2,manipulation,19.48,1
cv2,manipulation,10.7,0
cv2,manipulation,14.22,0
cv2,manipulation,20.89,1
cv2,manipulation,19.64,1
cv2,manipulation,18.91,1
cv2,manipulation,16.93,1
cv2,manipulation,17.77,1
cv2,manipulation,19.26,1
cv2,manipulation,19.96,1
cv2,manipulation,16.58,0
cv2,manipulation,17.12,1
cv2,manipulation,17.37,1
cv2,manipulation,20.12,1
cv2,manipulation,17.19,1
cv2,manipulation,19.4,1
cv2,manipulation,14.84,1
cv2,manipulation,19.9,1
cv2,manipulation,19.54,1
cv2,manipulation,17.11,0
cv2,manipulation,20.47,1
cv2,manipulation,17.23,0
cv2,manipulation,17.3,1
cv2,manipulation,17.14,1
cv2,manipulation,20.36,1
cv2,manipulation,6.46,0
cv2,manipulation,17.41,1
cv2,manipulation,20.47,1
cv2,manipulation,20.6,1
cv2,manipulation,22.41,1
cv2,manipulation,16.13,1
cv2,manipulation,21.05,1
cv2,manipulation,17.58,1
cv2,manipulation,21.66,1
cv2,manipulation,15.91,1
cv2,manipulation,20.85,1
cv2,manipulation,16.79,1
cv2,manipulation,21.72,1
cv2,manipulation,17,1
cv2,manipulation,18.55,1
cv2,manipulation,21.01,1
cv2,manipulation,12.73,0
cv2,manipulation,19.27,1
cv2,manipulation,13.4,0
cv2,manipulation,12.64,0
cv2,manipulation,9.33,0
cv2,manipulation,10.85,0
cv2,manipulation,5.94,0
cv2,manipulation,10.83,0
cv2,manipulation,12.28,1
cv2,manipulation,6.96,0
cv2,manipulation,17.29,0
cv2,manipulation,8.53,1
cv2,manipulation,12.89,1
cv2,manipulation,11.4,1
cv2,manipulation,17.74,1
cv2,manipulation,16.24,0
cv2,manipulation,20.19,1
cv2,manipulation,24.55,1
cv2,manipulation,14.74,1
cv2,manipulation,11.4,1
cv2,manipulation,21,1
cv2,manipulation,18.82,1
cv2,manipulation,13.36,1
cv2,manipulation,14.45,1
cv2,manipulation,8.71,1
cv2,manipulation,7.32,0
cv2,manipulation,14,1
cv2,manipulation,12.58,0
cv2,manipulation,15.67,1
cv2,manipulation,18.05,1
cv2,manipulation,9.04,0
cv2,manipulation,19.1,1
cv2,manipulation,15.79,0
cv2,manipulation,17.93,1
cv2,manipulation,17.45,1
cv2,manipulation,9.62,0
cv2,manipulation,14.93,1
cv2,manipulation,11.14,0
cv2,manipulation,10.63,1
cv2,manipulation,17.28,0
cv2,manipulation,15.56,0
cv2,manipulation,13.08,0
cv2,manipulation,14.25,1
cv2,manipulation,9.46,1
cv2,manipulation,12.08,1
cv2,manipulation,16.99,1
cv2,manipulation,15.45,1
cv2,manipulation,8.84,1
cv2,manipulation,15,1
cv2,manipulation,18.61,1
cv2,manipulation,12.7,1
cv2,manipulation,17.51,1
cv2,manipulation,9.5,0
cv2,manipulation,8.53,0
cv2,manipulation,16.72,0
cv2,manipulation,14.01,1
cv2,manipulation,20.43,1
cv2,manipulation,9.03,0
cv2,manipulation,15.33,1
cv2,manipulation,19.26,1
cv2,manipulation,17.75,1
cv2,manipulation,12.16,1
cv2,manipulation,14.35,1
cv2,manipulation,6.22,0
cv2,manipulation,11.43,1
cv2,manipulation,13.11,1
cv2,manipulation,20.95,1
cv2,manipulation,18.13,1
cv2,manipulation,11.66,1
cv2,manipulation,11.56,1
cv2,manipulation,8.53,0
cv2,manipulation,17.21,1
cv2,manipulation,12.14,1
cv2,manipulation,14.02,0
cv2,manipulation,17.62,1
cv2,manipulation,7.91,0
cv2,manipulation,16.77,1
cv2,manipulation,5.91,0
cv2,manipulation,14.99,1
cv2,manipulation,14.91,1
cv2,manipulation,15.48,0
cv2,manipulation,19.79,1
cv2,manipulation,10.28,0
cv2,manipulation,14.48,0
cv2,manipulation,20.02,1
cv2,manipulation,9.96,0
cv2,manipulation,18.03,1
cv2,manipulation,17.11,0
cv2,manipulation,18.29,1
cv2,manipulation,10.84,1
cv2,manipulation,11.04,0
cv2,manipulation,5.49,0
cv2,manipulation,11.57,0
cv2,manipulation,17.78,1
cv2,manipulation,15.25,1
cv2,manipulation,18.77,1
cv2,manipulation,14.86,1
cv2,manipulation,8.32,0
cv2,manipulation,17.71,1
cv2,manipulation,11.91,1
cv2,manipulation,15.74,1
cv2,manipulation,7.95,0
cv2,manipulation,19.72,1
cv2,manipulation,13.55,0
cv2,manipulation,11.2,1
cv2,manipulation,15.48,1
cv2,manipulation,12.16,0
cv2,manipulation,19.16,1
cv2,manipulation,9.73,0
cv2,manipulation,18.03,1
cv2,manipulation,12.44,1
cv2,manipulation,15.69,1
cv2,manipulation,13.59,0
cv2,manipulation,15.65,1
cv2,manipulation,19.68,1
cv2,manipulation,10.44,0
cv2,manipulation,11.39,0
cv2,manipulation,13.32,0
cv2,manipulation,16.55,1
cv2,manipulation,20.96,1
cv2,manipulation,14.33,1
cv2,manipulation,16.49,1
cv2,manipulation,5.51,0
cv2,manipulation,14.15,0
cv2,manipulation,19.05,1
cv2,manipulation,11.42,1
cv2,manipulation,20.07,1
cv2,manipulation,13.2,1
cv2,manipulation,16.85,1
cv2,manipulation,8.61,0
cv2,manipulation,16.1,1
cv2,manipulation,8.12,0
cv2,manipulation,19.31,1
cv2,manipulation,11.49,0
cv2,manipulation,16.08,1
cv2,manipulation,19.11,1
cv2,manipulation,21.02,1
cv2,manipulation,19.5,1
cv2,manipulation,14.76,1
cv2,manipulation,17.63,1
cv2,manipulation,15.31,1
cv2,manipulation,18.89,1
cv2,manipulation,15.56,1
cv2,manipulation,14.54,1
cv2,manipulation,12.75,0
cv2,manipulation,18.74,1
cv2,manipulation,10.77,0
cv2,manipulation,19.19,1
cv2,manipulation,16.51,1
cv2,manipulation,20.23,1
cv2,manipulation,9.92,1
cv2,manipulation,13.83,1
cv2,manipulation,15.28,0
cv2,manipulation,21.19,1
cv2,manipulation,16.94,1
cv2,manipulation,12.62,1
cv2,manipulation,13.44,0
cv2,manipulation,11.04,0
cv2,manipulation,15.65,1
cv2,manipulation,14.7,0
cv2,manipulation,10.93,1
cv2,manipulation,14.63,1
cv2,manipulation,17.46,1
cv2,manipulation,13.69,1
cv2,manipulation,19.02,1
cv2,manipulation,20.74,1
cv2,manipulation,9.97,0
cv2,manipulation,17.66,0
cv2,manipulation,15.33,1
cv2,manipulation,12.47,1
cv2,manipulation,19.03,1
cv2,manipulation,16.57,1
cv2,manipulation,13.45,0
cv2,manipulation,14.77,1
cv2,manipulation,16.78,1
cv2,manipulation,13.5,1
cv2,manipulation,17.31,1
cv2,manipulation,11.85,1
cv2,manipulation,21.79,1
cv2,manipulation,23.7,1
cv2,manipulation,17.84,1
cv2,manipulation,14.44,1
cv2,manipulation,8.35,1
cv2,manipulation,9.06,0
cv2,manipulation,9.66,0
cv2,manipulation,16.83,1
cv2,manipulation,14.01,0
cv2,manipulation,15.6,0
cv2,manipulation,13.63,0
cv2,manipulation,17.62,0
cv2,manipulation,21.52,1
cv2,manipulation,19.19,1
cv2,manipulation,9.36,0
cv2,manipulation,11.66,0
cv2,manipulation,18.77,1
cv2,manipulation,12.71,0
cv2,manipulation,15.84,1
cv2,manipulation,19.02,1
cv2,manipulation,19.03,1
cv2,manipulation,14.86,0
cv2,manipulation,14.27,0
cv2,manipulation,11.42,1
cv2,manipulation,12.01,1
cv2,manipulation,10.35,0
cv2,manipulation,17.18,1
cv2,manipulation,19.06,1
cv2,manipulation,9.46,0
cv2,manipulation,13.81,1
cv2,manipulation,20.93,1
cv2,manipulation,10.11,0
cv2,manipulation,21.32,1
cv2,manipulation,8.98,0
cv2,manipulation,13.94,0
cv2,manipulation,11.59,1
cv2,manipulation,11.58,0
cv2,manipulation,20.44,1
cv2,manipulation,12.87,0
cv2,manipulation,12.72,1
cv2,manipulation,20.71,1
cv2,manipulation,14.6,0
cv2,manipulation,10.63,0
cv2,manipulation,13.36,1
cv2,manipulation,20.35,0
cv2,manipulation,20.25,1
cv2,manipulation,22.42,1
cv2,manipulation,23.33,1
cv2,manipulation,19.22,1
cv2,manipulation,11.52,0
cv2,manipulation,21.13,1
cv2,manipulation,19.31,1
cv2,manipulation,19.18,1
cv2,manipulation,14.8,1
cv2,manipulation,15.2,0
cv2,manipulation,17.66,1
cv2,manipulation,15.71,1
cv2,manipulation,12.85,0
cv2,manipulation,13.13,0
cv2,manipulation,22.16,1
cv2,manipulation,15.39,1
cv2,manipulation,17.3,1
cv2,manipulation,21.2,1
cv2,manipulation,15.07,0
cv2,manipulation,15.22,0
cv2,manipulation,15.08,1
cv2,manipulation,14.53,1
cv2,manipulation,19.94,1
cv2,manipulation,18.32,1
cv2,manipulation,11.78,0
cv2,manipulation,13.24,0
cv2,manipulation,15.03,1
cv2,manipulation,14.74,0
cv2,manipulation,21.28,1
cv2,manipulation,21.77,1
cv2,manipulation,15.61,1
cv2,manipulation,16.72,1
cv2,manipulation,20.27,1
cv2,manipulation,21.04,1
cv2,manipulation,15.84,0
cv2,manipulation,10.85,1
cv2,manipulation,7.8,0
cv2,manipulation,13.27,0
cv2,manipulation,15.95,1
cv2,manipulation,23.82,1
cv2,manipulation,17.41,0
cv2,manipulation,13.62,1
cv2,manipulation,20.45,1
cv2,manipulation,18.96,1
cv2,manipulation,19.07,1
cv2,manipulation,16.73,0
cv2,manipulation,16.96,1
cv2,manipulation,20.48,1
cv2,manipulation,16.91,1
cv2,manipulation,15.49,1
cv2,manipulation,20.24,1
cv2,manipulation,16.75,0
cv2,manipulation,16.73,1
cv2,manipulation,11.54,1
cv2,manipulation,16.5,1
cv2,manipulation,9.46,0
cv2,manipulation,11.49,0
cv2,manipulation,14.63,0
cv2,manipulation,11,0
cv2,manipulation,18.66,1
cv2,manipulation,18.18,1
cv2,manipulation,17.99,1
cv2,manipulation,22.22,1
cv2,manipulation,19.76,1
cv2,manipulation,16.29,1
cv2,manipulation,19.4,1
cv2,manipulation,12.85,1
cv2,manipulation,19.82,1
cv2,manipulation,16.57,1
cv2,manipulation,13.98,0
cv2,manipulation,17.32,0
cv2,manipulation,13.8,0
cv2,manipulation,13.3,1
cv2,manipulation,18.53,1
cv2,manipulation,19.41,1
cv2,manipulation,16.95,1
cv2,manipulation,18.39,0
cv2,manipulation,20.46,1
cv2,manipulation,13.75,0
cv2,manipulation,10.17,0
cv2,manipulation,15.76,1
cv2,manipulation,18.59,1
cv2,manipulation,16.66,1
cv2,manipulation,20.45,1
cv2,manipulation,16.27,0
cv2,manipulation,14.26,0
cv2,manipulation,13.88,0
cv2,manipulation,19.96,0
cv2,manipulation,16.13,0
cv2,manipulation,15.98,0
cv2,manipulation,18.61,0
cv2,manipulation,15.5,1
cv2,manipulation,21.01,0
cv2,manipulation,18.74,0
cv2,manipulation,17.22,1
cv2,manipulation,20.3,1
cv2,manipulation,10.08,0
cv2,manipulation,16.74,1
cv2,manipulation,18.8,0
cv2,manipulation,18.62,0
cv2,manipulation,12.24,0
cv2,manipulation,17.48,1
cv2,manipulation,18.07,0
cv2,manipulation,20.82,1
cv2,manipulation,20.69,1
cv2,manipulation,22.05,1
cv2,manipulation,15.59,0
cv2,manipulation,16.56,0
cv2,manipulation,18.91,1
cv2,manipulation,17.91,0
cv2,manipulation,18.44,1
cv2,manipulation,12.55,0
cv2,manipulation,14.61,1
cv2,manipulation,9.28,0
cv2,manipulation,19.96,0
cv2,manipulation,20.58,1
cv2,manipulation,18.77,1
cv2,manipulation,20.77,1
cv2,manipulation,19.8,1
cv2,manipulation,21.23,1
cv2,manipulation,20.51,1
cv2,manipulation,17.13,0
cv2,manipulation,19.09,0
cv2,manipulation,13.66,0
cv2,manipulation,10.22,0
cv2,manipulation,15.27,1
cv2,manipulation,14.83,1
cv2,manipulation,13.93,0
cv2,manipulation,12.16,0
cv2,manipulation,20.88,1
cv2,manipulation,19.95,1
cv2,manipulation,21.66,0
cv2,manipulation,22.32,1
cv2,manipulation,18.01,1
cv2,manipulation,16.67,1
cv2,manipulation,18.71,0
cv2,manipulation,11.47,0
cv2,manipulation,16.21,0
cv2,manipulation,21.46,1
cv2,manipulation,17.48,1
cv2,manipulation,11.18,0
cv2,manipulation,19.46,1
cv2,manipulation,15.03,0
cv2,manipulation,12.84,1
cv2,manipulation,23.36,1
cv2,manipulation,16.06,1
cv2,manipulation,19.58,1
cv2,manipulation,18.34,0
cv2,manipulation,11.37,0
cv2,manipulation,15.2,0
cv2,manipulation,16.08,0
cv2,manipulation,16.95,0
cv2,manipulation,9.19,0
cv2,manipulation,15.01,1
cv2,manipulation,15.1,0
cv2,manipulation,17.45,1
cv2,manipulation,9.15,0
cv2,manipulation,16.57,0
cv2,manipulation,11.46,0
cv2,manipulation,11.74,0
cv2,manipulation,11.87,0
cv2,manipulation,19.19,1
cv2,manipulation,19.27,0
cv2,manipulation,14.77,0
cv2,manipulation,15.66,1
cv2,manipulation,8.96,0
cv2,manipulation,20.51,1
cv2,manipulation,16.08,0
cv2,manipulation,10.83,1
cv2,manipulation,12.17,0
cv2,manipulation,18.58,1
cv2,manipulation,17.48,1
cv2,manipulation,18.9,1
cv2,manipulation,19.23,1
cv2,manipulation,18.11,1
cv2,manipulation,15.22,0
cv2,manipulation,12.31,0
cv2,manipulation,16.96,0
cv2,manipulation,14.86,0
cv2,manipulation,19.27,0
cv2,manipulation,20.89,1
cv2,manipulation,18.33,1
cv2,manipulation,15.87,1
cv2,manipulation,13.12,0
cv2,manipulation,11.52,0
cv2,manipulation,18.42,1
cv2,manipulation,6.11,0
cv2,manipulation,18.98,1
cv2,manipulation,17.58,1
cv2,manipulation,19.5,1
cv2,manipulation,15.57,1
cv2,manipulation,18.32,1
cv2,manipulation,18.89,1
cv2,manipulation,10.29,0
cv2,manipulation,12.18,0
cv2,manipulation,18.84,0
cv2,manipulation,20.29,1
cv2,manipulation,19.92,1
cv2,manipulation,13.29,0
cv2,manipulation,20.64,1
cv2,manipulation,16.49,1
cv2,manipulation,19.94,1
cv2,manipulation,19.5,1
cv2,manipulation,21.36,1
cv2,manipulation,19.42,1
cv2,manipulation,15.51,0
cv2,manipulation,15.95,0
cv2,manipulation,18.95,1
cv2,manipulation,11.57,0
cv2,manipulation,17.2,0
cv2,manipulation,17.17,1
cv2,manipulation,12.87,0
cv2,manipulation,15.77,1
cv2,manipulation,20.69,1
cv2,manipulation,13.9,0
cv2,manipulation,16.91,0
cv2,manipulation,18.24,1
cv2,manipulation,17.69,0
cv2,manipulation,17.96,1
cv2,manipulation,17.27,1
cv2,manipulation,18.81,0
cv2,manipulation,18.2,0
cv2,manipulation,11.73,1
cv2,manipulation,19.27,1
cv2,manipulation,21.37,1
cv2,manipulation,19.73,1
