type,area,area_reduction
Triticum aestivum,20.08845472,0
Triticum aestivum,16.3168894,0
Triticum aestivum,18.71617156,0
Triticum aestivum,17.12255241,0
Triticum aestivum,11.09335996,1
Triticum aestivum,20.45144574,0
Triticum aestivum,20.26552351,0
Triticum aestivum,11.77507482,1
Triticum aestivum,16.30803596,0
Triticum aestivum,17.23764713,1
Triticum aestivum,11.81048858,1
Triticum aestivum,16.65332011,1
Triticum aestivum,21.47844475,0
Triticum aestivum,18.50368901,0
Triticum aestivum,18.35318053,0
Triticum aestivum,16.33459628,1
Triticum aestivum,19.3713261,0
Triticum aestivum,20.59310078,0
Triticum aestivum,15.57320046,0
Triticum aestivum,19.49527426,0
Triticum aestivum,18.8578266,0
Triticum aestivum,18.2115255,0
Triticum aestivum,17.66261223,0
Triticum aestivum,19.4598605,0
Triticum aestivum,18.7692922,0
Triticum aestivum,18.17611174,0
Triticum aestivum,18.74273188,0
Triticum aestivum,17.18452649,0
Triticum aestivum,14.15665011,1
Triticum aestivum,20.03533408,0
Triticum aestivum,18.41515461,0
Triticum aestivum,20.47800606,0
Triticum aestivum,19.63692929,0
Triticum aestivum,19.17655043,0
Triticum aestivum,19.8848256,0
Triticum aestivum,19.13228323,0
Triticum aestivum,16.67102699,1
Triticum aestivum,20.79672989,0
Triticum aestivum,18.86668004,0
Triticum aestivum,17.62719848,0
Triticum aestivum,17.88394823,0
Triticum aestivum,21.02691933,0
Triticum aestivum,21.02691933,0
Triticum aestivum,22.66480567,0
Triticum aestivum,19.18540387,0
Triticum aestivum,15.69714862,0
Triticum aestivum,16.24606188,1
Triticum aestivum,20.26552351,0
Triticum aestivum,21.87684954,0
Triticum aestivum,18.30891333,0
Triticum aestivum,17.06057833,1
Triticum aestivum,19.07916259,0
Triticum aestivum,21.56697915,0
Triticum aestivum,18.55680965,0
Triticum aestivum,20.19469599,0
Triticum aestivum,10.71266206,1
Triticum aestivum,13.58117652,0
Triticum aestivum,18.64534404,1
Triticum aestivum,16.82153546,0
Triticum aestivum,17.79541383,0
Triticum aestivum,16.00701901,0
Triticum aestivum,16.7861217,0
Triticum aestivum,18.06101702,0
Triticum aestivum,16.3168894,0
Triticum aestivum,19.59266209,0
Triticum aestivum,17.47669,0
Triticum aestivum,18.23808582,0
Triticum aestivum,20.37176479,0
Triticum aestivum,21.01806589,0
Triticum aestivum,19.09686947,0
Triticum aestivum,18.25579269,0
Triticum aestivum,18.43286149,0
Triticum aestivum,13.74053844,1
Triticum aestivum,18.18496518,0
Triticum aestivum,19.34476578,0
Triticum aestivum,13.26245269,0
Triticum aestivum,18.11413766,1
Triticum aestivum,20.80558333,0
Triticum aestivum,16.75956138,0
Triticum aestivum,21.38991035,0
Triticum aestivum,21.2659622,0
Triticum aestivum,20.4868595,0
Triticum aestivum,12.88175479,1
Triticum aestivum,18.94636099,0
Triticum aestivum,21.61124635,0
Triticum aestivum,19.42444674,0
Triticum aestivum,20.24781663,0
Triticum aestivum,18.32662021,0
Triticum aestivum,16.64446667,1
Triticum aestivum,18.37974085,0
Triticum aestivum,20.56654046,0
Triticum aestivum,10.68610174,1
Triticum aestivum,15.36071791,0
Triticum aestivum,11.68654043,1
Triticum aestivum,20.14157535,0
Triticum aestivum,14.45766706,0
Triticum aestivum,19.94679968,0
Triticum aestivum,15.66173486,0
Triticum aestivum,20.30979071,0
Triticum aestivum,14.74097713,0
Triticum aestivum,16.8746561,0
Triticum aestivum,20.35405791,0
Triticum aestivum,20.20354943,0
Triticum aestivum,20.14157535,0
Triticum aestivum,19.33591234,0
Triticum aestivum,19.97336,0
Triticum aestivum,17.39700904,0
Triticum aestivum,16.53822539,0
Triticum aestivum,18.84897316,0
Triticum aestivum,17.96362918,0
Triticum aestivum,16.70644074,1
Triticum aestivum,19.18540387,0
Triticum aestivum,21.37220348,0
Triticum aestivum,17.64490535,0
Triticum aestivum,18.46827525,0
Triticum aestivum,15.89192429,0
Triticum aestivum,16.51166507,1
Triticum aestivum,18.60107684,0
Triticum aestivum,14.55505489,0
Triticum aestivum,13.02340982,1
Triticum aestivum,19.96450656,0
Triticum aestivum,17.59178472,0
Triticum aestivum,17.98133606,0
Triticum aestivum,21.29252252,0
Triticum aestivum,12.85519447,0
Triticum aestivum,19.05260227,0
Triticum aestivum,19.86711872,0
Triticum aestivum,18.88438691,0
Triticum aestivum,20.39832511,0
Triticum aestivum,19.4155933,1
Triticum aestivum,16.21950156,1
Triticum aestivum,19.73431713,0
Triticum aestivum,20.13272191,0
Triticum aestivum,21.10660028,0
Triticum aestivum,11.11106684,0
Triticum aestivum,16.99860426,1
Triticum aestivum,16.32574284,0
Triticum aestivum,20.45144574,0
Triticum aestivum,20.40717855,0
Triticum aestivum,17.68917255,0
Triticum aestivum,21.74404794,0
Triticum aestivum,11.62456635,0
Triticum aestivum,12.43022936,1
Triticum aestivum,18.53024933,0
Triticum aestivum,17.73343975,0
Triticum aestivum,17.02516457,0
Triticum aestivum,21.32793628,0
Triticum aestivum,16.7418545,0
Triticum aestivum,19.31820546,0
Triticum aestivum,19.07916259,0
Triticum aestivum,14.98002,0
Triticum aestivum,21.14201404,0
Triticum aestivum,20.20354943,0
Triticum aestivum,15.65288142,0
Triticum aestivum,13.97958131,0
Triticum aestivum,18.61878372,0
Triticum aestivum,20.09730816,0
Triticum aestivum,19.89367904,0
Triticum aestivum,17.13140585,0
Triticum aestivum,20.00877376,0
Triticum aestivum,16.46739787,0
Triticum aestivum,19.20311074,0
Triticum aestivum,19.08801603,0
Triticum aestivum,19.69004993,0
Triticum aestivum,18.93750755,0
Triticum aestivum,17.78656039,0
Triticum aestivum,14.65244273,1
Triticum aestivum,19.16769699,0
Triticum aestivum,13.88219348,1
Triticum aestivum,16.21064812,1
Triticum aestivum,18.10528422,0
Triticum aestivum,13.51920245,0
Triticum aestivum,21.29252252,0
Triticum aestivum,14.98002,0
Triticum aestivum,15.6705883,0
Triticum aestivum,20.41603199,0
Triticum aestivum,17.57407784,0
Triticum aestivum,17.93706887,0
Triticum aestivum,8.933120674,1
Triticum aestivum,17.04287145,0
Triticum aestivum,20.20354943,0
Triticum aestivum,17.77770695,0
Triticum aestivum,20.4868595,0
Triticum aestivum,16.48510475,0
Triticum aestivum,21.53156539,0
Triticum aestivum,18.99948163,0
Triticum aestivum,14.49308082,0
Triticum aestivum,19.76973089,0
Triticum aestivum,21.15972092,0
Triticum aestivum,19.84941184,0
Triticum aestivum,19.05260227,0
Triticum aestivum,16.37886348,0
Triticum aestivum,22.58512472,0
Triticum aestivum,18.37974085,0
Triticum aestivum,17.81312071,0
Triticum aestivum,19.4598605,0
Triticum aestivum,14.70556337,0
Triticum aestivum,18.45942181,0
Triticum aestivum,19.8848256,0
Triticum aestivum,16.21950156,0
Triticum aestivum,16.33459628,1
Triticum aestivum,12.50105688,0
Triticum aestivum,17.9459223,0
Triticum aestivum,15.88307085,0
Triticum aestivum,12.22660025,1
Triticum aestivum,20.32749759,0
Triticum aestivum,18.1672583,1
Triticum aestivum,17.70687943,1
Triticum aestivum,9.756490567,1
Triticum aestivum,17.48554344,0
Triticum aestivum,21.11545372,0
Triticum aestivum,9.747637128,0
Triticum aestivum,14.15665011,1
Triticum aestivum,19.01718851,0
Triticum aestivum,20.61080766,0
Triticum aestivum,21.99194426,0
Triticum aestivum,20.15042879,0
Triticum aestivum,17.9459223,0
Triticum aestivum,18.5922234,0
Triticum aestivum,14.03270195,1
Triticum aestivum,19.79629121,0
Triticum aestivum,19.17655043,0
Triticum aestivum,16.8746561,0
Triticum aestivum,19.33591234,0
Triticum aestivum,16.45854443,0
Triticum aestivum,20.25667007,0
Triticum aestivum,12.51876376,1
Triticum aestivum,19.69890337,0
Triticum aestivum,17.54751752,0
Triticum aestivum,13.48378869,0
Triticum aestivum,16.61790635,1
Triticum aestivum,15.98045869,0
Triticum aestivum,19.00833507,0
Triticum aestivum,16.59134603,1
Triticum aestivum,18.18496518,0
Triticum aestivum,21.9565305,0
Triticum aestivum,19.17655043,0
Triticum aestivum,19.38017954,0
Triticum aestivum,22.85958135,0
Triticum aestivum,19.71661025,0
Triticum aestivum,18.45056837,0
Triticum aestivum,16.7418545,0
Triticum aestivum,14.53734801,1
Triticum aestivum,24.1875973,0
Triticum aestivum,20.36291135,0
Triticum aestivum,15.25447663,0
Triticum aestivum,21.85914266,0
Triticum aestivum,19.11457635,0
Triticum aestivum,19.00833507,0
Triticum aestivum,18.99948163,0
Triticum aestivum,21.16857436,0
Triticum aestivum,19.77858433,0
Triticum aestivum,20.34520447,0
Triticum aestivum,22.74448663,0
Triticum aestivum,15.27218351,0
Triticum aestivum,18.25579269,0
Triticum aestivum,16.71529418,0
Triticum aestivum,21.80602202,0
Triticum aestivum,21.29252252,0
Triticum aestivum,16.98975082,0
Triticum aestivum,21.66436699,0
Triticum aestivum,18.89324035,0
Triticum aestivum,16.53822539,0
Triticum aestivum,19.67234305,0
Triticum aestivum,19.69890337,0
Triticum aestivum,18.91094723,0
Triticum aestivum,21.28366908,0
Triticum aestivum,20.15928223,0
Triticum aestivum,16.91006986,1
Triticum aestivum,18.08757734,0
Triticum aestivum,18.70731812,0
Triticum aestivum,15.72370894,0
Triticum aestivum,19.9290928,0
Triticum aestivum,18.7692922,0
Triticum aestivum,15.66173486,0
Triticum aestivum,12.76666007,1
Triticum aestivum,20.17698911,0
Triticum aestivum,18.14955142,0
Triticum aestivum,21.221695,0
Triticum aestivum,18.15840486,0
Triticum aestivum,19.33591234,0
Triticum aestivum,16.79497514,1
Triticum aestivum,21.77060826,0
Triticum aestivum,21.94767706,0
Triticum aestivum,23.13403798,0
Triticum aestivum,13.2181855,0
Triticum aestivum,18.15840486,0
Triticum aestivum,19.52183457,0
Triticum aestivum,22.32837496,0
Triticum aestivum,14.71441681,0
Triticum aestivum,16.91006986,0
Triticum aestivum,20.47800606,0
Triticum aestivum,22.30181465,0
Triticum aestivum,13.32442677,1
Triticum aestivum,20.73475582,0
Triticum aestivum,20.0618944,0
Triticum aestivum,15.6263211,0
Triticum aestivum,18.23808582,0
Triticum aestivum,19.65463617,0
Triticum aestivum,20.71704894,0
Triticum aestivum,21.46959131,0
Triticum aestivum,20.59310078,0
Triticum aestivum,23.13403798,0
Triticum aestivum,16.84809578,1
Triticum aestivum,21.85028922,0
Triticum aestivum,18.78699908,0
Triticum aestivum,22.15130617,0
Triticum aestivum,17.61834504,0
Triticum aestivum,19.06145571,1
Triticum aestivum,20.53998014,0
Triticum aestivum,20.45144574,0
Triticum aestivum,20.87641085,0
Triticum aestivum,15.74141582,0
Triticum aestivum,17.68031911,0
Triticum aestivum,16.76841482,0
Triticum aestivum,18.725025,0
Triticum aestivum,17.27306089,1
Triticum aestivum,10.88087741,1
Triticum aestivum,21.23940188,0
Triticum aestivum,20.29208383,0
Triticum aestivum,10.88973085,1
Triticum aestivum,17.28191433,0
Triticum aestivum,21.57583259,0
Triticum aestivum,20.55768702,0
Triticum aestivum,15.7148555,0
Triticum aestivum,16.43198411,1
Triticum aestivum,16.63561323,0
Triticum aestivum,18.88438691,1
Triticum aestivum,21.55812571,0
Triticum aestivum,11.02253245,1
Triticum aestivum,19.38903298,0
Triticum aestivum,21.54041883,0
Triticum aestivum,16.65332011,0
Triticum aestivum,19.10572291,0
Triticum aestivum,16.9189233,0
Triticum aestivum,16.97204394,1
Triticum aestivum,15.79453645,1
Triticum aestivum,15.21906287,0
Triticum aestivum,17.61834504,0
Triticum aestivum,20.34520447,0
Triticum aestivum,21.55812571,0
Triticum aestivum,21.92111674,0
Triticum aestivum,15.74141582,1
Triticum aestivum,18.83126628,0
Triticum aestivum,19.22081762,0
Triticum aestivum,17.26420745,0
Triticum aestivum,18.90209379,0
Triticum aestivum,18.75158532,0
Triticum aestivum,17.42356936,0
Triticum aestivum,20.77016957,1
Triticum aestivum,20.04418752,1
Triticum aestivum,17.99904294,0
Triticum aestivum,16.82153546,0
Triticum aestivum,13.31557333,1
Triticum aestivum,21.44303099,0
Triticum aestivum,19.4598605,0
Triticum aestivum,16.84809578,0
Triticum aestivum,16.79497514,0
Triticum aestivum,14.66129617,1
Triticum aestivum,18.5922234,1
Triticum aestivum,22.07162521,0
Triticum aestivum,24.20530418,0
Triticum aestivum,19.43330018,0
Triticum aestivum,19.4598605,0
Triticum aestivum,20.75246269,0
Triticum aestivum,15.72370894,0
Triticum aestivum,19.4598605,0
Triticum aestivum,18.45942181,0
Triticum aestivum,20.52227326,0
Triticum aestivum,16.06013965,0
Triticum aestivum,19.61036897,0
Triticum aestivum,15.15708879,0
Triticum aestivum,22.93040887,0
Triticum aestivum,17.20223337,0
Triticum aestivum,19.67234305,0
Triticum aestivum,17.88394823,0
Triticum aestivum,17.91050855,1
Triticum aestivum,17.68031911,1
Triticum aestivum,15.99816557,0
Triticum aestivum,16.59134603,0
Triticum aestivum,21.3544966,0
Triticum aestivum,14.03270195,1
Triticum aestivum,19.20311074,0
Triticum aestivum,18.94636099,0
Triticum aestivum,20.0176272,0
Triticum aestivum,12.92602199,1
Triticum aestivum,17.01631113,0
Triticum aestivum,7.764466631,1
Triticum aestivum,18.17611174,1
Triticum aestivum,15.70600206,0
Triticum aestivum,17.89280167,0
Triticum aestivum,12.74009975,1
Triticum aestivum,20.90297117,0
Triticum aestivum,14.69670993,0
Triticum aestivum,18.15840486,0
Triticum aestivum,20.99150557,0
Triticum aestivum,6.702053865,1
Triticum aestivum,18.00789638,0
Triticum aestivum,16.67102699,0
Triticum aestivum,18.83126628,0
Triticum aestivum,19.76087745,0
Triticum aestivum,19.8405584,0
Triticum aestivum,18.1672583,0
Triticum aestivum,21.85914266,0
Triticum aestivum,15.72370894,0
Triticum aestivum,19.87597216,0
Triticum aestivum,14.56390833,0
Triticum aestivum,18.6364906,0
Triticum aestivum,19.3270589,0
Triticum aestivum,16.80382858,0
Triticum aestivum,15.92733805,0
Triticum aestivum,15.98045869,0
Triticum aestivum,18.42400805,0
Triticum aestivum,15.20135599,1
Triticum aestivum,17.60063816,1
Triticum aestivum,15.05970096,0
Triticum aestivum,19.90253248,0
Triticum aestivum,19.29164514,1
Triticum aestivum,19.25623138,1
Triticum aestivum,15.73256238,0
Triticum aestivum,15.7148555,1
Triticum aestivum,16.8746561,0
Triticum aestivum,12.29742777,1
Triticum aestivum,21.8679961,0
Triticum aestivum,15.59090734,1
Triticum aestivum,18.95521443,0
Triticum aestivum,14.88263216,0
Triticum aestivum,15.59976078,0
Triticum aestivum,16.26376876,1
Triticum aestivum,21.30137596,0
Triticum aestivum,20.51341982,0
Triticum aestivum,12.48335,1
Triticum aestivum,18.71617156,0
Triticum aestivum,16.70644074,0
Triticum aestivum,19.94679968,0
Triticum aestivum,19.92023936,0
Triticum aestivum,15.12167504,0
Triticum aestivum,17.14025929,0
Triticum aestivum,12.65156535,0
Triticum aestivum,12.31513465,1
Triticum aestivum,21.47844475,1
Triticum aestivum,12.50105688,1
Triticum aestivum,16.25491532,0
Triticum aestivum,19.64578273,0
Triticum aestivum,21.83258234,0
Triticum aestivum,15.91848461,0
Triticum aestivum,17.45012968,0
Triticum aestivum,19.27393826,0
Triticum aestivum,18.78699908,0
Triticum aestivum,16.51166507,0
Triticum aestivum,15.18364911,1
Triticum aestivum,18.99062819,0
Triticum aestivum,16.53822539,0
Triticum aestivum,14.02384851,0
Triticum aestivum,21.18628124,0
Triticum aestivum,12.21774681,1
Triticum aestivum,20.65507486,0
Triticum aestivum,19.99992032,1
Triticum aestivum,20.77902301,0
Triticum aestivum,18.01674982,0
Triticum aestivum,20.02648064,0
Triticum aestivum,18.43286149,0
Triticum aestivum,20.61080766,0
Triticum aestivum,13.99728819,0
Triticum aestivum,11.03138589,1
Triticum aestivum,10.73922238,1
Triticum aestivum,14.36027922,1
Triticum aestivum,15.57320046,0
Triticum aestivum,18.13184454,0
Triticum aestivum,20.82329021,0
Triticum aestivum,14.53734801,0
Triticum aestivum,19.3713261,0
Triticum aestivum,10.73922238,1
Triticum aestivum,16.35230316,0
Triticum aestivum,14.51078769,1
Triticum aestivum,12.75780663,1
Triticum aestivum,19.10572291,0
Triticum aestivum,19.63692929,0
Triticum aestivum,18.25579269,0
Triticum aestivum,12.68697911,0
Triticum aestivum,21.85028922,0
Triticum aestivum,18.08757734,1
Triticum aestivum,21.72634106,0
Triticum aestivum,18.6364906,1
Triticum aestivum,19.17655043,0
Triticum aestivum,14.82951152,0
Triticum aestivum,17.18452649,1
Triticum aestivum,18.09643078,0
Triticum aestivum,21.14201404,0
Triticum aestivum,23.83345972,0
Triticum aestivum,16.21064812,1
Triticum aestivum,20.17698911,0
Triticum aestivum,14.98887344,0
Triticum aestivum,17.84853447,0
Triticum aestivum,18.92865411,0
Triticum aestivum,21.66436699,0
Triticum aestivum,19.60151553,0
Triticum aestivum,23.79804596,0
Triticum aestivum,23.45276181,0
Triticum aestivum,23.1605983,0
Triticum aestivum,19.36247266,0
Triticum aestivum,20.88526429,1
Triticum aestivum,18.68961124,0
Triticum aestivum,16.73300106,0
Triticum aestivum,20.82329021,0
Triticum aestivum,24.09020947,0
Triticum aestivum,21.75290138,0
Triticum aestivum,21.9565305,0
Triticum aestivum,20.46029918,0
Triticum aestivum,20.92067805,0
Triticum aestivum,16.0955534,0
Triticum aestivum,17.49439688,0
Triticum aestivum,18.33547365,0
Triticum aestivum,19.92023936,0
Triticum aestivum,16.8746561,0
Triticum aestivum,19.50412769,0
Triticum aestivum,14.68785649,1
Triticum aestivum,15.57320046,1
Triticum aestivum,21.65551355,0
Triticum aestivum,15.7148555,0
Triticum aestivum,18.55680965,1
Triticum aestivum,16.9631905,0
Triticum aestivum,20.15928223,0
Triticum aestivum,12.22660025,1
Triticum aestivum,17.22879369,0
Triticum aestivum,13.81136596,1
Triticum aestivum,21.40761723,0
Triticum aestivum,15.61746766,0
Triticum aestivum,17.47669,0
Triticum aestivum,22.07162521,0
Triticum aestivum,16.45854443,0
Triticum aestivum,16.37001004,0
Triticum aestivum,23.63868404,0
Triticum aestivum,21.60239291,0
Triticum aestivum,19.29164514,0
Triticum aestivum,17.27306089,0
Triticum aestivum,17.36159528,1
Triticum aestivum,21.07118652,0
Triticum aestivum,16.19294124,1
Triticum aestivum,17.36159528,1
Triticum aestivum,20.90297117,0
Triticum aestivum,10.6329811,1
Triticum aestivum,16.15752748,1
Triticum aestivum,20.6639283,0
Triticum aestivum,20.16813567,1
Triticum aestivum,18.37974085,0
Triticum aestivum,21.11545372,0
Triticum aestivum,16.83924234,0
Triticum aestivum,20.20354943,0
Triticum aestivum,20.61080766,1
Triticum aestivum,16.9189233,1
Triticum aestivum,19.66348961,1
Triticum aestivum,19.60151553,0
Triticum aestivum,17.68917255,1
Triticum aestivum,20.62851454,0
Triticum aestivum,15.55549358,1
Triticum aestivum,20.34520447,0
Triticum aestivum,19.99106688,0
Triticum aestivum,13.66085748,1
Triticum aestivum,16.53822539,1
Triticum aestivum,15.91848461,1
Triticum aestivum,13.36869397,1
Triticum aestivum,19.92023936,0
Triticum aestivum,21.20398812,0
Triticum aestivum,17.59178472,0
Triticum aestivum,21.42532411,0
Triticum aestivum,13.93531411,1
Triticum aestivum,22.65595223,0
Triticum aestivum,18.94636099,0
Triticum aestivum,18.02560326,0
Triticum aestivum,15.0685544,1
Triticum aestivum,17.87509479,0
Triticum aestivum,20.1061616,0
Triticum aestivum,18.23808582,0
Triticum aestivum,21.72634106,0
Triticum aestivum,22.03621145,0
Triticum aestivum,18.86668004,0
Triticum aestivum,19.36247266,0
Triticum aestivum,20.82329021,0
Triticum aestivum,18.54795621,1
Triticum aestivum,20.27437695,0
Triticum aestivum,19.14113667,0
Triticum aestivum,12.81092727,1
Triticum aestivum,18.42400805,0
Triticum aestivum,19.94679968,0
Triticum aestivum,18.20267206,0
Triticum aestivum,18.6364906,1
Triticum aestivum,14.2009173,1
Triticum aestivum,18.82241284,0
Triticum aestivum,17.98133606,0
Triticum aestivum,19.39788642,1
Triticum aestivum,15.51122638,1
Triticum aestivum,19.44215362,1
Triticum aestivum,14.69670993,1
Triticum aestivum,19.08801603,0
Triticum aestivum,19.9290928,0
Triticum aestivum,18.26464613,0
Triticum aestivum,18.48598213,0
Triticum aestivum,17.09599209,1
Triticum aestivum,18.18496518,1
Triticum aestivum,16.76841482,0
Triticum aestivum,19.96450656,1
Triticum aestivum,16.80382858,1
Triticum aestivum,20.43373887,0
Triticum aestivum,15.64402798,1
Triticum aestivum,18.51254245,0
Triticum aestivum,20.40717855,0
Triticum aestivum,19.11457635,0
Triticum aestivum,20.95609181,0
Triticum aestivum,20.47800606,0
Triticum aestivum,19.12342979,0
Triticum aestivum,18.41515461,1
Triticum aestivum,20.53998014,0
Triticum aestivum,13.7759522,0
Triticum aestivum,15.51122638,1
Triticum aestivum,19.89367904,0
Triticum aestivum,15.90963117,1
Triticum aestivum,19.94679968,0
Triticum aestivum,15.93619149,1
Triticum aestivum,14.27174482,1
Triticum aestivum,21.24825532,1
Triticum aestivum,18.02560326,1
Triticum aestivum,19.13228323,0
Triticum aestivum,14.97116656,0
Triticum aestivum,20.13272191,0
Triticum aestivum,19.26508482,0
Triticum aestivum,15.77682957,1
Triticum aestivum,18.67190436,0
Triticum aestivum,19.54839489,0
Triticum aestivum,16.58249259,1
Triticum aestivum,14.36027922,1
Triticum aestivum,9.99553344,1
Triticum aestivum,12.9525823,1
Triticum aestivum,17.28191433,0
Triticum aestivum,20.30979071,0
Triticum aestivum,18.91980067,1
Triticum aestivum,20.93838493,0
Triticum aestivum,17.00745769,0
Triticum aestivum,20.23896319,0
Triticum aestivum,18.69846468,0
Triticum aestivum,16.91006986,0
Triticum aestivum,15.92733805,1
Triticum aestivum,14.2894517,1
Triticum aestivum,11.8813161,0
Triticum aestivum,15.01543376,1
Triticum aestivum,16.7861217,0
Triticum aestivum,19.76973089,0
Triticum aestivum,21.81487546,0
Triticum aestivum,20.03533408,1
Triticum aestivum,12.41252248,1
Triticum aestivum,20.38061823,0
Triticum aestivum,19.98221344,0
Triticum aestivum,17.40586248,0
Triticum aestivum,18.08757734,0
Triticum aestivum,20.13272191,0
Triticum aestivum,17.58293128,0
Triticum aestivum,18.52139589,0
Triticum aestivum,20.42488543,0
Triticum aestivum,16.38771691,1
Triticum aestivum,17.12255241,1
Triticum aestivum,19.06145571,0
Triticum aestivum,16.76841482,1
Triticum aestivum,10.53559326,1
Triticum aestivum,18.41515461,1
Triticum aestivum,20.1061616,0
Triticum aestivum,20.47800606,0
Triticum aestivum,17.76885351,0
Triticum aestivum,13.70512468,1
Triticum aestivum,19.14999011,0
Triticum aestivum,22.35493528,0
Triticum aestivum,18.53024933,0
Triticum aestivum,13.52805589,1
Triticum aestivum,21.23940188,0
Triticum aestivum,19.3713261,0
Triticum aestivum,20.63736798,0
Triticum aestivum,24.46205394,0
Triticum aestivum,18.71617156,1
Triticum aestivum,16.8303889,0
Triticum aestivum,20.89411773,0
Triticum aestivum,21.67322043,0
Triticum aestivum,18.14955142,0
Triticum aestivum,18.78699908,1
Triticum aestivum,16.53822539,1
Triticum aestivum,19.81399809,0
Triticum aestivum,18.53910277,1
Triticum aestivum,20.92953149,0
Triticum aestivum,18.24693926,1
Triticum aestivum,17.52981064,0
Triticum aestivum,21.00035901,0
Triticum aestivum,21.7351945,0
Triticum aestivum,17.26420745,0
Triticum aestivum,19.58380865,0
Triticum aestivum,21.84143578,0
Triticum aestivum,16.52051851,1
Triticum aestivum,20.55768702,0
Triticum aestivum,16.48510475,0
Triticum aestivum,20.35405791,0
Triticum aestivum,20.16813567,0
Triticum aestivum,12.97914262,1
Triticum aestivum,21.00035901,0
Triticum aestivum,19.67234305,0
Triticum aestivum,11.81048858,1
Triticum aestivum,16.98975082,0
Triticum aestivum,15.52007982,1
Triticum aestivum,14.18321043,1
Triticum aestivum,18.1672583,0
Triticum aestivum,12.22660025,0
Triticum aestivum,16.81268202,0
Triticum aestivum,15.59976078,1
Triticum aestivum,21.57583259,0
Triticum aestivum,12.9525823,0
Triticum aestivum,21.10660028,0
Triticum aestivum,15.80338989,1
Triticum aestivum,20.22125631,0
Triticum aestivum,13.22703894,1
Triticum aestivum,20.15928223,0
Triticum aestivum,17.32618152,0
Triticum aestivum,21.3544966,0
Triticum aestivum,20.93838493,0
Triticum aestivum,16.35230316,0
Triticum aestivum,21.39876379,0
Triticum aestivum,14.35142578,1
Triticum aestivum,17.15796617,0
Triticum aestivum,18.14955142,0
Triticum aestivum,16.8303889,0
Triticum aestivum,22.13359929,0
Triticum aestivum,18.41515461,0
Triticum aestivum,22.02735801,0
Triticum aestivum,24.14333011,0
Triticum aestivum,20.22125631,0
Triticum aestivum,25.09064816,0
Triticum aestivum,15.98045869,0
Triticum aestivum,19.42444674,0
