Domain Code,Domain,Area Code (M49),area,location,element,item,year,year_count,decade,Trend,Yield
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,1976,16,1ST,1STWorld,3.3447
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,1977,17,1ST,1STWorld,3.332
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,1978,18,1ST,1STWorld,3.3344
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,1979,19,1ST,1STWorld,3.1606
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,1980,20,1ST,1STWorld,3.1175
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,1981,21,2ND,2NDWorld,3.2974
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,1982,22,2ND,2NDWorld,3.4962
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,1983,23,2ND,2NDWorld,3.5996
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,1984,24,2ND,2NDWorld,3.6668
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,1985,25,2ND,2NDWorld,3.759
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,1986,26,2ND,2NDWorld,3.8028
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,1987,27,2ND,2NDWorld,4.7158
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,1988,28,2ND,2NDWorld,4.751
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,1989,29,2ND,2NDWorld,4.9416
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,1990,30,2ND,2NDWorld,5.1967
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,1991,31,2ND,2NDWorld,4.8163
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,1992,32,2ND,2NDWorld,5.2546
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,1993,33,2ND,2NDWorld,5.297
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,1994,34,2ND,2NDWorld,5.0026
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,1995,35,2ND,2NDWorld,5.4221
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,1996,36,2ND,2NDWorld,5.6384
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,1997,37,2ND,2NDWorld,5.5994
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,1998,38,2ND,2NDWorld,5.9896
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,1999,39,2ND,2NDWorld,6.3467
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,2000,40,2ND,2NDWorld,6.3422
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,2001,41,3RD,3RDWorld,6.358
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,2002,42,3RD,3RDWorld,6.4345
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,2003,43,3RD,3RDWorld,6.5001
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,2004,44,3RD,3RDWorld,6.5567
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,2005,45,3RD,3RDWorld,6.4929
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,2006,46,3RD,3RDWorld,6.4303
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,2007,47,3RD,3RDWorld,6.4673
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,2008,48,3RD,3RDWorld,6.5031
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,2009,49,3RD,3RDWorld,6.3829
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,2010,50,3RD,3RDWorld,5.5741
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,2011,51,3RD,3RDWorld,6.5428
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,2012,52,3RD,3RDWorld,6.5823
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,2013,53,3RD,3RDWorld,6.6682
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,2014,54,3RD,3RDWorld,6.1752
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,2015,55,3RD,3RDWorld,6.5919
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,2016,56,3RD,3RDWorld,6.6311
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,2017,57,3RD,3RDWorld,6.8597
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,2018,58,3RD,3RDWorld,6.2942
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,2019,59,3RD,3RDWorld,6.5003
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,2020,60,3RD,3RDWorld,6.3663
QCL,Crops and livestock products,818,Egypt,World,Yield,Wheat,2021,60,3RD,3RDWorld,6.4537
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,1993,33,2ND,2NDWorld,0.2038
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,1994,34,2ND,2NDWorld,0.7449
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,1995,35,2ND,2NDWorld,0.5124
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,1996,36,2ND,2NDWorld,0.3665
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,1997,37,2ND,2NDWorld,0.3434
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,1998,38,2ND,2NDWorld,0.9552
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,1999,39,2ND,2NDWorld,0.77
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,2000,40,2ND,2NDWorld,0.5943
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,2001,41,3RD,3RDWorld,1.1658
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,2002,42,3RD,3RDWorld,0.1706
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,2003,43,3RD,3RDWorld,0.1987
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,2004,44,3RD,3RDWorld,0.298
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,2005,45,3RD,3RDWorld,1.1565
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,2006,46,3RD,3RDWorld,1.1604
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,2007,47,3RD,3RDWorld,0.8395
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,2008,48,3RD,3RDWorld,0.3307
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,2009,49,3RD,3RDWorld,1.0706
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,2010,50,3RD,3RDWorld,1.1786
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,2011,51,3RD,3RDWorld,1.1154
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,2012,52,3RD,3RDWorld,1.2692
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,2013,53,3RD,3RDWorld,1.2
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,2014,54,3RD,3RDWorld,1.2
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,2015,55,3RD,3RDWorld,1
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,2016,56,3RD,3RDWorld,1
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,2017,57,3RD,3RDWorld,1
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,2018,58,3RD,3RDWorld,1
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,2019,59,3RD,3RDWorld,1
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,2020,60,3RD,3RDWorld,1
QCL,Crops and livestock products,232,Eritrea,World,Yield,Wheat,2021,60,3RD,3RDWorld,1
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,1992,32,2ND,2NDWorld,2.0562
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,1993,33,2ND,2NDWorld,2.0994
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,1994,34,2ND,2NDWorld,1.6686
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,1995,35,2ND,2NDWorld,1.9974
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,1996,36,2ND,2NDWorld,2.2046
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,1997,37,2ND,2NDWorld,2.185
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,1998,38,2ND,2NDWorld,1.7666
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,1999,39,2ND,2NDWorld,1.3377
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,2000,40,2ND,2NDWorld,2.1285
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,2001,41,3RD,3RDWorld,2.2302
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,2002,42,3RD,3RDWorld,2.3025
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,2003,43,3RD,3RDWorld,2.1574
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,2004,44,3RD,3RDWorld,2.5083
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,2005,45,3RD,3RDWorld,3.0818
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,2006,46,3RD,3RDWorld,2.4173
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,2007,47,3RD,3RDWorld,3.4746
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,2008,48,3RD,3RDWorld,3.1831
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,2009,49,3RD,3RDWorld,3.0146
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,2010,50,3RD,3RDWorld,2.744
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,2011,51,3RD,3RDWorld,2.8065
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,2012,52,3RD,3RDWorld,3.8994
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,2013,53,3RD,3RDWorld,3.2754
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,2014,54,3RD,3RDWorld,3.9864
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,2015,55,3RD,3RDWorld,4.7885
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,2016,56,3RD,3RDWorld,2.7685
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,2017,57,3RD,3RDWorld,4.2018
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,2018,58,3RD,3RDWorld,2.9129
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,2019,59,3RD,3RDWorld,5.0699
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,2020,60,3RD,3RDWorld,5.0019
QCL,Crops and livestock products,233,Estonia,World,Yield,Wheat,2021,60,3RD,3RDWorld,4.0904
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1970,10,1ST,1STWorld,2.7895
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1971,11,1ST,1STWorld,4.5345
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1972,12,1ST,1STWorld,3.0833
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1973,13,1ST,1STWorld,2.9384
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1974,14,1ST,1STWorld,2.9378
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1975,15,1ST,1STWorld,1.4684
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1976,16,1ST,1STWorld,2.0421
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1977,17,1ST,1STWorld,3.25
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1978,18,1ST,1STWorld,3.25
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1979,19,1ST,1STWorld,3.25
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1980,20,1ST,1STWorld,3.25
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1981,21,2ND,2NDWorld,3.25
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1982,22,2ND,2NDWorld,3.25
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1983,23,2ND,2NDWorld,3.25
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1984,24,2ND,2NDWorld,3.25
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1985,25,2ND,2NDWorld,3.25
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1986,26,2ND,2NDWorld,3.25
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1987,27,2ND,2NDWorld,3.25
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1988,28,2ND,2NDWorld,3.25
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1989,29,2ND,2NDWorld,3.25
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1990,30,2ND,2NDWorld,3.9641
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1991,31,2ND,2NDWorld,2
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1992,32,2ND,2NDWorld,1.6781
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1993,33,2ND,2NDWorld,1.6051
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1994,34,2ND,2NDWorld,1.4286
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1995,35,2ND,2NDWorld,1.5
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1996,36,2ND,2NDWorld,1.5
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1997,37,2ND,2NDWorld,1.5603
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1998,38,2ND,2NDWorld,1.5909
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,1999,39,2ND,2NDWorld,1.5
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,2000,40,2ND,2NDWorld,1.5
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,2001,41,3RD,3RDWorld,1.5413
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,2002,42,3RD,3RDWorld,1.5392
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,2003,43,3RD,3RDWorld,1.5428
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,2004,44,3RD,3RDWorld,1.5438
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,2005,45,3RD,3RDWorld,1.5451
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,2006,46,3RD,3RDWorld,1.552
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,2007,47,3RD,3RDWorld,1.4773
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,2008,48,3RD,3RDWorld,1.566
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,2009,49,3RD,3RDWorld,1.5
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,2010,50,3RD,3RDWorld,1.5
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,2011,51,3RD,3RDWorld,1.6847
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,2012,52,3RD,3RDWorld,2
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,2013,53,3RD,3RDWorld,2
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,2014,54,3RD,3RDWorld,1.94
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,2015,55,3RD,3RDWorld,1.7507
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,2016,56,3RD,3RDWorld,1.8325
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,2017,57,3RD,3RDWorld,1.855
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,2018,58,3RD,3RDWorld,1.9127
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,2019,59,3RD,3RDWorld,1.867
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,2020,60,3RD,3RDWorld,1.8784
QCL,Crops and livestock products,748,Eswatini,World,Yield,Wheat,2021,60,3RD,3RDWorld,1.8861
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,1993,33,2ND,2NDWorld,1.5487
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,1994,34,2ND,2NDWorld,1.0749
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,1995,35,2ND,2NDWorld,1.3106
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,1996,36,2ND,2NDWorld,1.2114
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,1997,37,2ND,2NDWorld,1.2917
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,1998,38,2ND,2NDWorld,1.3738
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,1999,39,2ND,2NDWorld,1.115
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,2000,40,2ND,2NDWorld,1.1631
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,2001,41,3RD,3RDWorld,1.3259
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,2002,42,3RD,3RDWorld,1.4354
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,2003,43,3RD,3RDWorld,1.3874
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,2004,44,3RD,3RDWorld,1.4691
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,2005,45,3RD,3RDWorld,1.5567
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,2006,46,3RD,3RDWorld,1.5204
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,2007,47,3RD,3RDWorld,1.6711
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,2008,48,3RD,3RDWorld,1.6245
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,2009,49,3RD,3RDWorld,1.8269
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,2010,50,3RD,3RDWorld,1.8385
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,2011,51,3RD,3RDWorld,2.0288
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,2012,52,3RD,3RDWorld,2.1102
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,2013,53,3RD,3RDWorld,2.4446
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,2014,54,3RD,3RDWorld,2.5433
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,2015,55,3RD,3RDWorld,2.7941
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,2016,56,3RD,3RDWorld,2.6755
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,2017,57,3RD,3RDWorld,2.7361
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,2018,58,3RD,3RDWorld,2.7679
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,2019,59,3RD,3RDWorld,2.9705
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,2020,60,3RD,3RDWorld,2.9954
QCL,Crops and livestock products,231,Ethiopia,World,Yield,Wheat,2021,60,3RD,3RDWorld,2.6738
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1961,1,1ST,1STWorld,0.7127
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1962,2,1ST,1STWorld,0.7127
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1963,3,1ST,1STWorld,0.7123
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1964,4,1ST,1STWorld,0.71
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1965,5,1ST,1STWorld,0.72
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1966,6,1ST,1STWorld,0.73
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1967,7,1ST,1STWorld,0.7327
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1968,8,1ST,1STWorld,0.7389
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1969,9,1ST,1STWorld,0.7453
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1970,10,1ST,1STWorld,0.7549
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1971,11,1ST,1STWorld,0.7691
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1972,12,1ST,1STWorld,0.7868
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1973,13,1ST,1STWorld,0.8
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1974,14,1ST,1STWorld,0.8
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1975,15,1ST,1STWorld,0.9135
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1976,16,1ST,1STWorld,0.992
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1977,17,1ST,1STWorld,1.1036
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1978,18,1ST,1STWorld,0.8704
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1979,19,1ST,1STWorld,0.9611
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1980,20,1ST,1STWorld,1.0023
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1981,21,2ND,2NDWorld,1.1105
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1982,22,2ND,2NDWorld,1.0317
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1983,23,2ND,2NDWorld,1.2838
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1984,24,2ND,2NDWorld,1.0646
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1985,25,2ND,2NDWorld,1.0233
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1986,26,2ND,2NDWorld,0.996
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1987,27,2ND,2NDWorld,1.1665
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1988,28,2ND,2NDWorld,1.1838
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1989,29,2ND,2NDWorld,1.2352
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1990,30,2ND,2NDWorld,1.3201
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1991,31,2ND,2NDWorld,1.4115
QCL,Crops and livestock products,230,Ethiopia PDR,World,Yield,Wheat,1992,32,2ND,2NDWorld,1.3497
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1961,1,1ST,1STWorld,1.9436
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1962,2,1ST,1STWorld,1.4753
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1963,3,1ST,1STWorld,1.6625
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1964,4,1ST,1STWorld,1.7238
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1965,5,1ST,1STWorld,1.8746
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1966,6,1ST,1STWorld,1.7615
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1967,7,1ST,1STWorld,2.0111
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1968,8,1ST,1STWorld,2.1417
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1969,9,1ST,1STWorld,2.3656
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1970,10,1ST,1STWorld,2.3322
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1971,11,1ST,1STWorld,2.563
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1972,12,1ST,1STWorld,2.5862
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1973,13,1ST,1STWorld,2.4614
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1974,14,1ST,1STWorld,2.7307
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1975,15,1ST,1STWorld,2.8405
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1976,16,1ST,1STWorld,2.9772
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1977,17,1ST,1STWorld,2.3148
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1978,18,1ST,1STWorld,2.0813
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1979,19,1ST,1STWorld,2.1029
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1980,20,1ST,1STWorld,2.8697
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1981,21,2ND,2NDWorld,2.184
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1982,22,2ND,2NDWorld,3.0469
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1983,23,2ND,2NDWorld,3.443
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1984,24,2ND,2NDWorld,3.1058
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1985,25,2ND,2NDWorld,3.007
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1986,26,2ND,2NDWorld,3.1912
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1987,27,2ND,2NDWorld,2.0208
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1988,28,2ND,2NDWorld,2.6038
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1989,29,2ND,2NDWorld,3.3487
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1990,30,2ND,2NDWorld,3.4847
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1991,31,2ND,2NDWorld,3.6391
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1992,32,2ND,2NDWorld,2.4152
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1993,33,2ND,2NDWorld,3.6212
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1994,34,2ND,2NDWorld,3.7953
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1995,35,2ND,2NDWorld,3.7686
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1996,36,2ND,2NDWorld,4.0827
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1997,37,2ND,2NDWorld,3.7188
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1998,38,2ND,2NDWorld,2.8929
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,1999,39,2ND,2NDWorld,2.1589
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,2000,40,2ND,2NDWorld,3.6007
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,2001,41,3RD,3RDWorld,3.3811
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,2002,42,3RD,3RDWorld,3.2585
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,2003,43,3RD,3RDWorld,3.5494
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,2004,44,3RD,3RDWorld,3.4738
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,2005,45,3RD,3RDWorld,3.7304
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,2006,46,3RD,3RDWorld,3.5575
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,2007,47,3RD,3RDWorld,3.9329
QCL,Crops and livestock products,246,Finland,World,Yield,Wheat,2008,48,3RD,3RDWorld,3.6408
