year,location,month,Days,date,temp,gdds
2021,Elora,May,1,1-May,7.32,17.32
2021,Elora,May,2,2-May,14.06,31.38
2021,Elora,May,3,3-May,12.09,43.47
2021,Elora,May,4,4-May,10.7,54.17
2021,Elora,May,5,5-May,6.36,60.53
2021,Elora,May,6,6-May,6.62,67.15
2021,Elora,May,7,7-May,6.97,74.12
2021,Elora,May,8,8-May,5.94,80.06
2021,Elora,May,9,9-May,5.93,85.99
2021,Elora,May,10,10-May,4.81,90.8
2021,Elora,May,11,11-May,3.87,94.67
2021,Elora,May,12,12-May,8.21,102.88
2021,Elora,May,13,13-May,10.12,113
2021,Elora,May,14,14-May,12.01,125.01
2021,Elora,May,15,15-May,13.24,138.25
2021,Elora,May,16,16-May,14.59,152.84
2021,Elora,May,17,17-May,16.34,169.18
2021,Elora,May,18,18-May,19.37,188.55
2021,Elora,May,19,19-May,18.43,206.98
2021,Elora,May,20,20-May,22.02,229
2021,Elora,May,21,21-May,22.57,251.57
2021,Elora,May,22,22-May,20.35,271.92
2021,Elora,May,23,23-May,17.9,289.82
2021,Elora,May,24,24-May,17.59,307.41
2021,Elora,May,25,25-May,22.4,329.81
2021,Elora,May,26,26-May,18.37,348.18
2021,Elora,May,27,27-May,10.49,358.67
2021,Elora,May,28,28-May,5.29,363.96
2021,Elora,May,29,29-May,9.68,373.64
2021,Elora,May,30,30-May,12.43,386.07
2021,Elora,May,31,31-May,14.97,401.04
2021,Elora,June,32,1-Jun,17.15,418.19
2021,Elora,June,33,2-Jun,18.35,436.54
2021,Elora,June,34,3-Jun,17.89,454.43
2021,Elora,June,35,4-Jun,20.19,474.62
2021,Elora,June,36,5-Jun,22.84,497.46
2021,Elora,June,37,6-Jun,24.55,522.01
2021,Elora,June,38,7-Jun,23.19,545.2
2021,Elora,June,39,8-Jun,23.05,568.25
2021,Elora,June,40,9-Jun,24.29,592.54
2021,Elora,June,41,10-Jun,21.77,614.31
2021,Elora,June,42,11-Jun,22.21,636.52
2021,Elora,June,43,12-Jun,21.12,657.64
2021,Elora,June,44,13-Jun,21.05,678.69
2021,Elora,June,45,14-Jun,17.46,696.15
2021,Elora,June,46,15-Jun,16.59,712.74
2021,Elora,June,47,16-Jun,14.65,727.39
2021,Elora,June,48,17-Jun,18.35,745.74
2021,Elora,June,49,18-Jun,19.9,765.64
2021,Elora,June,50,19-Jun,20.23,785.87
2021,Elora,June,51,20-Jun,21.99,807.86
2021,Elora,June,52,21-Jun,19.23,827.09
2021,Elora,June,53,22-Jun,13.24,840.33
2021,Elora,June,54,23-Jun,17.69,858.02
2021,Elora,June,55,24-Jun,22.15,880.17
2021,Elora,June,56,25-Jun,21.84,902.01
2021,Elora,June,57,26-Jun,22.84,924.85
2021,Elora,June,58,27-Jun,25.32,950.17
2021,Elora,June,59,28-Jun,24.13,974.3
2021,Elora,June,60,29-Jun,24.98,999.28
2021,Elora,June,61,30-Jun,22.19,1021.47
2021,Elora,July,62,1-Jul,19.81,1041.28
2021,Elora,July,63,2-Jul,17.78,1059.06
2021,Elora,July,64,3-Jul,18.85,1077.91
2021,Elora,July,65,4-Jul,22.24,1100.15
2021,Elora,July,66,5-Jul,25.04,1125.19
2021,Elora,July,67,6-Jul,25.33,1150.52
2021,Elora,July,68,7-Jul,23.04,1173.56
2021,Elora,July,69,8-Jul,18.41,1191.97
2021,Elora,July,70,9-Jul,17.93,1209.9
2021,Elora,July,71,10-Jul,18.93,1228.83
2021,Elora,July,72,11-Jul,18.59,1247.42
2021,Elora,July,73,12-Jul,19.35,1266.77
2021,Elora,July,74,13-Jul,21.13,1287.9
2021,Elora,July,75,14-Jul,23.33,1311.23
2021,Elora,July,76,15-Jul,22.41,1333.64
2021,Elora,July,77,16-Jul,19.48,1353.12
2021,Elora,July,78,17-Jul,18.26,1371.38
2021,Elora,July,79,18-Jul,21.73,1393.11
2021,Elora,July,80,19-Jul,22.85,1415.96
2021,Elora,July,81,20-Jul,22.63,1438.59
2021,Elora,July,82,21-Jul,18.18,1456.77
2021,Elora,July,83,22-Jul,19.19,1475.96
2021,Elora,July,84,23-Jul,21.56,1497.52
2021,Elora,July,85,24-Jul,20.94,1518.46
2021,Elora,July,86,25-Jul,23.15,1541.61
2021,Elora,July,87,26-Jul,23.26,1564.87
2021,Elora,July,88,27-Jul,21.96,1586.83
2021,Elora,July,89,28-Jul,21.4,1608.23
2021,Elora,July,90,29-Jul,21.78,1630.01
2021,Elora,July,91,30-Jul,16.8,1646.81
2021,Elora,July,92,31-Jul,17.35,1664.16
2021,Elora,August,93,1-Aug,17.74,1681.9
2021,Elora,August,94,2-Aug,18.07,1699.97
2021,Elora,August,95,3-Aug,20.02,1719.99
2021,Elora,August,96,4-Aug,22.16,1742.15
2021,Elora,August,97,5-Aug,22.3,1764.45
2021,Elora,August,98,6-Aug,22.62,1787.07
2021,Elora,August,99,7-Aug,22.87,1809.94
2021,Elora,August,100,8-Aug,23.77,1833.71
2021,Elora,August,101,9-Aug,26.05,1859.76
2021,Elora,August,102,10-Aug,24.44,1884.2
2021,Elora,August,103,11-Aug,25.17,1909.37
2021,Elora,August,104,12-Aug,24.75,1934.12
2021,Elora,August,105,13-Aug,23.74,1957.86
2021,Elora,August,106,14-Aug,18.94,1976.8
2021,Elora,August,107,15-Aug,18.37,1995.17
2021,Elora,August,108,16-Aug,20.33,2015.5
2021,Elora,August,109,17-Aug,23.51,2039.01
2021,Elora,August,110,18-Aug,24.33,2063.34
2021,Elora,August,111,19-Aug,24.19,2087.53
2021,Elora,August,112,20-Aug,23.7,2111.23
2021,Elora,August,113,21-Aug,24.95,2136.18
2021,Elora,August,114,22-Aug,25.37,2161.55
2021,Elora,August,115,23-Aug,24.53,2186.08
2021,Elora,August,116,24-Aug,25.41,2211.49
2021,Elora,August,117,25-Aug,25.05,2236.54
2021,Elora,August,118,26-Aug,26.44,2262.98
2021,Elora,August,119,27-Aug,23.66,2286.64
2021,Elora,August,120,28-Aug,24.54,2311.18
2021,Elora,August,121,29-Aug,24.9,2336.08
2021,Elora,August,122,30-Aug,23.11,2359.19
2021,Elora,August,123,31-Aug,20.11,2379.3
2021,Elora,September,124,1-Sep,18.76,2398.06
2021,Elora,September,125,2-Sep,15.66,2413.72
2021,Elora,September,126,3-Sep,15.79,2429.51
2021,Elora,September,127,4-Sep,18.96,2448.47
2021,Elora,September,128,5-Sep,19.95,2468.42
2021,Elora,September,129,6-Sep,17.12,2485.54
2021,Elora,September,130,7-Sep,20.22,2505.76
2021,Elora,September,131,8-Sep,19.11,2524.87
2021,Elora,September,132,9-Sep,15.75,2540.62
2021,Elora,September,133,10-Sep,15.65,2556.27
2021,Elora,September,134,11-Sep,19.77,2576.04
2021,Elora,September,135,12-Sep,19.44,2595.48
2021,Elora,September,136,13-Sep,16.67,2612.15
2021,Elora,September,137,14-Sep,20.53,2632.68
2021,Elora,September,138,15-Sep,17.05,2649.73
2021,Elora,September,139,16-Sep,16.43,2666.16
2021,Elora,September,140,17-Sep,20.23,2686.39
2021,Elora,September,141,18-Sep,17.83,2704.22
2021,Elora,September,142,19-Sep,15.48,2719.7
2021,Elora,September,143,20-Sep,19.51,2739.21
2021,Elora,September,144,21-Sep,20.61,2759.82
2021,Elora,September,145,22-Sep,15.05,2774.87
2021,Elora,September,146,23-Sep,13.97,2788.84
2021,Elora,September,147,24-Sep,11.93,2800.77
2021,Elora,September,148,25-Sep,13.01,2813.78
2021,Elora,September,149,26-Sep,13.03,2826.81
2021,Elora,September,150,27-Sep,16.08,2842.89
2021,Elora,September,151,28-Sep,12.33,2855.22
2021,Elora,September,152,29-Sep,12.16,2867.38
2021,Elora,September,153,30-Sep,10.82,2878.2
2021,Elora,October,154,1-Oct,13.15,2891.35
2021,Elora,October,155,2-Oct,16.92,2908.27
2021,Elora,October,156,3-Oct,18.07,2926.34
2021,Elora,October,157,4-Oct,16.11,2942.45
2021,Elora,October,158,5-Oct,15.86,2958.31
2021,Elora,October,159,6-Oct,15.33,2973.64
2021,Elora,October,160,7-Oct,17.24,2990.88
2021,Elora,October,161,8-Oct,16.86,3007.74
2021,Elora,October,162,9-Oct,17.79,3025.53
2021,Elora,October,163,10-Oct,17.38,3042.91
2021,Elora,October,164,11-Oct,18.69,3061.6
2021,Elora,October,165,12-Oct,18.09,3079.69
2021,Elora,October,166,13-Oct,17.23,3096.92
2021,Elora,October,167,14-Oct,17.98,3114.9
2021,Elora,October,168,15-Oct,16.89,3131.79
2021,Elora,October,169,16-Oct,11.5,3143.29
2021,Elora,October,170,17-Oct,9.4,3152.69
2021,Elora,October,171,18-Oct,7.52,3160.21
2021,Elora,October,172,19-Oct,11.19,3171.4
2021,Elora,October,173,20-Oct,12.86,3184.26
2021,Elora,October,174,21-Oct,13.65,3197.91
2021,Elora,October,175,22-Oct,5.45,3203.36
2021,Elora,October,176,23-Oct,5.89,3209.25
2021,Elora,October,177,24-Oct,6.79,3216.04
2021,Elora,October,178,25-Oct,5.53,3221.57
2021,Elora,October,179,26-Oct,4.92,3226.49
2021,Elora,October,180,27-Oct,8.39,3234.88
2021,Elora,October,181,28-Oct,7.32,3242.2
2021,Elora,October,182,29-Oct,9.2,3251.4
2021,Elora,October,183,30-Oct,7.71,3259.11
2021,Elora,October,184,31-Oct,8.84,3267.95
2022,Elora,May,1,1-May,7.76,17.76
2022,Elora,May,2,2-May,8.2,25.96
2022,Elora,May,3,3-May,7.66,33.62
2022,Elora,May,4,4-May,8.86,42.48
2022,Elora,May,5,5-May,8.29,50.77
2022,Elora,May,6,6-May,8.5,59.27
2022,Elora,May,7,7-May,7.61,66.88
2022,Elora,May,8,8-May,7.44,74.32
2022,Elora,May,9,9-May,9.98,84.3
2022,Elora,May,10,10-May,12.55,96.85
2022,Elora,May,11,11-May,14.7,111.55
2022,Elora,May,12,12-May,16.73,128.28
2022,Elora,May,13,13-May,17.97,146.25
2022,Elora,May,14,14-May,18.32,164.57
2022,Elora,May,15,15-May,18.03,182.6
2022,Elora,May,16,16-May,12.01,194.61
2022,Elora,May,17,17-May,8.53,203.14
2022,Elora,May,18,18-May,8.7,211.84
2022,Elora,May,19,19-May,13.25,225.09
2022,Elora,May,20,20-May,18.63,243.72
2022,Elora,May,21,21-May,17.45,261.17
2022,Elora,May,22,22-May,11.23,272.4
2022,Elora,May,23,23-May,10.51,282.91
2022,Elora,May,24,24-May,11.28,294.19
2022,Elora,May,25,25-May,13.23,307.42
2022,Elora,May,26,26-May,18.29,325.71
2022,Elora,May,27,27-May,17.17,342.88
2022,Elora,May,28,28-May,13.62,356.5
2022,Elora,May,29,29-May,16.51,373.01
2022,Elora,May,30,30-May,19.78,392.79
2022,Elora,May,31,31-May,22.42,415.21
2022,Elora,June,32,1-Jun,18.71,433.92
2022,Elora,June,33,2-Jun,11.15,445.07
2022,Elora,June,34,3-Jun,14.43,459.5
2022,Elora,June,35,4-Jun,11.57,471.07
2022,Elora,June,36,5-Jun,14.55,485.62
2022,Elora,June,37,6-Jun,16.14,501.76
2022,Elora,June,38,7-Jun,15.28,517.04
2022,Elora,June,39,8-Jun,14.01,531.05
2022,Elora,June,40,9-Jun,14.66,545.71
2022,Elora,June,41,10-Jun,14.53,560.24
2022,Elora,June,42,11-Jun,16.8,577.04
2022,Elora,June,43,12-Jun,16.94,593.98
2022,Elora,June,44,13-Jun,16.46,610.44
2022,Elora,June,45,14-Jun,17.89,628.33
2022,Elora,June,46,15-Jun,22.27,650.6
2022,Elora,June,47,16-Jun,23.54,674.14
2022,Elora,June,48,17-Jun,17.58,691.72
2022,Elora,June,49,18-Jun,11.05,702.77
2022,Elora,June,50,19-Jun,12.72,715.49
2022,Elora,June,51,20-Jun,14.23,729.72
2022,Elora,June,52,21-Jun,22.43,752.15
2022,Elora,June,53,22-Jun,22.68,774.83
2022,Elora,June,54,23-Jun,17.13,791.96
2022,Elora,June,55,24-Jun,19.51,811.47
2022,Elora,June,56,25-Jun,21.33,832.8
2022,Elora,June,57,26-Jun,21.17,853.97
2022,Elora,June,58,27-Jun,14.45,868.42
2022,Elora,June,59,28-Jun,15.34,883.76
2022,Elora,June,60,29-Jun,16.07,899.83
2022,Elora,June,61,30-Jun,20.01,919.84
2022,Elora,July,62,1-Jul,20.35,940.19
2022,Elora,July,63,2-Jul,17.66,957.85
2022,Elora,July,64,3-Jul,17.76,975.61
2022,Elora,July,65,4-Jul,20.7,996.31
2022,Elora,July,66,5-Jul,21.15,1017.46
2022,Elora,July,67,6-Jul,19.05,1036.51
2022,Elora,July,68,7-Jul,19.4,1055.91
2022,Elora,July,69,8-Jul,19.12,1075.03
2022,Elora,July,70,9-Jul,16.55,1091.58
2022,Elora,July,71,10-Jul,18.15,1109.73
2022,Elora,July,72,11-Jul,20.1,1129.83
2022,Elora,July,73,12-Jul,20.33,1150.16
2022,Elora,July,74,13-Jul,17.82,1167.98
2022,Elora,July,75,14-Jul,17.58,1185.56
2022,Elora,July,76,15-Jul,19.15,1204.71
2022,Elora,July,77,16-Jul,20.93,1225.64
2022,Elora,July,78,17-Jul,21.56,1247.2
2022,Elora,July,79,18-Jul,21.1,1268.3
2022,Elora,July,80,19-Jul,23.33,1291.63
2022,Elora,July,81,20-Jul,23.81,1315.44
2022,Elora,July,82,21-Jul,22.33,1337.77
2022,Elora,July,83,22-Jul,22.45,1360.22
2022,Elora,July,84,23-Jul,22.7,1382.92
2022,Elora,July,85,24-Jul,22.79,1405.71
2022,Elora,July,86,25-Jul,17.44,1423.15
2022,Elora,July,87,26-Jul,19,1442.15
2022,Elora,July,88,27-Jul,20.35,1462.5
2022,Elora,July,89,28-Jul,20.73,1483.23
2022,Elora,July,90,29-Jul,18.9,1502.13
2022,Elora,July,91,30-Jul,18.7,1520.83
2022,Elora,July,92,31-Jul,20.56,1541.39
2022,Elora,August,93,1-Aug,20.9,1562.29
2022,Elora,August,94,2-Aug,19.13,1581.42
2022,Elora,August,95,3-Aug,21.19,1602.61
2022,Elora,August,96,4-Aug,22.37,1624.98
2022,Elora,August,97,5-Aug,22.34,1647.32
2022,Elora,August,98,6-Aug,23.83,1671.15
2022,Elora,August,99,7-Aug,24.66,1695.81
2022,Elora,August,100,8-Aug,23.55,1719.36
2022,Elora,August,101,9-Aug,18.22,1737.58
2022,Elora,August,102,10-Aug,18.24,1755.82
2022,Elora,August,103,11-Aug,17.43,1773.25
2022,Elora,August,104,12-Aug,16.8,1790.05
2022,Elora,August,105,13-Aug,18.3,1808.35
2022,Elora,August,106,14-Aug,18.98,1827.33
2022,Elora,August,107,15-Aug,18.91,1846.24
2022,Elora,August,108,16-Aug,19.37,1865.61
2022,Elora,August,109,17-Aug,19.37,1884.98
2022,Elora,August,110,18-Aug,20.26,1905.24
2022,Elora,August,111,19-Aug,20.91,1926.15
2022,Elora,August,112,20-Aug,21.5,1947.65
2022,Elora,August,113,21-Aug,19.85,1967.5
2022,Elora,August,114,22-Aug,19.18,1986.68
2022,Elora,August,115,23-Aug,19.92,2006.6
2022,Elora,August,116,24-Aug,20.3,2026.9
2022,Elora,August,117,25-Aug,20.83,2047.73
2022,Elora,August,118,26-Aug,19.18,2066.91
2022,Elora,August,119,27-Aug,16.72,2083.63
2022,Elora,August,120,28-Aug,19.95,2103.58
2022,Elora,August,121,29-Aug,23.14,2126.72
2022,Elora,August,122,30-Aug,20.56,2147.28
2022,Elora,August,123,31-Aug,18.42,2165.7
2022,Elora,September,124,1-Sep,16.62,2182.32
2022,Elora,September,125,2-Sep,19.83,2202.15
2022,Elora,September,126,3-Sep,22.41,2224.56
2022,Elora,September,127,4-Sep,17.16,2241.72
2022,Elora,September,128,5-Sep,17.32,2259.04
2022,Elora,September,129,6-Sep,17.81,2276.85
2022,Elora,September,130,7-Sep,17.51,2294.36
2022,Elora,September,131,8-Sep,18.24,2312.6
2022,Elora,September,132,9-Sep,18.91,2331.51
2022,Elora,September,133,10-Sep,20.92,2352.43
2022,Elora,September,134,11-Sep,19.59,2372.02
2022,Elora,September,135,12-Sep,18.76,2390.78
2022,Elora,September,136,13-Sep,15.3,2406.08
2022,Elora,September,137,14-Sep,16.56,2422.64
2022,Elora,September,138,15-Sep,12.9,2435.54
2022,Elora,September,139,16-Sep,17.19,2452.73
2022,Elora,September,140,17-Sep,19.58,2472.31
2022,Elora,September,141,18-Sep,20.2,2492.51
2022,Elora,September,142,19-Sep,19.29,2511.8
2022,Elora,September,143,20-Sep,17.99,2529.79
2022,Elora,September,144,21-Sep,19.73,2549.52
2022,Elora,September,145,22-Sep,11.91,2561.43
2022,Elora,September,146,23-Sep,9.27,2570.7
2022,Elora,September,147,24-Sep,11.87,2582.57
2022,Elora,September,148,25-Sep,13.28,2595.85
2022,Elora,September,149,26-Sep,11.22,2607.07
2022,Elora,September,150,27-Sep,11.74,2618.81
2022,Elora,September,151,28-Sep,9.99,2628.8
2022,Elora,September,152,29-Sep,10.59,2639.39
2022,Elora,September,153,30-Sep,10.44,2649.83
2022,Elora,October,154,1-Oct,11.21,2661.04
2022,Elora,October,155,2-Oct,8.65,2669.69
2022,Elora,October,156,3-Oct,8.2,2677.89
2022,Elora,October,157,4-Oct,11.67,2689.56
2022,Elora,October,158,5-Oct,14.23,2703.79
2022,Elora,October,159,6-Oct,14.82,2718.61
2022,Elora,October,160,7-Oct,6.83,2725.44
2022,Elora,October,161,8-Oct,5.86,2731.3
2022,Elora,October,162,9-Oct,9.19,2740.49
2022,Elora,October,163,10-Oct,8.75,2749.24
2022,Elora,October,164,11-Oct,12.23,2761.47
2022,Elora,October,165,12-Oct,15.06,2776.53
2022,Elora,October,166,13-Oct,10.08,2786.61
2022,Elora,October,167,14-Oct,7.23,2793.84
2022,Elora,October,168,15-Oct,7.05,2800.89
2022,Elora,October,169,16-Oct,6.88,2807.77
2022,Elora,October,170,17-Oct,4.76,2812.53
2022,Elora,October,171,18-Oct,3.32,2815.85
2022,Elora,October,172,19-Oct,3.44,2819.29
2022,Elora,October,173,20-Oct,1.73,2821.02
2022,Elora,October,174,21-Oct,8.08,2829.1
2022,Elora,October,175,22-Oct,12.53,2841.63
2022,Elora,October,176,23-Oct,12.12,2853.75
2022,Elora,October,177,24-Oct,11.3,2865.05
2022,Elora,October,178,25-Oct,11.42,2876.47
2022,Elora,October,179,26-Oct,10.75,2887.22
2022,Elora,October,180,27-Oct,4.96,2892.18
2022,Elora,October,181,28-Oct,3.98,2896.16
2022,Elora,October,182,29-Oct,6.67,2902.83
2022,Elora,October,183,30-Oct,7.56,2910.39
2022,Elora,October,184,31-Oct,10.4,2920.79
2018,Winchester,May,1,1-May,11.87,21.87
2018,Winchester,May,2,2-May,16.16,38.03
2018,Winchester,May,3,3-May,15.99,54.02
2018,Winchester,May,4,4-May,13.66,67.68
2018,Winchester,May,5,5-May,12.93,80.61
2018,Winchester,May,6,6-May,11.92,92.53
2018,Winchester,May,7,7-May,10.3,102.83
2018,Winchester,May,8,8-May,11.26,114.09
2018,Winchester,May,9,9-May,16.67,130.76
2018,Winchester,May,10,10-May,16.29,147.05
2018,Winchester,May,11,11-May,7.23,154.28
2018,Winchester,May,12,12-May,10.4,164.68
2018,Winchester,May,13,13-May,12.79,177.47
2018,Winchester,May,14,14-May,14.68,192.15
2018,Winchester,May,15,15-May,12.22,204.37
2018,Winchester,May,16,16-May,12.41,216.78
2018,Winchester,May,17,17-May,12.65,229.43
2018,Winchester,May,18,18-May,9.18,238.61
2018,Winchester,May,19,19-May,11.17,249.78
2018,Winchester,May,20,20-May,13.72,263.5
2018,Winchester,May,21,21-May,14.39,277.89
2018,Winchester,May,22,22-May,14.06,291.95
2018,Winchester,May,23,23-May,15.37,307.32
2018,Winchester,May,24,24-May,15.38,322.7
2018,Winchester,May,25,25-May,18.06,340.76
2018,Winchester,May,26,26-May,18.38,359.14
2018,Winchester,May,27,27-May,18.72,377.86
2018,Winchester,May,28,28-May,19.97,397.83
2018,Winchester,May,29,29-May,19.04,416.87
2018,Winchester,May,30,30-May,20.46,437.33
2018,Winchester,May,31,31-May,22.66,459.99
2018,Winchester,June,32,1-Jun,22.65,482.64
2018,Winchester,June,33,2-Jun,17,499.64
2018,Winchester,June,34,3-Jun,17.36,517
2018,Winchester,June,35,4-Jun,15.37,532.37
2018,Winchester,June,36,5-Jun,11.65,544.02
2018,Winchester,June,37,6-Jun,13.3,557.32
2018,Winchester,June,38,7-Jun,14.76,572.08
2018,Winchester,June,39,8-Jun,16.82,588.9
2018,Winchester,June,40,9-Jun,15.25,604.15
2018,Winchester,June,41,10-Jun,14.24,618.39
2018,Winchester,June,42,11-Jun,15.68,634.07
2018,Winchester,June,43,12-Jun,17.69,651.76
2018,Winchester,June,44,13-Jun,18.75,670.51
2018,Winchester,June,45,14-Jun,15.44,685.95
2018,Winchester,June,46,15-Jun,17.16,703.11
2018,Winchester,June,47,16-Jun,19.33,722.44
2018,Winchester,June,48,17-Jun,20.46,742.9
2018,Winchester,June,49,18-Jun,22.51,765.41
2018,Winchester,June,50,19-Jun,17.25,782.66
2018,Winchester,June,51,20-Jun,17.97,800.63
2018,Winchester,June,52,21-Jun,14.33,814.96
2018,Winchester,June,53,22-Jun,17.51,832.47
2018,Winchester,June,54,23-Jun,17.17,849.64
2018,Winchester,June,55,24-Jun,17.01,866.65
2018,Winchester,June,56,25-Jun,14.81,881.46
2018,Winchester,June,57,26-Jun,16.36,897.82
2018,Winchester,June,58,27-Jun,17.79,915.61
2018,Winchester,June,59,28-Jun,21.54,937.15
2018,Winchester,June,60,29-Jun,22.25,959.4
2018,Winchester,June,61,30-Jun,23.83,983.23
2018,Winchester,July,62,1-Jul,25.89,1009.12
2018,Winchester,July,63,2-Jul,26.24,1035.36
2018,Winchester,July,64,3-Jul,25,1060.36
2018,Winchester,July,65,4-Jul,26.1,1086.46
2018,Winchester,July,66,5-Jul,26.15,1112.61
2018,Winchester,July,67,6-Jul,18.66,1131.27
2018,Winchester,July,68,7-Jul,18.57,1149.84
2018,Winchester,July,69,8-Jul,19.62,1169.46
2018,Winchester,July,70,9-Jul,21.66,1191.12
2018,Winchester,July,71,10-Jul,21.65,1212.77
2018,Winchester,July,72,11-Jul,19.15,1231.92
2018,Winchester,July,73,12-Jul,21.22,1253.14
2018,Winchester,July,74,13-Jul,21.22,1274.36
2018,Winchester,July,75,14-Jul,22.71,1297.07
2018,Winchester,July,76,15-Jul,23.32,1320.39
2018,Winchester,July,77,16-Jul,23.66,1344.05
2018,Winchester,July,78,17-Jul,22.23,1366.28
2018,Winchester,July,79,18-Jul,17.48,1383.76
2018,Winchester,July,80,19-Jul,19.19,1402.95
2018,Winchester,July,81,20-Jul,20.56,1423.51
2018,Winchester,July,82,21-Jul,21.76,1445.27
2018,Winchester,July,83,22-Jul,20.96,1466.23
2018,Winchester,July,84,23-Jul,23.73,1489.96
2018,Winchester,July,85,24-Jul,24.01,1513.97
2018,Winchester,July,86,25-Jul,22.62,1536.59
2018,Winchester,July,87,26-Jul,22.74,1559.33
2018,Winchester,July,88,27-Jul,21.82,1581.15
2018,Winchester,July,89,28-Jul,20.23,1601.38
2018,Winchester,July,90,29-Jul,19.81,1621.19
2018,Winchester,July,91,30-Jul,20.4,1641.59
2018,Winchester,July,92,31-Jul,22.53,1664.12
2018,Winchester,August,93,1-Aug,23.14,1687.26
2018,Winchester,August,94,2-Aug,23.01,1710.27
2018,Winchester,August,95,3-Aug,22.29,1732.56
2018,Winchester,August,96,4-Aug,23.95,1756.51
2018,Winchester,August,97,5-Aug,23.58,1780.09
2018,Winchester,August,98,6-Aug,25,1805.09
2018,Winchester,August,99,7-Aug,24.46,1829.55
2018,Winchester,August,100,8-Aug,22.44,1851.99
2018,Winchester,August,101,9-Aug,21.8,1873.79
2018,Winchester,August,102,10-Aug,19.44,1893.23
2018,Winchester,August,103,11-Aug,19.99,1913.22
2018,Winchester,August,104,12-Aug,20.94,1934.16
2018,Winchester,August,105,13-Aug,22.95,1957.11
2018,Winchester,August,106,14-Aug,22.26,1979.37
2018,Winchester,August,107,15-Aug,22,2001.37
2018,Winchester,August,108,16-Aug,19.51,2020.88
2018,Winchester,August,109,17-Aug,20.85,2041.73
2018,Winchester,August,110,18-Aug,19.79,2061.52
2018,Winchester,August,111,19-Aug,20.98,2082.5
2018,Winchester,August,112,20-Aug,21.2,2103.7
2018,Winchester,August,113,21-Aug,21,2124.7
2018,Winchester,August,114,22-Aug,18.96,2143.66
2018,Winchester,August,115,23-Aug,17.96,2161.62
2018,Winchester,August,116,24-Aug,20.65,2182.27
2018,Winchester,August,117,25-Aug,21.86,2204.13
2018,Winchester,August,118,26-Aug,21.98,2226.11
2018,Winchester,August,119,27-Aug,21.93,2248.04
2018,Winchester,August,120,28-Aug,25.34,2273.38
2018,Winchester,August,121,29-Aug,24.03,2297.41
2018,Winchester,August,122,30-Aug,16.23,2313.64
2018,Winchester,August,123,31-Aug,18.18,2331.82
2018,Winchester,September,124,1-Sep,22.21,2354.03
2018,Winchester,September,125,2-Sep,23.37,2377.4
2018,Winchester,September,126,3-Sep,24.69,2402.09
2018,Winchester,September,127,4-Sep,22.02,2424.11
2018,Winchester,September,128,5-Sep,25.01,2449.12
2018,Winchester,September,129,6-Sep,20.42,2469.54
2018,Winchester,September,130,7-Sep,16.61,2486.15
2018,Winchester,September,131,8-Sep,12.33,2498.48
2018,Winchester,September,132,9-Sep,11.27,2509.75
2018,Winchester,September,133,10-Sep,12.29,2522.04
2018,Winchester,September,134,11-Sep,17.7,2539.74
2018,Winchester,September,135,12-Sep,18.7,2558.44
2018,Winchester,September,136,13-Sep,19.19,2577.63
2018,Winchester,September,137,14-Sep,21.55,2599.18
2018,Winchester,September,138,15-Sep,23.48,2622.66
2018,Winchester,September,139,16-Sep,23.84,2646.5
2018,Winchester,September,140,17-Sep,22.87,2669.37
2018,Winchester,September,141,18-Sep,20.09,2689.46
2018,Winchester,September,142,19-Sep,15.23,2704.69
2018,Winchester,September,143,20-Sep,14.02,2718.71
2018,Winchester,September,144,21-Sep,20.87,2739.58
2018,Winchester,September,145,22-Sep,12.58,2752.16
2018,Winchester,September,146,23-Sep,11.35,2763.51
2018,Winchester,September,147,24-Sep,10.17,2773.68
2018,Winchester,September,148,25-Sep,13.79,2787.47
2018,Winchester,September,149,26-Sep,18.82,2806.29
2018,Winchester,September,150,27-Sep,12.94,2819.23
2018,Winchester,September,151,28-Sep,15.19,2834.42
2018,Winchester,September,152,29-Sep,11.94,2846.36
2018,Winchester,September,153,30-Sep,9.94,2856.3
2018,Winchester,October,154,1-Oct,9.61,2865.91
2018,Winchester,October,155,2-Oct,8.54,2874.45
2018,Winchester,October,156,3-Oct,9.53,2883.98
2018,Winchester,October,157,4-Oct,15.28,2899.26
2018,Winchester,October,158,5-Oct,6.85,2906.11
2018,Winchester,October,159,6-Oct,9.65,2915.76
2018,Winchester,October,160,7-Oct,10.2,2925.96
2018,Winchester,October,161,8-Oct,9.67,2935.63
2018,Winchester,October,162,9-Oct,20.61,2956.24
2018,Winchester,October,163,10-Oct,21.08,2977.32
2018,Winchester,October,164,11-Oct,18.41,2995.73
2018,Winchester,October,165,12-Oct,8.71,3004.44
2018,Winchester,October,166,13-Oct,5.9,3010.34
2018,Winchester,October,167,14-Oct,6.6,3016.94
2018,Winchester,October,168,15-Oct,8.69,3025.63
2018,Winchester,October,169,16-Oct,6.25,3031.88
2018,Winchester,October,170,17-Oct,6.8,3038.68
2018,Winchester,October,171,18-Oct,1.26,3039.94
2018,Winchester,October,172,19-Oct,9.42,3049.36
2018,Winchester,October,173,20-Oct,9.66,3059.02
2018,Winchester,October,174,21-Oct,1.75,3060.77
2018,Winchester,October,175,22-Oct,2.27,3063.04
2018,Winchester,October,176,23-Oct,3.78,3066.82
2018,Winchester,October,177,24-Oct,3.57,3070.39
